gene,n_a,n_b,log2_mean_a,log2_mean_b,log2_fc,U,p,p_bh
TBCA,7,8,17.61123336742776,17.944754474756714,-0.3335211073289521,0.0,0.0003108003108003108,0.20751100751100754
CCAR2,7,8,19.064927318447765,18.567149434448613,0.49777788399915224,56.0,0.0003108003108003108,0.20751100751100754
YWHAG,7,8,20.01244954037914,20.535000595532928,-0.5225510551537873,0.0,0.0003108003108003108,0.20751100751100754
ZNF512,7,8,14.666810892589679,14.095038124859208,0.5717727677304705,56.0,0.0003108003108003108,0.20751100751100754
RAD23B,7,8,19.199610923832495,19.623571671089177,-0.4239607472566824,0.0,0.0003108003108003108,0.20751100751100754
NPEPL1,7,8,17.159888642288617,17.493239893420956,-0.33335125113233843,0.0,0.0003108003108003108,0.20751100751100754
YWHAH,7,8,21.367370948224906,22.15164265525159,-0.7842717070266829,0.0,0.0003108003108003108,0.20751100751100754
NUDT1,7,8,13.76755615864474,14.404640737081099,-0.6370845784363581,0.0,0.0003108003108003108,0.20751100751100754
PLOD3,7,8,17.67214666566492,18.264626209802877,-0.5924795441379587,0.0,0.0003108003108003108,0.20751100751100754
SON,7,8,17.519661626102632,17.8362003211751,-0.3165386950724667,1.0,0.0006216006216006216,0.3334998334998335
EIF4A2,7,8,17.85850472553544,17.306581370557332,0.5519233549781077,55.0,0.0006216006216006216,0.3334998334998335
SGTA,6,8,12.781081914891162,13.581069254384577,-0.7999873394934145,0.0,0.000666000666000666,0.3334998334998335
FDX1,7,6,16.622295374732808,17.325168141747998,-0.7028727670151902,0.0,0.0011655011655011655,0.3395634668361941
HSP90AB1,7,8,22.758346936030154,23.025543044156024,-0.26719610812586936,2.0,0.0012432012432012432,0.3395634668361941
ACLY,7,8,20.003881733239485,20.232528122230498,-0.22864638899101308,2.0,0.0012432012432012432,0.3395634668361941
PGLS,7,8,20.46265179992563,20.93880935672485,-0.4761575567992189,2.0,0.0012432012432012432,0.3395634668361941
ISYNA1,7,8,17.840924787542487,19.10655987777828,-1.2656350902357936,2.0,0.0012432012432012432,0.3395634668361941
TARS1,7,8,18.595862877403444,19.006139979168882,-0.41027710176543764,2.0,0.0012432012432012432,0.3395634668361941
TYMP,7,8,22.126307547986393,22.84582038501073,-0.719512837024336,2.0,0.0012432012432012432,0.3395634668361941
XPNPEP1,7,8,16.983459971291182,17.624763598322133,-0.6413036270309505,2.0,0.0012432012432012432,0.3395634668361941
SULT1A1,7,8,17.85439109677348,18.479376719329938,-0.6249856225564585,2.0,0.0012432012432012432,0.3395634668361941
INF2,7,8,17.0116570318668,17.404960601274055,-0.3933035694072551,2.0,0.0012432012432012432,0.3395634668361941
FNTB,5,8,13.589216777857999,14.160699255220942,-0.5714824773629434,0.0,0.001554001554001554,0.40599979730414515
RBMXL1,6,6,15.664114608765628,14.777172807758916,0.8869418010067118,36.0,0.0021645021645021645,0.4228526190790342
DBN1,7,8,17.552002400361328,18.290124936059208,-0.7381225356978796,3.0,0.0021756021756021756,0.4228526190790342
ADI1,7,8,16.438445256519703,17.100499601087172,-0.6620543445674691,3.0,0.0021756021756021756,0.4228526190790342
NELFA,7,8,15.893471150151015,15.481193292080995,0.41227785807001993,53.0,0.0021756021756021756,0.4228526190790342
LDHB,7,8,21.45952106423156,21.798203747445527,-0.33868268321396755,3.0,0.0021756021756021756,0.4228526190790342
UBE2L6,7,8,18.947845670903604,19.668866729454756,-0.7210210585511518,3.0,0.0021756021756021756,0.4228526190790342
PSMB9,7,8,20.231963092386795,20.76756084208482,-0.5355977496980238,3.0,0.0021756021756021756,0.4228526190790342
RRM1,6,7,13.158787312482096,13.505409048796784,-0.3466217363146882,1.0,0.002331002331002331,0.4228526190790342
ELOC,7,7,15.87625674344286,16.571316452947638,-0.6950597095047772,2.0,0.002331002331002331,0.4228526190790342
BABAM2,5,7,12.28691409859304,11.663716277553492,0.6231978210395486,35.0,0.0025252525252525255,0.4228526190790342
TNFAIP8,5,7,19.049877500744426,17.860191060939876,1.1896864398045501,35.0,0.0025252525252525255,0.4228526190790342
PSMB8,7,8,18.452998975482853,18.91318429468469,-0.4601853192018375,4.0,0.0037296037296037296,0.4228526190790342
CUL1,7,8,15.174965717085135,15.515299087947781,-0.3403333708626466,4.0,0.0037296037296037296,0.4228526190790342
PPAT,7,8,15.508137003762073,16.129385128588076,-0.6212481248260033,4.0,0.0037296037296037296,0.4228526190790342
TFG,7,8,18.222334434727106,18.662401231024376,-0.44006679629726975,4.0,0.0037296037296037296,0.4228526190790342
IMPA1,7,8,16.14164361392869,16.626909909444844,-0.48526629551615486,4.0,0.0037296037296037296,0.4228526190790342
GNB4,7,8,15.297866592529491,15.840593543850003,-0.5427269513205122,4.0,0.0037296037296037296,0.4228526190790342
ELOB,7,8,16.669687512020314,17.04964226810364,-0.3799547560833254,4.0,0.0037296037296037296,0.4228526190790342
DYNLRB1,7,8,18.75485998968464,19.306658647485683,-0.5517986578010436,4.0,0.0037296037296037296,0.4228526190790342
MAGED2,7,8,15.186160592588907,15.606694595610152,-0.42053400302124544,4.0,0.0037296037296037296,0.4228526190790342
GALM,7,8,16.580762178919013,17.318344938346534,-0.7375827594275215,4.0,0.0037296037296037296,0.4228526190790342
RAB18,7,8,17.1961885207135,17.58348658055567,-0.38729805984217336,4.0,0.0037296037296037296,0.4228526190790342
USP14,7,8,19.08967570805162,19.295614132625005,-0.20593842457338596,4.0,0.0037296037296037296,0.4228526190790342
ADRM1,7,8,18.013150341159665,18.590460652694176,-0.5773103115345108,4.0,0.0037296037296037296,0.4228526190790342
TMX3,7,8,17.320090966830136,16.75459565764456,0.5654953091855752,52.0,0.0037296037296037296,0.4228526190790342
HLA-A,7,8,23.4897099645414,23.878472677083593,-0.3887627125421922,4.0,0.0037296037296037296,0.4228526190790342
RPL39;RPL39P5,7,8,17.21655008950915,16.306921453534912,0.9096286359742365,52.0,0.0037296037296037296,0.4228526190790342
PNPO,7,8,16.727374482565047,17.316534253924473,-0.5891597713594265,4.0,0.0037296037296037296,0.4228526190790342
RAN,7,8,21.1451529543718,21.356277605730043,-0.21112465135824365,4.0,0.0037296037296037296,0.4228526190790342
IFI44L,7,8,15.757515678086994,16.569362658917445,-0.8118469808304507,4.0,0.0037296037296037296,0.4228526190790342
NCAPG,7,7,18.02180045393639,18.799408080635093,-0.7776076266987033,3.0,0.004079254079254079,0.45183848409654864
RRM2B,6,8,15.037221682991857,15.554226782467888,-0.5170050994760302,3.0,0.004662004662004662,0.45183848409654864
DNASE2,6,8,17.80752894494186,18.68265974620951,-0.8751308012676482,3.0,0.004662004662004662,0.45183848409654864
TYROBP,7,8,14.257772306575797,15.27191736271905,-1.0141450561432528,5.0,0.005905205905205905,0.45183848409654864
HS1BP3,7,8,13.69295268288053,14.368931727812342,-0.675979044931811,5.0,0.005905205905205905,0.45183848409654864
PARP12,7,8,13.912067105103587,14.424365873256114,-0.5122987681525277,5.0,0.005905205905205905,0.45183848409654864
QNG1,7,8,13.814730358454108,14.46371518280449,-0.6489848243503822,5.0,0.005905205905205905,0.45183848409654864
FKBP8,7,8,16.728219385335287,17.028613751477494,-0.30039436614220705,5.0,0.005905205905205905,0.45183848409654864
CLTA,7,8,19.336703903135824,19.677214925618447,-0.3405110224826231,5.0,0.005905205905205905,0.45183848409654864
RAD23A,7,8,17.50981389438611,17.983849923994526,-0.47403602960841695,5.0,0.005905205905205905,0.45183848409654864
CORO1C,7,8,23.94517501917463,24.395095494006295,-0.4499204748316643,5.0,0.005905205905205905,0.45183848409654864
RPS24,7,8,19.555212841439953,19.07615514282158,0.479057698618373,51.0,0.005905205905205905,0.45183848409654864
TAX1BP3,7,8,16.416293334011403,17.072829284718924,-0.6565359507075215,5.0,0.005905205905205905,0.45183848409654864
BID,7,8,17.8714104431718,18.264819939085,-0.3934094959132004,5.0,0.005905205905205905,0.45183848409654864
POLDIP2,7,8,16.103473764037272,16.551436534503583,-0.4479627704663116,5.0,0.005905205905205905,0.45183848409654864
ABCD1,7,8,16.27249526260292,16.85409987939022,-0.581604616787299,5.0,0.005905205905205905,0.45183848409654864
MAT2B,7,8,18.505828845146713,18.944369701020673,-0.43854085587395986,5.0,0.005905205905205905,0.45183848409654864
DPP3,7,8,17.85717418322867,18.267998763746938,-0.41082458051826976,5.0,0.005905205905205905,0.45183848409654864
TRIM14,7,8,12.892065140052866,13.447526699546934,-0.5554615594940682,5.0,0.005905205905205905,0.45183848409654864
HDAC7,4,7,11.88563932790013,10.796454816785783,1.0891845111143468,28.0,0.006060606060606061,0.45183848409654864
XIRP1,4,7,12.871519423408326,13.854536063457983,-0.9830166400496569,0.0,0.006060606060606061,0.45183848409654864
DHX37,7,7,13.716728309172568,14.188412713037566,-0.4716844038649981,4.0,0.006993006993006993,0.45183848409654864
FHIP2A,5,5,11.621343203220917,10.856354377665557,0.7649888255553599,25.0,0.007936507936507936,0.45183848409654864
EXOC6B,6,8,14.251197023892217,13.779455659988566,0.47174136390365184,44.0,0.007992007992007992,0.45183848409654864
MAN2A2,6,8,15.37671088554678,16.067720260467432,-0.6910093749206521,4.0,0.007992007992007992,0.45183848409654864
SOD3,6,8,17.291955126376752,15.668643524150543,1.6233116022262095,44.0,0.007992007992007992,0.45183848409654864
ANAPC4,4,8,12.756909217083514,13.542950405671908,-0.7860411885883938,1.0,0.00808080808080808,0.45183848409654864
ZAP70,6,7,14.741942044672763,13.551933283924686,1.1900087607480767,39.0,0.008158508158508158,0.45183848409654864
DTNBP1,6,7,10.677446820579513,11.089698886352712,-0.41225206577319895,3.0,0.008158508158508158,0.45183848409654864
MATN2,6,5,14.425786310439426,13.27048226867279,1.1553040417666356,29.0,0.008658008658008658,0.45183848409654864
RNPS1,7,8,17.69013435956795,17.456850308765084,0.2332840508028653,50.0,0.009324009324009324,0.45183848409654864
AK2,7,8,19.206142799828765,19.396472004176374,-0.19032920434760925,6.0,0.009324009324009324,0.45183848409654864
GBP1,7,8,20.23203499355475,20.692291832086237,-0.4602568385314889,6.0,0.009324009324009324,0.45183848409654864
HNRNPA0,7,8,19.531780115665374,19.093947650002065,0.437832465663309,50.0,0.009324009324009324,0.45183848409654864
IRGQ,7,8,16.194083721998435,16.765360807773597,-0.5712770857751615,6.0,0.009324009324009324,0.45183848409654864
PTMS,7,8,15.793028653134195,16.340630375108425,-0.54760172197423,6.0,0.009324009324009324,0.45183848409654864
PPM1G,7,8,17.40387541817844,17.65218200901709,-0.2483065908386486,6.0,0.009324009324009324,0.45183848409654864
POR,7,8,18.686355162947876,19.137203164486344,-0.4508480015384677,6.0,0.009324009324009324,0.45183848409654864
PARP9,7,8,15.883674345957612,16.206966397521775,-0.3232920515641631,6.0,0.009324009324009324,0.45183848409654864
SCLY,7,8,15.404570334256176,14.92300271562836,0.4815676186278157,50.0,0.009324009324009324,0.45183848409654864
ISG15,7,8,18.63586667072415,19.23620672134455,-0.6003400506204031,6.0,0.009324009324009324,0.45183848409654864
AHSA1,7,8,18.05482180205439,18.420106492371872,-0.36528469031748045,6.0,0.009324009324009324,0.45183848409654864
ADD3,7,8,17.72981749188682,17.03188780265366,0.6979296892331597,50.0,0.009324009324009324,0.45183848409654864
NAXE,7,8,17.667659701237383,18.296871610132296,-0.6292119088949129,6.0,0.009324009324009324,0.45183848409654864
RAP2C,7,8,14.913800379301218,14.338086217200154,0.5757141621010646,50.0,0.009324009324009324,0.45183848409654864
TMEM263,7,8,13.605260532200804,14.184973618413416,-0.5797130862126121,6.0,0.009324009324009324,0.45183848409654864
FCER1G,7,8,17.629298119776983,18.522373873121026,-0.8930757533440428,6.0,0.009324009324009324,0.45183848409654864
FDPS,7,8,17.309431898498985,17.771305268419788,-0.4618733699208022,6.0,0.009324009324009324,0.45183848409654864
PLXNB2,7,8,15.653812423477287,15.91925194685058,-0.265439523373292,6.0,0.009324009324009324,0.45183848409654864
MARCKS,7,8,17.515968081774396,18.043525805991617,-0.5275577242172211,6.0,0.009324009324009324,0.45183848409654864
NFU1,7,8,14.45004831589757,15.129318973563135,-0.6792706576655654,6.0,0.009324009324009324,0.45183848409654864
ALKBH5,7,8,14.692640103096299,14.19716883843095,0.4954712646653494,50.0,0.009324009324009324,0.45183848409654864
PSMD8,7,8,17.89897265799454,18.13804077638155,-0.23906811838701003,6.0,0.009324009324009324,0.45183848409654864
PSAT1,7,8,15.904467113020948,16.634794742981786,-0.7303276299608381,6.0,0.009324009324009324,0.45183848409654864
ABRACL,7,8,19.31435438176072,19.798014451923976,-0.48366007016325696,6.0,0.009324009324009324,0.45183848409654864
ECHDC1,7,8,18.628897961022425,17.972551828321606,0.6563461327008184,50.0,0.009324009324009324,0.45183848409654864
GPX1,7,8,19.344586335108055,19.87858688943527,-0.5340005543272142,6.0,0.009324009324009324,0.45183848409654864
SF3A1,7,8,18.704235888845428,18.378498586618157,0.32573730222727093,50.0,0.009324009324009324,0.45183848409654864
LGALS1,7,8,20.27091292714625,20.95674682336508,-0.6858338962188313,6.0,0.009324009324009324,0.45183848409654864
DCTPP1,7,8,18.786775766175108,19.818068607093103,-1.0312928409179953,6.0,0.009324009324009324,0.45183848409654864
LGALS9,7,8,19.33299037660858,19.801362385798353,-0.4683720091897712,6.0,0.009324009324009324,0.45183848409654864
ACOT7,7,8,17.20272077194279,17.843143463660834,-0.6404226917180438,6.0,0.009324009324009324,0.45183848409654864
ALDH6A1,7,8,19.779351889462355,19.26352289396105,0.5158289955013053,50.0,0.009324009324009324,0.45183848409654864
DDX17,7,8,21.071412878497227,20.764590444291933,0.3068224342052943,50.0,0.009324009324009324,0.45183848409654864
PWP2,7,8,14.41373717611867,14.984631033777829,-0.5708938576591596,6.0,0.009324009324009324,0.45183848409654864
PRDX3,7,8,22.082667060338945,22.387924948321018,-0.3052578879820729,6.0,0.009324009324009324,0.45183848409654864
PDCD5,7,8,19.240162326123702,19.865198238384924,-0.6250359122612217,6.0,0.009324009324009324,0.45183848409654864
TMX4,7,8,17.92170183474322,17.29619645504565,0.6255053796975716,50.0,0.009324009324009324,0.45183848409654864
ARMC8,7,8,15.293120217464617,15.64155555185358,-0.348435334388963,6.0,0.009324009324009324,0.45183848409654864
IFI30,7,8,19.58006035677139,20.651781618712604,-1.0717212619412138,6.0,0.009324009324009324,0.45183848409654864
JPT1,7,8,16.522230083068266,17.189947812046263,-0.6677177289779976,6.0,0.009324009324009324,0.45183848409654864
ARNT,4,6,10.477162757021675,11.083683645234869,-0.6065208882131934,0.0,0.009523809523809525,0.4541950113378685
SETDB1,4,6,15.732682973191546,16.20480268668883,-0.47211971349728366,0.0,0.009523809523809525,0.4541950113378685
LSM12,5,7,17.481038280627423,18.03701398373457,-0.5559757031071477,2.0,0.010101010101010102,0.4705191449377496
WIPI2,5,7,15.660109160135008,15.172547394915304,0.48756176521970396,33.0,0.010101010101010102,0.4705191449377496
WDR12,5,7,15.34009017956988,16.10114994191566,-0.7610597623457807,2.0,0.010101010101010102,0.4705191449377496
PLA2G4A,5,8,14.709436282542914,15.420518029302698,-0.7110817467597847,3.0,0.010878010878010878,0.4802397602397602
NAA20,6,8,12.31112659196429,12.740001383664834,-0.42887479170054377,5.0,0.012654012654012654,0.4802397602397602
ANKRD13A,6,8,14.193195717291486,13.540413151111407,0.652782566180079,43.0,0.012654012654012654,0.4802397602397602
HOMER3,6,8,13.045618375910179,13.427267064748726,-0.3816486888385473,5.0,0.012654012654012654,0.4802397602397602
SACM1L,7,8,18.64111842524607,18.392800566882755,0.24831785836331477,49.0,0.013986013986013986,0.4802397602397602
TNS3,7,8,17.602596028491853,17.867552724955715,-0.26495669646386233,7.0,0.013986013986013986,0.4802397602397602
TRADD,7,8,17.52672997013297,17.179412740487173,0.34731722964579603,49.0,0.013986013986013986,0.4802397602397602
ALG12,7,8,12.064885503424401,11.473272508277976,0.5916129951464253,49.0,0.013986013986013986,0.4802397602397602
HNRNPA2B1,7,8,23.711397257236914,23.445938311400013,0.265458945836901,49.0,0.013986013986013986,0.4802397602397602
USP5,7,8,19.34201714061431,19.62215166894532,-0.28013452833101127,7.0,0.013986013986013986,0.4802397602397602
RINT1,6,7,11.823624105623558,11.083567391045019,0.7400567145785395,38.0,0.013986013986013986,0.4802397602397602
PMVK,7,8,16.948488516420642,17.310786543095745,-0.36229802667510214,7.0,0.013986013986013986,0.4802397602397602
PTPN12,7,8,14.562937515856573,15.207239316730771,-0.6443018008741976,7.0,0.013986013986013986,0.4802397602397602
FUBP1,7,8,20.222028790498143,19.958475185057843,0.2635536054403005,49.0,0.013986013986013986,0.4802397602397602
GYG1,7,8,18.510344396366104,18.847988621879338,-0.3376442255132339,7.0,0.013986013986013986,0.4802397602397602
FMNL2,7,8,14.31698278998894,14.840575488827511,-0.5235926988385717,7.0,0.013986013986013986,0.4802397602397602
ANKRD22,7,8,16.112543124286013,16.98511700498161,-0.8725738806955974,7.0,0.013986013986013986,0.4802397602397602
GSDMD,7,8,15.79356204758281,16.020032038456137,-0.2264699908733263,7.0,0.013986013986013986,0.4802397602397602
SUMO1,6,7,17.365607140474808,17.944196125488734,-0.5785889850139263,4.0,0.013986013986013986,0.4802397602397602
FSCN1,7,8,19.675252692971235,20.129273887664915,-0.45402119469368074,7.0,0.013986013986013986,0.4802397602397602
PTPRCAP,7,8,17.07516847261952,15.760925876557614,1.3142425960619057,49.0,0.013986013986013986,0.4802397602397602
SHOC2,6,7,12.432979537900872,11.940647187333017,0.49233235056785496,38.0,0.013986013986013986,0.4802397602397602
H4C1,7,8,27.924720042779217,27.171340136654806,0.7533799061244117,49.0,0.013986013986013986,0.4802397602397602
SSBP1,7,8,19.789050377685964,20.206427734921196,-0.4173773572352317,7.0,0.013986013986013986,0.4802397602397602
FAF2,7,8,16.04421636650618,15.786431195180663,0.2577851713255175,49.0,0.013986013986013986,0.4802397602397602
PFN2,7,8,17.926786440144642,19.145015065062587,-1.2182286249179448,7.0,0.013986013986013986,0.4802397602397602
PFKP,7,8,19.52144015326956,19.991371789489598,-0.4699316362200392,7.0,0.013986013986013986,0.4802397602397602
H1-2,7,8,14.767457332239891,13.666151406992327,1.1013059252475639,49.0,0.013986013986013986,0.4802397602397602
SDHA,7,8,20.716511921434613,20.937328281336924,-0.22081635990231163,7.0,0.013986013986013986,0.4802397602397602
DARS1,7,8,19.093868227740302,19.421908247461566,-0.3280400197212643,7.0,0.013986013986013986,0.4802397602397602
FBP1,7,8,18.83478877904948,19.62685957358134,-0.7920707945318597,7.0,0.013986013986013986,0.4802397602397602
TNFAIP8L2,6,7,16.54963074384097,15.725571738637404,0.8240590052035675,38.0,0.013986013986013986,0.4802397602397602
PDCD4,7,8,19.06735439582163,18.1833993285004,0.8839550673212315,49.0,0.013986013986013986,0.4802397602397602
MBOAT7,7,8,15.116303192854323,14.65841919826799,0.4578839945863322,49.0,0.013986013986013986,0.4802397602397602
TTC1,7,8,15.111909455249352,15.606698165855857,-0.494788710606505,7.0,0.013986013986013986,0.4802397602397602
IFI44,7,8,16.375463940059547,17.061280639314788,-0.6858166992552412,7.0,0.013986013986013986,0.4802397602397602
PSMD2,7,8,20.513448222201102,20.91307774337961,-0.3996295211785075,7.0,0.013986013986013986,0.4802397602397602
CNPY2,7,8,16.598071439516968,16.877554825745634,-0.27948338622866586,7.0,0.013986013986013986,0.4802397602397602
GNG10,7,8,16.339681456690734,17.269671588876953,-0.9299901321862194,7.0,0.013986013986013986,0.4802397602397602
PTPRC,7,8,21.785648927753666,21.169811070772184,0.6158378569814822,49.0,0.013986013986013986,0.4802397602397602
PHAX,7,8,15.798082364842871,15.325374214720618,0.4727081501222532,49.0,0.013986013986013986,0.4802397602397602
SLC12A9,7,8,15.368975300224117,15.612580705346677,-0.24360540512256001,7.0,0.013986013986013986,0.4802397602397602
LRRC40,7,8,14.956981017380903,14.50862733048441,0.4483536868964926,49.0,0.013986013986013986,0.4802397602397602
EIF4H,7,8,19.982041583512682,20.431680351738816,-0.4496387682261336,7.0,0.013986013986013986,0.4802397602397602
HSPH1,7,8,18.75127104665443,19.573516020788535,-0.8222449741341045,7.0,0.013986013986013986,0.4802397602397602
EIF4B,7,8,18.524595359499934,18.24247305938914,0.2821223001107924,49.0,0.013986013986013986,0.4802397602397602
CARMIL2,6,6,13.243766599993117,12.232593827120416,1.0111727728727011,33.0,0.015151515151515152,0.4852816474863719
MFAP5,5,5,16.72227523986943,14.74824427379416,1.9740309660752686,24.0,0.015873015873015872,0.4852816474863719
TNIP1,4,5,10.112021988784297,9.595374228283877,0.5166477605004207,20.0,0.015873015873015872,0.4852816474863719
RDH13,5,4,9.929596107850776,10.531496776052744,-0.601900668201969,0.0,0.015873015873015872,0.4852816474863719
ATP6V0D2,5,4,15.515932746352297,14.726921972608684,0.7890107737436125,20.0,0.015873015873015872,0.4852816474863719
PLPP6,4,5,13.178461524439323,13.882296525961731,-0.7038350015224086,0.0,0.015873015873015872,0.4852816474863719
TMEM119,5,4,15.439492532098233,14.115250704005701,1.324241828092532,20.0,0.015873015873015872,0.4852816474863719
UBR3,4,8,13.57723510581698,14.031503533411366,-0.45426842759438557,2.0,0.01616161616161616,0.4852816474863719
ATG16L1,5,6,11.61322384180313,10.757075301101352,0.8561485407017777,28.0,0.017316017316017316,0.4852816474863719
GRSF1,7,7,15.771660853081398,16.381669518471327,-0.6100086653899286,6.0,0.01748251748251748,0.4852816474863719
SORL1,7,7,14.988376521099488,14.620813226641271,0.36756329445821656,43.0,0.01748251748251748,0.4852816474863719
SKAP1,7,7,14.455680943971858,13.480018673234236,0.9756622707376224,43.0,0.01748251748251748,0.4852816474863719
ARMC1,7,7,16.572764566666567,16.922762554805196,-0.3499979881386288,6.0,0.01748251748251748,0.4852816474863719
NCBP2,7,7,14.818786354100867,15.123762687343833,-0.3049763332429656,6.0,0.01748251748251748,0.4852816474863719
MOCS3,5,7,11.945397605016186,11.334181374356278,0.6112162306599078,32.0,0.01767676767676768,0.4852816474863719
CD276,5,7,14.167312092669784,14.76513981983114,-0.5978277271613557,3.0,0.01767676767676768,0.4852816474863719
NUDT3,5,8,13.34618384248893,13.912022006436208,-0.5658381639472783,4.0,0.018648018648018648,0.4852816474863719
NR2C2AP,4,6,12.655419763383794,13.377732489261355,-0.7223127258775612,1.0,0.01904761904761905,0.4852816474863719
CHCHD6,6,8,15.478164270657045,16.187760544898943,-0.709596274241898,6.0,0.01998001998001998,0.4852816474863719
LPCAT2,6,8,16.65710179408111,16.998764688867762,-0.34166289478665135,6.0,0.01998001998001998,0.4852816474863719
SYNE3,6,8,13.488890584683183,12.65026561986728,0.838624964815903,42.0,0.01998001998001998,0.4852816474863719
MAT2A,7,8,19.620419943435884,20.036018780755587,-0.4155988373197026,8.0,0.020512820512820513,0.4852816474863719
POLR2H,7,8,15.476439181041439,15.966406157243554,-0.4899669762021155,8.0,0.020512820512820513,0.4852816474863719
NUDCD1,7,8,17.973433127967816,18.489258367400918,-0.5158252394331022,8.0,0.020512820512820513,0.4852816474863719
ACADSB,7,8,18.363104515011607,17.869001086259672,0.49410342875193436,48.0,0.020512820512820513,0.4852816474863719
MDH1,7,8,20.320123680232996,20.623926062359274,-0.3038023821262783,8.0,0.020512820512820513,0.4852816474863719
SIN3A,7,8,15.080165566694017,14.700315254972143,0.37985031172187433,48.0,0.020512820512820513,0.4852816474863719
TIGAR,7,8,16.585523186441243,17.245111573058885,-0.6595883866176422,8.0,0.020512820512820513,0.4852816474863719
ELF1,7,8,12.39221840541704,11.966130078636414,0.4260883267806257,48.0,0.020512820512820513,0.4852816474863719
IFI35,7,8,18.215573876134577,18.662509264263228,-0.44693538812865086,8.0,0.020512820512820513,0.4852816474863719
THYN1,7,8,14.757269914078751,13.675246310918148,1.0820236031606036,48.0,0.020512820512820513,0.4852816474863719
POLR1C,7,8,17.398871990914618,17.810685723380423,-0.41181373246580577,8.0,0.020512820512820513,0.4852816474863719
IFI16,7,8,18.846852044504466,18.356412902546353,0.4904391419581131,48.0,0.020512820512820513,0.4852816474863719
HNRNPC,7,8,23.09104460491608,22.895687071975253,0.19535753294082525,48.0,0.020512820512820513,0.4852816474863719
PRPS1,7,8,15.692010184024095,15.194019633532424,0.4979905504916715,48.0,0.020512820512820513,0.4852816474863719
HSPBP1,7,8,16.44302427725284,16.796648147193345,-0.3536238699405061,8.0,0.020512820512820513,0.4852816474863719
POLD1,7,8,18.774519798893014,19.412016900581584,-0.6374971016885702,8.0,0.020512820512820513,0.4852816474863719
SLC25A12,7,8,16.20311264882565,15.585029470669593,0.6180831781560556,48.0,0.020512820512820513,0.4852816474863719
PYCARD,7,8,19.28130388922073,19.611721679430925,-0.3304177902101948,8.0,0.020512820512820513,0.4852816474863719
GPS1,7,8,17.629578702331724,17.807135711361823,-0.17755700903009952,8.0,0.020512820512820513,0.4852816474863719
H2AZ1;H2AZ2,7,8,21.14937437799375,20.525381717996265,0.6239926599974872,48.0,0.020512820512820513,0.4852816474863719
RBMX,7,8,21.288678557910107,21.083203974911065,0.20547458299904164,48.0,0.020512820512820513,0.4852816474863719
ACY1,7,8,15.62671142587624,16.06818110718252,-0.44146968130628217,8.0,0.020512820512820513,0.4852816474863719
APRT,7,8,21.62208320364054,21.903597094139954,-0.281513890499415,8.0,0.020512820512820513,0.4852816474863719
UBR4,7,8,16.90152012799306,17.133655924225643,-0.2321357962325834,8.0,0.020512820512820513,0.4852816474863719
HSD17B8,7,8,14.898603111300712,14.469469790744853,0.4291333205558594,48.0,0.020512820512820513,0.4852816474863719
UNC45A,7,8,18.06846450136953,18.321813374188693,-0.2533488728191635,8.0,0.020512820512820513,0.4852816474863719
LSS,7,8,15.927225116885868,16.40773157420989,-0.4805064573240223,8.0,0.020512820512820513,0.4852816474863719
PALD1,7,8,14.271598046151912,14.835037788392624,-0.5634397422407122,8.0,0.020512820512820513,0.4852816474863719
ASPSCR1,7,8,16.354508168959693,16.70937196298061,-0.3548637940209183,8.0,0.020512820512820513,0.4852816474863719
ENO2,7,8,18.324946276774906,18.70498078916291,-0.38003451238800423,8.0,0.020512820512820513,0.4852816474863719
FKBP10,7,8,18.389301852368455,19.095213418250594,-0.7059115658821398,8.0,0.020512820512820513,0.4852816474863719
HLA-DRB3,7,8,22.35490418777982,22.85161923968351,-0.49671505190369203,8.0,0.020512820512820513,0.4852816474863719
CYP1B1,7,8,17.89744699523136,16.120521207339188,1.7769257878921714,48.0,0.020512820512820513,0.4852816474863719
IMP3,7,8,16.36481131443625,16.909649638509247,-0.5448383240729981,8.0,0.020512820512820513,0.4852816474863719
RPS3A,7,8,20.266146970934212,20.0189184380975,0.24722853283671142,48.0,0.020512820512820513,0.4852816474863719
SPTBN1,7,8,20.413021422490736,20.10131508833085,0.31170633415988647,48.0,0.020512820512820513,0.4852816474863719
TAGLN2,7,8,23.882484705335013,24.27082686838458,-0.38834216304956826,8.0,0.020512820512820513,0.4852816474863719
IPO7,7,8,16.68656436675946,17.097021978078196,-0.41045761131873704,8.0,0.020512820512820513,0.4852816474863719
ADPRS,7,8,16.024973214297557,16.331405400773285,-0.30643218647572823,8.0,0.020512820512820513,0.4852816474863719
RASAL3,7,8,16.638814433736513,15.90383934111654,0.7349750926199725,48.0,0.020512820512820513,0.4852816474863719
PIP4K2A,7,8,17.501539745774657,16.608033889689388,0.8935058560852696,48.0,0.020512820512820513,0.4852816474863719
QTRT1,7,8,17.230690392268944,17.466574733912527,-0.23588434164358318,8.0,0.020512820512820513,0.4852816474863719
SLC27A3,7,8,14.805106256901597,15.271923548734064,-0.46681729183246645,8.0,0.020512820512820513,0.4852816474863719
HSPA4,7,8,18.21486865415732,18.408413887786047,-0.19354523362872555,8.0,0.020512820512820513,0.4852816474863719
RTN4,7,8,21.487282725069413,21.823112229363552,-0.33582950429413927,8.0,0.020512820512820513,0.4852816474863719
