slide,axis,modality,intra_mean,inter_mean,ratio,null_ratio_mean,null_ratio_95lo,null_ratio_95hi,p_perm
1_152_19,1,Hist2Cell,0.4855375127534756,1.1107594882857919,0.43712209337306124,1.0060062413945572,0.7908379121386377,1.1498033958884488,0.0
1_152_19,1,Proteomics,0.470582380353246,1.1172004749092979,0.42121570024525024,1.0053385280550218,0.7893569250215298,1.1490450020215097,0.0
1_152_19,2,Hist2Cell,1.1094924503940626,1.1663059840398635,0.9512876256974954,1.002065701633908,0.8759427206770307,1.0983346520496442,0.188
1_152_19,2,Proteomics,1.0978501199969797,1.161196961589608,0.9454469451023103,1.0016424897409386,0.8769579990202653,1.0992653799513203,0.164
1_152_19,3,Hist2Cell,1.004958645428662,1.150675436639023,0.8733641246084289,0.998727698795627,0.8538484209979847,1.1128567795001536,0.041
1_152_19,3,Proteomics,1.0531199771089583,1.1559107737823815,0.9110737619158352,1.0000490424281734,0.8664431130115021,1.1091852241803308,0.086
