tube_id,section,H2C_canon1,P_canon1,H2C_canon2,P_canon2,H2C_canon3,P_canon3
e1,e,-0.31300313208500363,-0.4125415117504264,-0.4816772796876493,0.18383272670704637,-0.8234503092930898,0.9071733684638933
e2,e,-0.22460872040967136,-0.39070844780632896,-1.6275329693337575,-1.8117014348847447,0.2943698521508426,0.633403893804988
e3,e,-0.7366374284855407,-0.7227352343056347,-0.4992685180020653,-0.7512598988117147,-0.7652457512620476,-0.7709775233975165
e4,e,-0.2784401454588793,-0.5521176694214783,-0.8934576178710488,-0.7491597802332453,-0.6241091113933288,-0.9220069705369411
e5,e,-0.7453648425213653,-0.6950357391072823,0.31078624574437363,0.26572709658227633,-1.055734826445773,-1.128494058031347
e6,e,-0.3222297701089097,-0.5076743525933154,0.5303310518855633,-0.009580491628143326,0.5306067392997059,0.9234232490891268
e7,e,-1.2109048458622682,-1.1117143654551398,-1.691412837647669,-1.4997570287781576,-0.07376832618604466,-0.7959933303643806
e8,e,-0.8916900755510098,-0.7783526553633175,-1.2230961482447382,-1.067660693718285,-0.7952927102516758,-0.2526956175099468
e9,e,-0.5615583756010789,-0.6786325859912872,-1.5503625815789799,-1.1788842734632934,0.054419625823543864,0.7337170649461564
e10,e,-0.22476870580786787,0.20621662637407256,-0.9481921270942062,-1.092902490326291,1.0564274198603976,-0.11039480637374974
e11,e,-0.6634835431168156,-0.6928440977407321,0.5255859983712163,0.6589509157688319,0.6506836781959279,-0.4313734689482292
e12,e,-0.41855055671315766,-0.7434429898919126,1.5454251432542871,1.3880192858900304,0.4741875393358808,-0.34293726932570767
e13,e,-0.6405325583592767,-0.6366235881078702,-1.4487985708461035,-0.9857008636336834,0.06872941084545768,0.439014938346343
f1,f,-0.10935165397642758,-0.789697661049388,-1.1786729226126564,-2.1644610734199077,1.1560979528624828,1.3480495375761083
f2,f,-0.572996827063238,-1.0466379879479606,-0.5832422935296233,-1.0092189296165233,-0.479294482385769,-1.6911040791234468
f3,f,-0.65623498477771,-0.2136849671915934,0.3976355658761119,-0.21519178051329804,1.2298876936725507,1.7961206395772669
f4,f,-0.44685401624510307,-0.5637418287764103,0.2748438663547355,0.16450569716173596,-0.3286108808823379,-0.47131660782581214
f5,f,0.007816794282764786,-0.672972595804419,-0.514546433356067,0.44890685375992084,0.23226740781805058,0.591403899168129
f6,f,0.1384120356375818,-0.46425663920655214,-0.14781065457736112,0.2501740537116104,-0.6427235674269859,-0.48398310149793505
f7,f,-0.20542644805593974,-0.4497601556970123,0.6490618736071065,1.0937019493097808,0.9673389401381227,0.8355799685820866
f8,f,-0.7059543363301508,-0.5303333394392749,1.3369964178813394,1.558239128247166,1.505109218012524,1.1975414478665518
f9,f,-0.3354077375056249,-0.5180533528915804,0.806697575452541,1.4866840136705983,0.2571516356631431,0.7157019194709358
f10,f,-0.1453398021329517,-0.23786500310729694,1.0451705436546852,0.47358553322301333,-0.1301002017870751,0.1786548427440343
f11,f,-0.5131650579557807,-0.27418496832039835,0.1893100271953984,1.1956316726268688,-0.673994818163784,-0.39026052476700696
f12,f,-0.7690680297323556,0.0006471317917530358,-1.31082165188423,0.15572649805626468,2.1802639499898553,2.120447209127293
f13,f,0.10093529603333819,0.19719172934259044,0.6758044300306923,0.8000259872770166,-0.34559662189012286,-0.32035580955892323
f14,f,-0.5389124976309629,-0.16193386822799058,-0.5822645562859231,0.3681068266715293,-0.4981894758218779,-0.19295971838172762
f15,f,-1.136641927952892,-0.29497807771824197,1.9281068779812687,0.8894414681011107,-1.1230057103984523,-0.326928068702875
g1,g,2.1988791272530652,2.637034246645798,0.7296036439283238,1.2064491018017,0.0698014702873316,-0.34843292139425924
g2,g,1.7477459170017453,2.1647715247114405,-0.4441491895052123,-0.3738997856381066,-0.13764413627794794,-0.8547170593956511
g3,g,2.9057200479271694,2.268996689870682,0.5386092812906204,0.8512325187656159,0.8453421348290552,0.45481773217422633
g4,g,2.78114972079321,2.8825662643789096,-0.11627797331542253,-1.025329722133483,0.6651702678609946,1.6281340521556258
g5,g,0.6083309220508741,0.47808298698948243,-0.1131577937116524,0.08448237575088756,0.19478008554282933,0.2744506659199996
g6,g,2.5897675390295696,2.4523384300716833,-1.8851960185060423,-1.8607008982741537,-0.4830177511128979,-0.04838590350038373
g7,g,0.6683098457867775,0.1343806435560752,0.6094286747323702,0.7332063346693952,1.8233298168437109,1.6011632074163087
h1,h,0.4727297840128133,0.7833021191283172,-1.7574354346044256,-1.6542807694813417,-0.5804274255693189,-1.2773810470822333
h2,h,2.028621868909526,1.9038420610126419,1.2226589691414422,0.9699671759401778,-1.2459351832808483,-1.359057305129567
h3,h,0.28886312397316893,0.5301072338511882,0.37956036803563553,0.3399568037514487,-1.3831161726303067,-1.426886933994826
h4,h,-0.12731635294667676,-0.25727966419530335,0.20891041803755647,0.274449530083096,-1.2907204710356819,-0.7028813041839248
h5,h,-0.01780843130792296,-0.009008900626229789,1.1837366925655848,0.5031982390750168,-1.3299943570145834,-0.14722646970919914
h6,h,-0.20085260154425041,0.07516157018515911,-0.7785963973594587,-1.1230417944020794,-1.693318657154938,-1.9981015777491724
h7,h,-0.0007719770487501597,0.2649621671734678,-0.2496993807845116,-0.49072637253191775,0.44136977885123013,0.15879549530822828
h8,h,-0.11164016385795904,-0.27785860981875365,0.689182341446271,0.9007302220014815,0.177995897676639,-0.6188964598982781
v1,v,-0.8076814003189522,-0.4087875830004258,0.3380941102776137,-1.0023335264261968,3.0563871608180238,2.468986442187274
v2,v,-0.3171017992003532,-0.5396778694090103,1.8354783692536694,1.0906857640701488,0.6024752921694599,-0.06697523661374022
v3,v,-0.24111814829984765,0.02045136630387128,1.0422875643412746,1.4110055758203626,-0.1504195869748122,0.046962513719777124
v4,v,-0.609230684860031,-0.5257679750447948,0.06251305946839174,0.23850510907549,-0.20652485203625176,-0.6160211981986198
v5,v,-0.736634443866877,-0.8411485063797698,0.9698502405307295,0.0806631503449408,-1.6739575818718087,-0.9567977164489552
