modality,silhouette,intra_mean,inter_mean,intra_inter_ratio,p_silhouette,p_intra_inter,null_sil_mean,null_sil_95hi,null_ratio_mean,null_ratio_95lo
Hist2Cell,0.03606403593796911,9.640608291777552,12.342810440025659,0.7810707568281758,0.0,0.0,-0.11911505056111855,-0.07769173794669924,0.9993213642635614,0.9317830833637254
Proteomics,-0.05775824586682498,69.14667345098886,83.52870746730694,0.8278192677416061,0.004,0.0,-0.10961795714151688,-0.0669789955582451,1.0005859824188874,0.9248176684373336
