axis,train_r,observed_top_r,null_mean,null_95_lo,null_95_hi,permutation_p_top_axis
1,0.9403999428117916,0.9403999428117916,0.7681280125492119,0.677012681456626,0.8574422410986771,0.0
2,0.8357317818197267,0.9403999428117916,0.7681280125492119,0.677012681456626,0.8574422410986771,0.0
3,0.8108183879118307,0.9403999428117916,0.7681280125492119,0.677012681456626,0.8574422410986771,0.0
