cell_type,gene,r,p,rank,direction,p_bh
DC_1,NCOR1,-0.5174626629473531,0.00016565910628330016,2,neg,0.00026088048233590576
DC_1,BAZ1B,-0.4808391546081597,0.0005415009378100244,3,neg,0.0006865305075245951
DC_1,EPM2AIP1,-0.4751464700180811,0.0006434379964905812,4,neg,0.0007811083417184597
DC_1,ITGB7,-0.4598213740798854,0.0010089162632296311,5,neg,0.001133613778909698
DC_2,BAZ1B,-0.5639912537280537,2.9856903925651324e-05,1,neg,7.932132114968953e-05
DC_2,NCOR1,-0.49214243512357664,0.00038103105307385476,2,neg,0.0005097405392292371
DC_2,ZFYVE19,-0.4862767560335145,0.0004579591726536769,3,neg,0.0005966894757702631
DC_2,LRWD1,-0.4812432470988947,0.0005348506251767748,4,neg,0.0006791753970498729
DC_2,ITGB7,-0.4727661423640734,0.0006909498534015679,5,neg,0.0008312178687537658
DC_activated,BAZ1B,-0.5685911896514926,2.4848107412767106e-05,1,neg,7.074194281214835e-05
DC_activated,NCOR1,-0.517645708133475,0.00016462501661584916,2,neg,0.0002598335017279912
DC_activated,NR2C2,-0.46352308832872213,0.0009067671125320143,3,neg,0.0010422610488873727
DC_activated,ERC1,-0.4620127951871168,0.0009472681406514916,4,neg,0.0010764410689221495
DC_activated,EPM2AIP1,-0.45897908965822876,0.0010335500294489375,5,neg,0.0011531938961773362
DC_plasmacytoid,BAZ1B,-0.5914049273859174,9.583495243381535e-06,1,neg,3.221342938951776e-05
DC_plasmacytoid,LAP3,-0.5330050740574324,9.609178417235853e-05,2,neg,0.00017551010807736718
DC_plasmacytoid,ERC1,-0.473728926152728,0.0006713655190280221,3,neg,0.0008113178477680025
DC_plasmacytoid,ITGB7,-0.47252986312234924,0.0006958338474198911,4,neg,0.0008333339490058576
DC_plasmacytoid,ZFYVE19,-0.4493972981232127,0.0013541149417313214,5,neg,0.0014482512745789533
Deuterosomal,LAP3,-0.6204334374346236,2.5538267733882236e-06,1,neg,1.1477873138823477e-05
Deuterosomal,YWHAH,-0.5654939720615888,2.812690806242024e-05,2,neg,7.653580425148365e-05
Deuterosomal,PEA15,-0.5582159092667933,3.745506215824257e-05,3,neg,9.482294217276599e-05
Deuterosomal,GBP1,-0.5464498432779773,5.8689056660954364e-05,4,neg,0.0001289869377163832
Deuterosomal,WARS1,-0.5416380748254392,7.018428465888071e-05,5,neg,0.0001469827950971324
Dividing_AT2,BAZ1B,-0.5763434980537359,1.8119967369667478e-05,1,neg,5.4908992029295384e-05
Dividing_AT2,ERC1,-0.4947486234355865,0.00035076219650909124,2,neg,0.0004764172448340798
Dividing_AT2,LRWD1,-0.4802111752030146,0.000551983700948222,3,neg,0.0006976097326359836
Dividing_AT2,DGKZ,-0.4734171379117808,0.0006776523992106931,4,neg,0.000816448673747823
Dividing_AT2,ITGB7,-0.461938068769196,0.0009493134598448361,5,neg,0.0010772351317388212
Dividing_Basal,BCAT1,-0.5149075799936541,0.00018072367797983269,1,neg,0.00027644157243569053
Dividing_Basal,LAP3,-0.5086684943999493,0.0002228786215834333,2,neg,0.00032418708593953937
Dividing_Basal,TGFB1,-0.5079774490663259,0.00022805834047323614,3,neg,0.0003293261234270558
Dividing_Basal,XIRP1,-0.5041527857080401,0.0002587527034758619,4,neg,0.0003663755093463531
Dividing_Basal,ZFYVE19,-0.46372482690547734,0.0009014762845656055,5,neg,0.0010391657458969515
Endothelia_Lymphatic,ALDH6A1,-0.5149334767370507,0.00018056494599227868,1,neg,0.00027644157243569053
Endothelia_Lymphatic,CLDN3,-0.4792621749060769,0.0005681721140724516,2,neg,0.0007113265903880458
Endothelia_Lymphatic,HDHD3,-0.47160508585481953,0.0007152489946875562,3,neg,0.0008527558804024515
Endothelia_Lymphatic,CCAR2,-0.4702268172440837,0.0007450883623485449,4,neg,0.0008804589215344697
Endothelia_Lymphatic,THUMPD1,-0.44292055661007573,0.001618316204800463,5,neg,0.0016945719421994376
Endothelia_vascular_Cap_a,BAZ1B,-0.609747110922483,4.2195228573405075e-06,1,neg,1.696290595915782e-05
Endothelia_vascular_Cap_a,NCOR1,-0.5124037404894156,0.00019668326486388388,2,neg,0.00029465657657510696
Endothelia_vascular_Cap_a,NR2C2,-0.47126090409929194,0.0007225981922442948,3,neg,0.0008589577322369031
Endothelia_vascular_Cap_a,ITGB7,-0.4590002755108067,0.0010329238832940124,4,neg,0.0011531938961773362
Endothelia_vascular_Cap_a,FEN1,-0.44974999576202584,0.0013409010210241323,5,neg,0.001436038576732672
Endothelia_vascular_Cap_g,BAZ1B,-0.6153361016886416,3.2524751869544843e-06,1,neg,1.406475756520858e-05
Endothelia_vascular_Cap_g,NCOR1,-0.5096285089084338,0.00021585992632333628,2,neg,0.0003180256741411953
Endothelia_vascular_Cap_g,ITGB7,-0.4763095125571615,0.0006213092981606216,3,neg,0.0007576942660495386
Endothelia_vascular_Cap_g,FEN1,-0.46333720305094184,0.0009116667741659867,4,neg,0.00104564899870937
Endothelia_vascular_Cap_g,NR2C2,-0.4570787459305111,0.0010911148973293816,5,neg,0.001210668402029827
Endothelia_vascular_arterial_pulmonary,PARD3,-0.6032937993645194,5.664148465589491e-06,1,neg,2.1174386787250433e-05
Endothelia_vascular_arterial_pulmonary,HEBP1,-0.5958936849983346,7.877062877303942e-06,2,neg,2.7045709449970616e-05
Endothelia_vascular_arterial_pulmonary,PCNA,-0.5945447207629203,8.357785664880879e-06,3,neg,2.845203630597746e-05
Endothelia_vascular_arterial_pulmonary,GTF2I,-0.5780958529379603,1.6852878159445694e-05,4,neg,5.205522211411798e-05
Endothelia_vascular_arterial_pulmonary,DNMT1,-0.5648601126208541,2.8845084568684953e-05,5,neg,7.743646864076497e-05
Endothelia_vascular_arterial_systemic,NCAPG,-0.705826778670804,2.1046594911311445e-08,1,neg,2.280076860050006e-07
Endothelia_vascular_arterial_systemic,PCNA,-0.7034186511574606,2.4653435293231496e-08,2,neg,2.561395874621454e-07
Endothelia_vascular_arterial_systemic,FKBP4,-0.6979521384303894,3.5101966888717584e-08,3,neg,3.3430444655921507e-07
Endothelia_vascular_arterial_systemic,CDK6,-0.6902550983029874,5.69822435902978e-08,4,neg,5.065088319137582e-07
Endothelia_vascular_arterial_systemic,MCM6,-0.6886872327992934,6.277874153859386e-08,5,neg,5.342871620305861e-07
Endothelia_vascular_venous_pulmonary,PSTPIP2,-0.47266976612403916,0.0006929382608567014,1,neg,0.0008321626871946861
Endothelia_vascular_venous_pulmonary,ZMIZ1,-0.438707178958017,0.001813913745891682,2,neg,0.0018772716645709517
Endothelia_vascular_venous_pulmonary,ADAR,-0.43762653593358214,0.0018673477025490381,3,neg,0.001925100724277359
Endothelia_vascular_venous_pulmonary,SAP130,-0.4317933900103786,0.0021806293272153,4,neg,0.0022194700531453435
Endothelia_vascular_venous_pulmonary,MRPL22,-0.41410491155000734,0.0034337491309608392,5,neg,0.0034553450374448695
Endothelia_vascular_venous_systemic,PSTPIP2,-0.5035310689640242,0.00026408171216396603,1,neg,0.0003712923896857167
Endothelia_vascular_venous_systemic,TRAPPC6A,-0.4888836131330288,0.00042219068518734026,2,neg,0.0005555140594570267
Endothelia_vascular_venous_systemic,DUSP23,-0.45994196722153396,0.0010054326799207036,3,neg,0.0011312885287434076
Endothelia_vascular_venous_systemic,RAPH1,-0.4009052654155553,0.004745060282689506,4,neg,0.0047689048067231215
Endothelia_vascular_venous_systemic,PI4K2B,-0.3989375770948634,0.004974041611920388,5,neg,0.004992764478715572
Erythrocyte,BAZ1B,-0.5577596082740239,3.8125221458074066e-05,1,neg,9.591250681276495e-05
Erythrocyte,NCOR1,-0.518483252822737,0.00015996787701988424,2,neg,0.00025492888768109044
Erythrocyte,NR2C2,-0.46571797465830317,0.0008506709914997135,3,neg,0.0009862852075358996
Erythrocyte,ITGB7,-0.436300151864713,0.0019348402018410926,4,neg,0.001986998923585204
Erythrocyte,SFSWAP,-0.4332669321298525,0.0020973831821500255,5,neg,0.0021401869205612506
Fibro_adventitial,PPP1R12A,-0.6515580967635256,5.287800932674003e-07,1,neg,3.2792563923559706e-06
Fibro_adventitial,GGT5,-0.6258714096924733,1.963715775543662e-06,2,neg,9.579101344115424e-06
Fibro_adventitial,ALG1,-0.6149749539604356,3.308147476177581e-06,3,neg,1.4228591295387445e-05
Fibro_adventitial,LPXN,-0.60563594861512,5.093893696628271e-06,4,neg,1.9498157690443143e-05
Fibro_adventitial,TSC22D4,-0.5979324335826991,7.1988017507074176e-06,5,neg,2.5370226434211163e-05
Fibro_alveolar,BAZ1B,-0.5764350622527009,1.8051646420769174e-05,1,neg,5.4908992029295384e-05
Fibro_alveolar,NCOR1,-0.5669154032092127,2.657572347075643e-05,2,neg,7.331234060898326e-05
Fibro_alveolar,NR2C2,-0.5123162806281145,0.00019726318305779422,3,neg,0.00029497298401165494
Fibro_alveolar,EPM2AIP1,-0.46228072264021663,0.000939967155428878,4,neg,0.0010696639037597474
Fibro_alveolar,FEN1,-0.4363655732483667,0.001931461183825034,5,neg,0.001986078338123428
Fibro_immune_recruiting,CCDC88B,-0.7710907431583827,1.4352186106236786e-10,1,neg,2.8704372212473572e-08
Fibro_immune_recruiting,EVL,-0.7441676936226934,1.3459053871400783e-09,2,neg,6.902334390320796e-08
Fibro_immune_recruiting,RASAL3,-0.7384991435321461,2.082060523989071e-09,3,neg,7.038276463702089e-08
Fibro_immune_recruiting,HBB,-0.7367801804546853,2.371363327924314e-09,4,neg,7.038276463702089e-08
Fibro_immune_recruiting,HBA1,-0.7275324549483047,4.695411615074363e-09,5,neg,9.838499929278791e-08
Fibro_myofibroblast,ALG1,-0.629021985556196,1.682535162306209e-06,1,neg,8.46558572229539e-06
Fibro_myofibroblast,LMNB1,-0.6164281076508694,3.0893750708749224e-06,2,neg,1.343206552554314e-05
Fibro_myofibroblast,PPP1R12A,-0.6121724441003602,3.7711367415482755e-06,3,neg,1.563165488724674e-05
Fibro_myofibroblast,H3-5,-0.6068728994306668,4.814628436600188e-06,4,neg,1.8697586161554127e-05
Fibro_myofibroblast,THUMPD1,-0.5937960256439342,8.636144879448082e-06,5,neg,2.9275067387959603e-05
Fibro_peribronchial,PSTPIP2,-0.4532735904789851,0.0012150667578030294,1,neg,0.0013189327086057306
Fibro_peribronchial,RPL7L1,-0.4276570597166999,0.0024301603792133974,2,neg,0.002460921903000909
Fibro_peribronchial,SNU13,-0.39238059385637136,0.005808276281377367,3,neg,0.00582283336478934
Fibro_peribronchial,ARMT1,-0.37074627775624325,0.009484751571633643,4,neg,0.009496622349570607
Fibro_peribronchial,RFX1,-0.36709060841907104,0.010272127862810843,5,neg,0.010272127862810843
Fibro_perichondrial,SMG5,-0.5331341317106614,9.564750969692781e-05,1,neg,0.0001750984159211493
Fibro_perichondrial,ZNF598,-0.5084922550346878,0.00022418938147539258,2,neg,0.00032528586459002406
Fibro_perichondrial,CHMP4C,-0.48802864614888997,0.00043363352538672295,3,neg,0.0005686997054252104
Fibro_perichondrial,PARD3,-0.4789063466537992,0.0005743512748808133,4,neg,0.0007168190638138075
Fibro_perichondrial,LIMCH1,-0.4735593908084271,0.0006747774880295765,5,neg,0.0008142111469436821
ILC,BAZ1B,-0.5981590239494515,7.126848495353499e-06,1,neg,2.5339905761256887e-05
ILC,ITGB7,-0.4989161820719825,0.0003068521953133452,2,neg,0.00042692479347943674
ILC,LAP3,-0.4719360965834965,0.000708244424150184,3,neg,0.0008456649840599211
ILC,ZFYVE19,-0.45210893834761806,0.0012554400297890567,4,neg,0.001355400841877524
ILC,NCOR1,-0.4419467022681972,0.0016617766895272723,5,neg,0.001731017384924242
Ionocyte_n_Brush,PEA15,-0.6165403996209915,3.073040381051939e-06,1,neg,1.343206552554314e-05
Ionocyte_n_Brush,LAP3,-0.5670844463284107,2.639657634606607e-05,2,neg,7.331234060898326e-05
Ionocyte_n_Brush,YWHAH,-0.5573203946835859,3.878065632045846e-05,3,neg,9.695164080114616e-05
Ionocyte_n_Brush,TIGAR,-0.538255257470946,7.946009315529245e-05,4,neg,0.00015695820870181227
Ionocyte_n_Brush,ELOB,-0.5258929137739374,0.00012369354868502214,5,neg,0.0002087654830126956
MAIT,BAZ1B,-0.5782963082984974,1.671325673102686e-05,1,neg,5.182405187915305e-05
MAIT,NCOR1,-0.513339853143134,0.00019057245096054665,2,neg,0.0002892940432038659
MAIT,ITGB7,-0.4929739404703059,0.00037112687550511225,3,neg,0.0004981568798726339
MAIT,ZFYVE19,-0.44767800243842265,0.0014202059024621683,4,neg,0.0015122182135205065
MAIT,FEN1,-0.43148032705269823,0.0021986879436644013,5,neg,0.0022350068042331908
Macro_AW_CX3CR1,LAP3,-0.6041383804384117,5.45203550084139e-06,1,neg,2.0477128641657806e-05
Macro_AW_CX3CR1,ITGB7,-0.5667746731009566,2.6725716754771867e-05,2,neg,7.34727608378608e-05
Macro_AW_CX3CR1,SERPINB9,-0.5500679297659322,5.121042335898274e-05,3,neg,0.00011638732581586986
Macro_AW_CX3CR1,BAZ1B,-0.536693692477312,8.410869558228562e-05,4,neg,0.00016213724449597227
Macro_AW_CX3CR1,TGFB1,-0.525128069330463,0.0001270560428077161,5,neg,0.0002117600713461935
Macro_CCL,NCOR1,-0.530663332469043,0.00010448724161493672,1,neg,0.00018644163315824466
Macro_CCL,BAZ1B,-0.528794265849971,0.00011166229780901205,2,neg,0.00019632931482903217
Macro_CCL,ITGB7,-0.5089902903089637,0.00022050322551625534,3,neg,0.00032323088005166396
Macro_CCL,ZFYVE19,-0.4726273193326129,0.0006938156404485696,4,neg,0.0008321626871946861
Macro_CCL,TUBGCP6,-0.4507839239741686,0.001302824695820437,5,neg,0.0013990063847736237
Macro_CHIT1,IFRD2,-0.5162972099701598,0.00017238287736454083,1,neg,0.0002662283820301789
Macro_CHIT1,NR2C2,-0.51007720971016,0.00021264875944737582,2,neg,0.00031387270767140344
Macro_CHIT1,NCOR1,-0.48480330938337923,0.0004793639702893593,3,neg,0.0006185341552120765
Macro_CHIT1,ZFYVE19,-0.46547800736279604,0.000856648721496267,4,neg,0.0009917785487655768
Macro_CHIT1,PEX5,-0.4564945270235227,0.0011093790113427815,5,neg,0.0012224562108460403
Macro_alv,NR2C2,-0.5176378158417503,0.00016466948172011442,1,neg,0.0002598335017279912
Macro_alv,NCOR1,-0.4900521117509332,0.0004069922995388886,2,neg,0.0005381716357539023
Macro_alv,TRIM65,-0.4750164143376422,0.0006459560373013318,3,neg,0.0007829770149107052
Macro_alv,IFRD2,-0.472358715116986,0.0006993908932111381,4,neg,0.0008363418752898512
Macro_alv,ADAR,-0.463312157355356,0.0009123287513739253,5,neg,0.00104564899870937
Macro_alveolar_metallothioneins,CCDC88B,-0.5365477177214882,8.455569784193706e-05,1,neg,0.00016260711123449435
Macro_alveolar_metallothioneins,PITPNM1,-0.5287204812842868,0.00011195454705625885,2,neg,0.00019636162684010436
Macro_alveolar_metallothioneins,LMNB1,-0.5267123182000578,0.00012018130776003666,3,neg,0.00020480326875728637
Macro_alveolar_metallothioneins,TAOK3,-0.5166639461076681,0.00017024081687000425,4,neg,0.00026548275535283317
Macro_alveolar_metallothioneins,ACSF3,-0.5116516119018748,0.00020172137846863336,5,neg,0.00029884648662019755
Macro_dividing,NCOR1,-0.5362798117068159,8.538172531635801e-05,1,neg,0.00016302000060402483
Macro_dividing,NR2C2,-0.5018387656252702,0.00027909471750509063,2,neg,0.000389661036656322
Macro_dividing,IFRD2,-0.47874575743370174,0.000577159752509937,3,neg,0.0007192021838130057
Macro_dividing,EPM2AIP1,-0.4596053790046036,0.0010151827318385376,4,neg,0.0011390549585846145
Macro_dividing,BAZ1B,-0.4553451507998003,0.0011461108085775162,5,neg,0.001252580118663952
Macro_int,LMNB1,-0.5146145902190029,0.000182528387939751,1,neg,0.0002786692945645053
Macro_int,LAMA5,-0.49524356071668896,0.0003452658030171918,2,neg,0.00047053699407456216
Macro_int,NCOR1,-0.49135715698603,0.00039060318053096843,3,neg,0.0005212957199211369
Macro_int,ATG16L1,-0.4779386778906631,0.0005914624402971747,4,neg,0.0007302005435767588
Macro_int,PITPNM1,-0.476149681426768,0.000624309203165474,5,neg,0.0007600747486867278
Macro_interstitial,NCOR1,-0.5388919049083776,7.763316610454041e-05,1,neg,0.00015565547088629655
Macro_interstitial,BAZ1B,-0.5122003839133377,0.00019803404886875597,2,neg,0.00029557320726679995
Macro_interstitial,ITGB7,-0.4896614767075503,0.00041201732132534197,3,neg,0.0005439172558750389
Macro_interstitial,EPM2AIP1,-0.4652844383110859,0.0008614980484220602,4,neg,0.0009959515010659655
Macro_interstitial,ZFYVE19,-0.46124068269236423,0.000968592935200796,5,neg,0.0010960033213021738
Macrophage_intermediate,ITGB7,-0.5404765385605391,7.325130037938443e-05,1,neg,0.00015181616658939778
Macrophage_intermediate,PITPNM1,-0.5266850316663715,0.0001202967887043993,2,neg,0.00020480326875728637
Macrophage_intermediate,TAOK3,-0.5225113779476277,0.0001391992394295105,3,neg,0.00022761764290606253
Macrophage_intermediate,ZFYVE19,-0.5047405947029302,0.00025380415224529607,4,neg,0.00036064533178727684
Macrophage_intermediate,DEF6,-0.5037358955257658,0.00026231517004005056,5,neg,0.0003701813418151459
Mast_cell,NCOR1,-0.5381130935981924,7.987337446446752e-05,1,neg,0.0001573859595358966
Mast_cell,BAZ1B,-0.5165863307547827,0.00017069212944842427,2,neg,0.00026566868396641914
Mast_cell,EPM2AIP1,-0.4821623807146075,0.0005199971935152536,3,neg,0.0006613636801465865
Mast_cell,DERPC,-0.4336767040279129,0.002074740003824127,4,neg,0.002119785444520181
Mast_cell,ZFYVE19,-0.4231062365004773,0.0027335843534064264,5,neg,0.002761196316572148
Megakaryocyte,LAP3,-0.6455190353354469,7.277988902654187e-07,1,neg,4.219124001538659e-06
Megakaryocyte,GBP1,-0.5374971235906841,8.168683019427192e-05,2,neg,0.00015943465489167636
Megakaryocyte,BAZ1B,-0.5132409562142748,0.00019120978912745556,3,neg,0.00028971180170826597
Megakaryocyte,BCAT1,-0.5082249958341942,0.0002261904379949886,4,neg,0.0003272194401374157
Megakaryocyte,WARS1,-0.4979864248872309,0.0003161926170991425,5,neg,0.0004368809908105596
Mesothelia,CCDC88B,-0.7352882559487134,2.652698505301032e-09,1,neg,7.317788980140779e-08
Mesothelia,GGT5,-0.7291309822956026,4.180736645764682e-09,2,neg,9.49457056186197e-08
Mesothelia,RASAL3,-0.7272386217952548,4.796268715523411e-09,3,neg,9.838499929278791e-08
Mesothelia,ICAM3,-0.7138634695611109,1.2271570204447357e-08,4,neg,1.6681140235597645e-07
Mesothelia,PIK3CD,-0.7122450331630703,1.3699788414811565e-08,5,neg,1.796693562598238e-07
Monocyte_CD14,NCOR1,-0.5542127868528444,4.372156963583507e-05,1,neg,0.00010348300505523093
Monocyte_CD14,EPM2AIP1,-0.46277795287608997,0.0009265511042095831,2,neg,0.0010590001535241303
Monocyte_CD14,NR2C2,-0.4591916119473693,0.0010272843018857003,3,neg,0.0011510188256422414
Monocyte_CD14,BAZ1B,-0.4571698549817007,0.001088290963339178,4,neg,0.0012092121814879756
Monocyte_CD14,ITGB7,-0.4452813189817043,0.001517130430531033,5,neg,0.0016033082489099423
Monocyte_CD16,ITGB7,-0.5167825507732734,0.00016955325735201754,1,neg,0.0002649269646125274
Monocyte_CD16,NCOR1,-0.5135765319518562,0.00018905500884747184,2,neg,0.0002875448056103823
Monocyte_CD16,BAZ1B,-0.5124543997569855,0.0001963480680673424,3,neg,0.00029465657657510696
Monocyte_CD16,PITPNM1,-0.4931113047620893,0.00036951328496348523,4,neg,0.0004968245848248541
Monocyte_CD16,ZFYVE19,-0.47947910415875733,0.0005644344361317444,5,neg,0.0007077547788485823
Muscle_airway,ISYNA1,-0.7058611573566576,2.0998883298872784e-08,1,neg,2.280076860050006e-07
Muscle_airway,HSPH1,-0.6992984932298821,3.219978639279475e-08,2,neg,3.1802258165723206e-07
Muscle_airway,GFPT1,-0.6976654601239658,3.5750768123676835e-08,3,neg,3.3647781763460553e-07
Muscle_airway,CTTN,-0.6888043232221509,6.232747762346946e-08,4,neg,5.342871620305861e-07
Muscle_airway,YBX3,-0.6775988433554537,1.2248448366669606e-07,5,neg,9.157718404986621e-07
Muscle_pericyte_airway,PPP1R12A,-0.5557260493020365,4.1247697102564373e-05,1,neg,0.00010060413927454726
Muscle_pericyte_airway,ALG1,-0.5223046198864435,0.00014020237641565458,2,neg,0.00022843564385442703
Muscle_pericyte_airway,IGHV3-30;IGHV3-30-5,-0.5180473892316089,0.00016237631397797436,3,neg,0.00025772562514259957
Muscle_pericyte_airway,LPXN,-0.5168043944945978,0.00016942690339272204,4,neg,0.0002649269646125274
Muscle_pericyte_airway,CIRBP,-0.49132726592468196,0.0003909717899408527,5,neg,0.0005212957199211369
Muscle_pericyte_parenchyma,BAZ1B,-0.5962745977041579,7.746019397458781e-06,1,neg,2.6826041203320453e-05
Muscle_pericyte_parenchyma,NCOR1,-0.5197868251563649,0.0001529573584120314,2,neg,0.00024475234737195704
Muscle_pericyte_parenchyma,ITGB7,-0.4801111143453188,0.0005536707721991441,3,neg,0.0006986381983585414
Muscle_pericyte_parenchyma,FEN1,-0.46357920575504086,0.0009052925825585589,4,neg,0.0010420634043839527
Muscle_pericyte_parenchyma,NR2C2,-0.423537973223609,0.0027034277580029187,5,neg,0.0027341873658689444
Muscle_perivascular_immune_recruiting,CCDC88B,-0.707841947812645,1.841491803489248e-08,1,neg,2.1045620611305692e-07
Muscle_perivascular_immune_recruiting,CTDP1,-0.6551992259645363,4.346431030644027e-07,2,neg,2.759638749615255e-06
Muscle_perivascular_immune_recruiting,CA1,-0.6511556391459755,5.40276731353373e-07,3,neg,3.3247798852515257e-06
Muscle_perivascular_immune_recruiting,HBB,-0.6267178012894051,1.8841761288967973e-06,4,neg,9.247490203174466e-06
Muscle_perivascular_immune_recruiting,BTN3A3,-0.625033360918373,2.045532174532738e-06,5,neg,9.737209281088971e-06
Muscle_smooth_pulmonary,ISYNA1,-0.7250060644013865,5.631806576644749e-09,1,neg,1.0642732999797793e-07
Muscle_smooth_pulmonary,GFPT1,-0.7225482442720456,6.708919642051114e-09,2,neg,1.1926968252535315e-07
Muscle_smooth_pulmonary,HSPH1,-0.7200867963321246,7.97935273411099e-09,3,neg,1.302751466793631e-07
Muscle_smooth_pulmonary,FKBP4,-0.7090213474834111,1.702128793468205e-08,4,neg,2.0612678529215685e-07
Muscle_smooth_pulmonary,PHGDH,-0.7079506536072665,1.8282123370738645e-08,5,neg,2.1045620611305692e-07
