cell_type,mean,median,max,fraction_nonzero
Ciliated,1.2151424884796143,0.4953033924102783,20.74435806274414,0.979729396079206
AT2,1.101943850517273,0.8193461298942566,6.129952430725098,0.9968396622389017
Fibro_alveolar,0.8119732141494751,0.5972418785095215,5.426319122314453,0.8836353760308133
AT1,0.6839756965637207,0.486784964799881,4.627974987030029,0.8564762233963755
Endothelia_vascular_Cap_a,0.5822036266326904,0.4213239252567291,3.556356430053711,0.8901535726630784
Muscle_smooth_syst_arterial,0.457954078912735,0.1397274136543274,14.196965217590332,0.8314404226951756
Fibro_adventitial,0.440580815076828,0.24652773141860962,3.7451884746551514,0.9802725791318947
Endothelia_vascular_Cap_g,0.4122938811779022,0.3043864369392395,2.5248701572418213,0.8781541652264085
Secretory_Goblet,0.382194846868515,0.05287197232246399,5.1560893058776855,0.6750283936595723
Muscle_airway,0.3585905134677887,0.1205715537071228,10.431939125061035,0.8958816848550689
SMG_Duct,0.2705731689929962,0.06430080533027649,4.6946611404418945,0.6790281961384623
Macro_alv,0.2684853971004486,0.11085083335638046,3.287632942199707,0.8179842970717496
SMG_Serous,0.22193442285060883,0.05650754272937775,4.024551868438721,0.7440867117673201
Muscle_smooth_pulmonary,0.212532639503479,0.057666976004838943,7.166327476501465,0.744333613154906
Endothelia_vascular_venous_systemic,0.16940905153751373,0.09775131940841675,2.309493064880371,0.9801738185768604
Fibro_myofibroblast,0.15782895684242249,0.04947482794523239,2.2838423252105713,0.7417411485852551
Suprabasal,0.15736441314220428,0.060827624052762985,3.4384891986846924,0.8883018122561849
CD4_naive_CM,0.1503566950559616,0.13410797715187073,0.8280643820762634,0.8635129129425707
Macro_CHIT1,0.14355222880840302,0.06930062174797058,1.7123448848724365,0.8001333267492964
Basal,0.13675305247306824,0.06095642223954201,2.9441161155700684,0.9294602735667374
CD8_EM_EMRA,0.1077643558382988,0.08767353743314743,0.5695863962173462,0.893116389314108
Muscle_pericyte_parenchyma,0.10428299754858017,0.07511930167675018,0.7001570463180542,0.8755123203792405
B_plasma_IgA,0.10136265307664871,0.00040464848279953003,1.4822731018066406,0.5036541405362698
CD8_TRM,0.09898768365383148,0.07498984038829803,0.6697929501533508,0.9999753098612414
Monocyte_CD14,0.09877895563840866,0.07612091302871704,0.5482993125915527,0.8501061675966619
B_plasmablast,0.09138793498277664,0.013834353536367416,1.1059268712997437,0.5730581205866377
NKT,0.0883096307516098,0.07387949526309967,0.4535132944583893,0.929139301762876
CD8_TRM_EM,0.08535803854465485,0.06857690215110779,0.46141868829727173,0.9997284084736556
Erythrocyte,0.08269855380058289,0.0666058212518692,0.4495623707771301,0.8608216878178855
SMG_Mucous,0.08168970793485641,0.012043226510286331,1.7850104570388794,0.5892054713347489
B_plasma_IgG,0.08117949217557907,0.04627778381109238,1.1693447828292847,0.863735124191398
B_memory,0.07966901361942291,0.07069720327854156,0.34870946407318115,0.9980494790380722
MAIT,0.07796414941549301,0.06529220938682556,0.39748144149780273,0.9940496765591823
CD8_EM,0.07431592792272568,0.06176205724477768,0.3835523724555969,0.99982716902869
CD4_EM_Effector,0.07398221641778946,0.06292222440242767,0.3701379895210266,0.999703718334897
Macro_dividing,0.07379501312971115,0.03650984540581703,0.6921816468238831,0.8135153819564466
Macro_int,0.0727565735578537,0.05322165787220001,0.3976520299911499,0.8614389412868501
NK_CD56bright,0.07102394849061966,0.053253158926963806,0.5356150269508362,0.9999506197224829
Mast_cell,0.0688488706946373,0.05791414901614189,0.3207310140132904,0.999234605698484
B_naive,0.06867015361785889,0.05569886788725853,0.3662413954734802,0.9999753098612414
T_reg,0.06829379498958588,0.055720649659633636,0.3565957546234131,0.9998518591674486
NK_CD16hi,0.06782037019729614,0.052613403648138046,0.3770112991333008,0.9971359439040047
gdT,0.06646110117435455,0.05689031258225441,0.3270060122013092,0.9927904794824947
NK_CD11d,0.06533809751272202,0.04738612473011017,0.4124818444252014,0.9997284084736556
CD4_TRM,0.06509319692850113,0.05285981670022011,0.3434571325778961,0.9999012394449657
Ionocyte_n_Brush,0.06419391185045242,0.01886119320988655,1.4923179149627686,0.9259542738630191
DC_activated,0.0577680878341198,0.043882690370082855,0.3325030207633972,0.9958767468273172
Schwann_nonmyelinating,0.056950416415929794,0.020169928669929504,0.6710202693939209,0.6000197521110069
Macro_interstitial,0.054385725408792496,0.036951303482055664,0.3150354325771332,0.827119648412424
ILC,0.05331861972808838,0.04527682065963745,0.2653672397136688,0.9976050565404178
Endothelia_vascular_arterial_pulmonary,0.052157700061798096,0.039112042635679245,0.4596872329711914,0.82771221174263
NAF_perineurial,0.05066585913300514,0.025013010948896408,0.856198787689209,0.7146313762283344
Chondrocyte,0.048461589962244034,0.0077382042072713375,0.8930013179779053,0.5843662041380673
Myoepithelial,0.04647912085056305,0.021353615447878838,0.6618648171424866,0.8455878722038418
DC_2,0.04475643113255501,0.03014538437128067,0.324552446603775,0.9779023258110711
Monocyte_CD16,0.04338233545422554,0.035361260175704956,0.2331477701663971,0.9085971063157375
Deuterosomal,0.043348681181669235,0.030323006212711334,1.2917449474334717,0.6773739568416375
DC_1,0.04286812245845795,0.03169326111674309,0.20484739542007446,0.9792849735815515
Endothelia_vascular_arterial_systemic,0.03458154946565628,0.0,1.338011384010315,0.4565453557848995
Endothelia_vascular_venous_pulmonary,0.03337478265166283,0.024566475301980972,0.2196134626865387,0.9792355933040344
Muscle_pericyte_airway,0.03188430517911911,0.016138330101966858,0.3481977880001068,0.891585600711076
Fibro_perichondrial,0.03166554495692253,0.02767801843583584,0.22177733480930328,0.8395881684855069
Macro_CCL,0.03067629411816597,0.022875741124153137,0.17036019265651703,0.8957335440225174
Secretory_Club,0.03045685961842537,0.006953192409127951,1.2683919668197632,0.7063601797442102
NAF_endoneurial,0.029449041932821274,0.024755440652370453,0.3844398856163025,0.7830724408671177
Muscle_perivascular_immune_recruiting,0.028736500069499016,0.013866716995835304,0.2526353597640991,0.9757049034615575
SMG_Basal,0.028169985860586166,0.005973877850919962,0.4943602383136749,0.5472569255839218
DC_plasmacytoid,0.02811676263809204,0.022214043885469437,0.166087806224823,0.9996790281961384
Endothelia_Lymphatic,0.02805233746767044,0.018549634143710136,0.267029732465744,0.8539331391042417
Macro_alveolar_metallothioneins,0.024709686636924744,0.019252397119998932,0.13978174328804016,0.8457360130363932
Schwann_Myelinating,0.02415183186531067,0.012805279344320297,0.34371981024742126,0.6930521949533356
Fibro_peribronchial,0.02385992743074894,0.015273604542016983,0.20287050306797028,0.9914078317120142
Fibro_immune_recruiting,0.022048944607377052,0.009992720559239388,0.22136910259723663,0.9683719322502592
Macrophage_intermediate,0.017830001190304756,0.014388343319296837,0.09923951327800751,0.9013135153819565
Dividing_AT2,0.016468070447444916,0.011092033237218857,0.1933639645576477,0.8719075601204879
Mesothelia,0.016045529395341873,0.008002500981092453,0.16556820273399353,0.81919411387092
Macro_AW_CX3CR1,0.015954283997416496,0.011231021955609322,0.10952194035053253,0.9945187891955953
Dividing_Basal,0.014453933574259281,0.0,0.6012673377990723,0.24077823317367045
Neuroendocrine,0.013295233249664307,0.009139543399214745,0.1164148598909378,0.9974322255691077
Megakaryocyte,0.009715631604194641,0.005313316360116005,0.09648667275905609,0.9079551627080145
