A,B,R,z,p
AT1,AT1,0.6777220368385315,319.8871154785156,0.0
AT1,AT2,0.6952781677246094,328.1736755371094,0.0
AT1,B_memory,0.678839385509491,320.4145202636719,0.0
AT1,B_naive,0.6901586651802063,325.75726318359375,0.0
AT1,B_plasma_IgA,0.5050604939460754,238.39028930664062,0.0
AT1,B_plasma_IgG,0.4143807888031006,195.5891571044922,0.0
AT1,B_plasmablast,0.5722370147705078,270.09783935546875,0.0
AT1,Basal,0.23333360254764557,110.13426208496094,0.0
AT1,CD4_EM_Effector,0.6811193823814392,321.4906921386719,0.0
AT1,CD4_TRM,0.675352931022644,318.7688903808594,0.0
AT1,CD4_naive_CM,0.534609854221344,252.33767700195312,0.0
AT1,CD8_EM,0.687893271446228,324.68798828125,0.0
AT1,CD8_EM_EMRA,0.7004665732383728,330.62261962890625,0.0
AT1,CD8_TRM_EM,0.6986416578292847,329.7612609863281,0.0
AT1,CD8_TRM,0.6828840374946594,322.3236083984375,0.0
AT1,Chondrocyte,0.4375912547111511,206.54457092285156,0.0
AT1,Ciliated,0.337298721075058,159.20614624023438,0.0
AT1,DC_1,0.684499204158783,323.0859680175781,0.0
AT1,DC_2,0.6904796957969666,325.9087829589844,0.0
AT1,DC_activated,0.6951362490653992,328.106689453125,0.0
AT1,DC_plasmacytoid,0.6758157014846802,318.9873352050781,0.0
AT1,Deuterosomal,0.233972430229187,110.435791015625,0.0
AT1,Dividing_AT2,0.6618862152099609,312.4125671386719,0.0
AT1,Dividing_Basal,0.5033321976661682,237.57452392578125,0.0
AT1,Endothelia_Lymphatic,0.37821120023727417,178.51698303222656,0.0
AT1,Endothelia_vascular_Cap_a,0.6935732960700989,327.36895751953125,0.0
AT1,Endothelia_vascular_Cap_g,0.6919264793395996,326.5916748046875,0.0
AT1,Endothelia_vascular_arterial_pulmonary,0.5031383633613586,237.4830322265625,0.0
AT1,Endothelia_vascular_arterial_systemic,0.18660491704940796,88.07816314697266,0.0
AT1,Endothelia_vascular_venous_pulmonary,0.4467550814151764,210.86993408203125,0.0
AT1,Endothelia_vascular_venous_systemic,0.20684577524662018,97.63191223144531,0.0
AT1,Erythrocyte,0.6635933518409729,313.21832275390625,0.0
AT1,Fibro_adventitial,0.283122718334198,133.6348876953125,0.0
AT1,Fibro_alveolar,0.6736997365951538,317.98858642578125,0.0
AT1,Fibro_immune_recruiting,0.5390675067901611,254.44171142578125,0.0
AT1,Fibro_myofibroblast,0.2211207151412964,104.36973571777344,0.0
AT1,Fibro_peribronchial,0.22781667113304138,107.5302505493164,0.0
AT1,Fibro_perichondrial,0.32774603366851807,154.69725036621094,0.0
AT1,ILC,0.6737717390060425,318.0225524902344,0.0
AT1,Ionocyte_n_Brush,0.3272671699523926,154.47122192382812,0.0
AT1,MAIT,0.699607253074646,330.2170104980469,0.0
AT1,Macro_CHIT1,0.675696074962616,318.93084716796875,0.0
AT1,Macro_interstitial,0.700488269329071,330.63287353515625,0.0
AT1,Macro_AW_CX3CR1,0.6616344451904297,312.2937316894531,0.0
AT1,Macro_alveolar_metallothioneins,0.6123530864715576,289.0327453613281,0.0
AT1,Macro_alv,0.6876357793807983,324.5664367675781,0.0
AT1,Macro_dividing,0.6899875402450562,325.6764831542969,0.0
AT1,Macro_int,0.6593589782714844,311.2196960449219,0.0
AT1,Macro_CCL,0.6968421936035156,328.9118957519531,0.0
AT1,Mast_cell,0.5969110727310181,281.74407958984375,0.0
AT1,Megakaryocyte,0.5955787897109985,281.115234375,0.0
AT1,Mesothelia,0.5441710352897644,256.8505859375,0.0
AT1,Macrophage_intermediate,0.6678334474563599,315.21966552734375,0.0
AT1,Monocyte_CD14,0.6854661107063293,323.5423583984375,0.0
AT1,Monocyte_CD16,0.6855428218841553,323.57855224609375,0.0
AT1,Muscle_airway,-0.17859967052936554,-84.29965209960938,0.0
AT1,Muscle_pericyte_airway,0.28821972012519836,136.0406951904297,0.0
AT1,Muscle_pericyte_parenchyma,0.6944619417190552,327.7884216308594,0.0
AT1,Muscle_perivascular_immune_recruiting,0.5233302712440491,247.013671875,0.0
AT1,Muscle_smooth_pulmonary,-0.17999397218227386,-84.95777130126953,0.0
AT1,Muscle_smooth_syst_arterial,-0.18893755972385406,-89.1791763305664,0.0
AT1,Myoepithelial,0.5428754687309265,256.23907470703125,0.0
AT1,NAF_endoneurial,-0.019505172967910767,-9.20650863647461,3.369048653938819e-20
AT1,NAF_perineurial,-0.15673016011714935,-73.9771728515625,0.0
AT1,NK_CD16hi,0.6974481344223022,329.1979064941406,0.0
AT1,NKT,0.6971215009689331,329.0437316894531,0.0
AT1,NK_CD11d,0.6883609890937805,324.90875244140625,0.0
AT1,NK_CD56bright,0.6803712844848633,321.1375732421875,0.0
AT1,Neuroendocrine,0.5572198629379272,263.0096740722656,0.0
AT1,SMG_Basal,0.31954526901245117,150.8264617919922,0.0
AT1,SMG_Duct,0.515575110912323,243.35321044921875,0.0
AT1,SMG_Mucous,0.5655518174171448,266.9423828125,0.0
AT1,SMG_Serous,0.5212939977645874,246.05255126953125,0.0
AT1,Schwann_Myelinating,0.4926031231880188,232.51036071777344,0.0
AT1,Schwann_nonmyelinating,-0.024230362847447395,-11.436814308166504,2.7375377254774175e-30
AT1,Secretory_Club,0.17998750507831573,84.95471954345703,0.0
AT1,Secretory_Goblet,0.37334030866622925,176.21791076660156,0.0
AT1,Suprabasal,0.22593243420124054,106.64088439941406,0.0
AT1,T_reg,0.6864030361175537,323.9845886230469,0.0
AT1,gdT,0.6846655607223511,323.16448974609375,0.0
AT2,AT2,0.7218708395957947,340.7254943847656,0.0
AT2,B_memory,0.713499903678894,336.7743835449219,0.0
AT2,B_naive,0.7248728275299072,342.1424560546875,0.0
AT2,B_plasma_IgA,0.5453035235404968,257.3851318359375,0.0
AT2,B_plasma_IgG,0.45768508315086365,216.0289306640625,0.0
AT2,B_plasmablast,0.6221088171005249,293.6374816894531,0.0
AT2,Basal,0.25108715891838074,118.51399993896484,0.0
AT2,CD4_EM_Effector,0.7129465341567993,336.5132141113281,0.0
AT2,CD4_TRM,0.7093380689620972,334.80999755859375,0.0
AT2,CD4_naive_CM,0.5677275657653809,267.9693603515625,0.0
AT2,CD8_EM,0.7205327153205872,340.0939025878906,0.0
AT2,CD8_EM_EMRA,0.731569766998291,345.3034362792969,0.0
AT2,CD8_TRM_EM,0.7298038601875305,344.46990966796875,0.0
AT2,CD8_TRM,0.7120704054832458,336.09967041015625,0.0
AT2,Chondrocyte,0.48462027311325073,228.742431640625,0.0
AT2,Ciliated,0.3621307611465454,170.9269561767578,0.0
AT2,DC_1,0.721321702003479,340.46630859375,0.0
AT2,DC_2,0.7223500609397888,340.9516906738281,0.0
AT2,DC_activated,0.7243603467941284,341.90057373046875,0.0
AT2,DC_plasmacytoid,0.7099050283432007,335.0776062011719,0.0
AT2,Deuterosomal,0.25132882595062256,118.62806701660156,0.0
AT2,Dividing_AT2,0.6874581575393677,324.48260498046875,0.0
AT2,Dividing_Basal,0.5367623567581177,253.35366821289062,0.0
AT2,Endothelia_Lymphatic,0.40955355763435364,193.31068420410156,0.0
AT2,Endothelia_vascular_Cap_a,0.714850127696991,337.4117126464844,0.0
AT2,Endothelia_vascular_Cap_g,0.7146962881088257,337.3390808105469,0.0
AT2,Endothelia_vascular_arterial_pulmonary,0.5163883566856384,243.73707580566406,0.0
AT2,Endothelia_vascular_arterial_systemic,0.183414489030838,86.572265625,0.0
AT2,Endothelia_vascular_venous_pulmonary,0.4736807942390442,223.57894897460938,0.0
AT2,Endothelia_vascular_venous_systemic,0.22904512286186218,108.1100845336914,0.0
AT2,Erythrocyte,0.6854600310325623,323.53948974609375,0.0
AT2,Fibro_adventitial,0.3178650736808777,150.0334014892578,0.0
AT2,Fibro_alveolar,0.6916301846504211,326.4518127441406,0.0
AT2,Fibro_immune_recruiting,0.5886359810829163,277.83819580078125,0.0
AT2,Fibro_myofibroblast,0.24512870609760284,115.70159149169922,0.0
AT2,Fibro_peribronchial,0.24060750007629395,113.56756591796875,0.0
AT2,Fibro_perichondrial,0.3518123924732208,166.05665588378906,0.0
AT2,ILC,0.7079741358757019,334.1662292480469,0.0
AT2,Ionocyte_n_Brush,0.34570223093032837,163.17263793945312,0.0
AT2,MAIT,0.731508731842041,345.2746276855469,0.0
AT2,Macro_CHIT1,0.7061043977737427,333.28369140625,0.0
AT2,Macro_interstitial,0.7313916087150574,345.2193298339844,0.0
AT2,Macro_AW_CX3CR1,0.6990033388137817,329.9319763183594,0.0
AT2,Macro_alveolar_metallothioneins,0.6492229700088501,306.4354553222656,0.0
AT2,Macro_alv,0.7140678763389587,337.04248046875,0.0
AT2,Macro_dividing,0.7177772521972656,338.7933349609375,0.0
AT2,Macro_int,0.699011504650116,329.9358215332031,0.0
AT2,Macro_CCL,0.7288378477096558,344.0139465332031,0.0
AT2,Mast_cell,0.6264699101448059,295.6959533691406,0.0
AT2,Megakaryocyte,0.6318008303642273,298.212158203125,0.0
AT2,Mesothelia,0.595407247543335,281.0342712402344,0.0
AT2,Macrophage_intermediate,0.707306444644928,333.85107421875,0.0
AT2,Monocyte_CD14,0.7172016501426697,338.5216369628906,0.0
AT2,Monocyte_CD16,0.7222975492477417,340.9269104003906,0.0
AT2,Muscle_airway,-0.19344811141490936,-91.30817413330078,0.0
AT2,Muscle_pericyte_airway,0.32013368606567383,151.1042022705078,0.0
AT2,Muscle_pericyte_parenchyma,0.7194709181785583,339.5927429199219,0.0
AT2,Muscle_perivascular_immune_recruiting,0.5681996941566467,268.19219970703125,0.0
AT2,Muscle_smooth_pulmonary,-0.1997225433588028,-94.26972198486328,0.0
AT2,Muscle_smooth_syst_arterial,-0.21002480387687683,-99.1324234008789,0.0
AT2,Myoepithelial,0.583892822265625,275.5993957519531,0.0
AT2,NAF_endoneurial,-0.025876471772789955,-12.213783264160156,2.62397733319166e-34
AT2,NAF_perineurial,-0.1734401136636734,-81.86432647705078,0.0
AT2,NK_CD16hi,0.7309958934783936,345.0325622558594,0.0
AT2,NKT,0.7307412624359131,344.9123840332031,0.0
AT2,NK_CD11d,0.7232925891876221,341.3965759277344,0.0
AT2,NK_CD56bright,0.7136498093605042,336.84515380859375,0.0
AT2,Neuroendocrine,0.5972426533699036,281.90057373046875,0.0
AT2,SMG_Basal,0.35102397203445435,165.68450927734375,0.0
AT2,SMG_Duct,0.5616118311882019,265.08270263671875,0.0
AT2,SMG_Mucous,0.6057021617889404,285.89349365234375,0.0
AT2,SMG_Serous,0.566296398639679,267.2938232421875,0.0
AT2,Schwann_Myelinating,0.5250064134597778,247.80482482910156,0.0
AT2,Schwann_nonmyelinating,-0.037152428179979324,-17.536073684692383,7.600043343977268e-69
AT2,Secretory_Club,0.19086165726184845,90.08735656738281,0.0
AT2,Secretory_Goblet,0.39524945616722107,186.55909729003906,0.0
AT2,Suprabasal,0.24577811360359192,116.00811004638672,0.0
AT2,T_reg,0.7173709869384766,338.6015625,0.0
AT2,gdT,0.7181297540664673,338.959716796875,0.0
B_memory,B_memory,0.7444611191749573,351.38818359375,0.0
B_memory,B_naive,0.7467197775840759,352.45428466796875,0.0
B_memory,B_plasma_IgA,0.5857998728752136,276.4995422363281,0.0
B_memory,B_plasma_IgG,0.5160431861877441,243.57415771484375,0.0
B_memory,B_plasmablast,0.6951115131378174,328.0950012207031,0.0
B_memory,Basal,0.28077569603919983,132.52708435058594,0.0
B_memory,CD4_EM_Effector,0.7355665564537048,347.18994140625,0.0
B_memory,CD4_TRM,0.7381333708763123,348.4014892578125,0.0
B_memory,CD4_naive_CM,0.6347907185554504,299.6233825683594,0.0
B_memory,CD8_EM,0.740691065788269,349.60870361328125,0.0
B_memory,CD8_EM_EMRA,0.7452484965324402,351.75982666015625,0.0
B_memory,CD8_TRM_EM,0.7399249076843262,349.2471008300781,0.0
B_memory,CD8_TRM,0.7206014394760132,340.1263427734375,0.0
B_memory,Chondrocyte,0.5683698058128357,268.2724914550781,0.0
B_memory,Ciliated,0.3877318799495697,183.01077270507812,0.0
B_memory,DC_1,0.7472058534622192,352.6837158203125,0.0
B_memory,DC_2,0.7367953658103943,347.7699279785156,0.0
B_memory,DC_activated,0.7315304279327393,345.28485107421875,0.0
B_memory,DC_plasmacytoid,0.7323859930038452,345.6886901855469,0.0
B_memory,Deuterosomal,0.2662194073200226,125.6564712524414,0.0
B_memory,Dividing_AT2,0.7002488970756531,330.5198669433594,0.0
B_memory,Dividing_Basal,0.5721990466117859,270.07989501953125,0.0
B_memory,Endothelia_Lymphatic,0.49472862482070923,233.51361083984375,0.0
B_memory,Endothelia_vascular_Cap_a,0.7025529146194458,331.6073913574219,0.0
B_memory,Endothelia_vascular_Cap_g,0.7029862999916077,331.81195068359375,0.0
B_memory,Endothelia_vascular_arterial_pulmonary,0.5383007526397705,254.07980346679688,0.0
B_memory,Endothelia_vascular_arterial_systemic,0.22619909048080444,106.7667465209961,0.0
B_memory,Endothelia_vascular_venous_pulmonary,0.5400608777999878,254.91058349609375,0.0
B_memory,Endothelia_vascular_venous_systemic,0.3147490918636322,148.56265258789062,0.0
B_memory,Erythrocyte,0.6921420693397522,326.69342041015625,0.0
B_memory,Fibro_adventitial,0.4200340509414673,198.25750732421875,0.0
B_memory,Fibro_alveolar,0.6799752712249756,320.9506530761719,0.0
B_memory,Fibro_immune_recruiting,0.6611305475234985,312.0558776855469,0.0
B_memory,Fibro_myofibroblast,0.3510841727256775,165.7129364013672,0.0
B_memory,Fibro_peribronchial,0.3176250755786896,149.9201202392578,0.0
B_memory,Fibro_perichondrial,0.3924485445022583,185.237060546875,0.0
B_memory,ILC,0.736773669719696,347.75970458984375,0.0
B_memory,Ionocyte_n_Brush,0.36894384026527405,174.14276123046875,0.0
B_memory,MAIT,0.7452197074890137,351.7462463378906,0.0
B_memory,Macro_CHIT1,0.7178838849067688,338.8436584472656,0.0
B_memory,Macro_interstitial,0.7425436973571777,350.483154296875,0.0
B_memory,Macro_AW_CX3CR1,0.7348636388778687,346.858154296875,0.0
B_memory,Macro_alveolar_metallothioneins,0.706530749797821,333.48492431640625,0.0
B_memory,Macro_alv,0.717448353767395,338.6380920410156,0.0
B_memory,Macro_dividing,0.7245082259178162,341.9703674316406,0.0
B_memory,Macro_int,0.7300472855567932,344.5848083496094,0.0
B_memory,Macro_CCL,0.7410786151885986,349.7916564941406,0.0
B_memory,Mast_cell,0.6775369644165039,319.7997741699219,0.0
B_memory,Megakaryocyte,0.6644011735916138,313.5996398925781,0.0
B_memory,Mesothelia,0.6716026067733765,316.99871826171875,0.0
B_memory,Macrophage_intermediate,0.7463943362236023,352.3006896972656,0.0
B_memory,Monocyte_CD14,0.7385716438293457,348.60833740234375,0.0
B_memory,Monocyte_CD16,0.7552315592765808,356.4718933105469,0.0
B_memory,Muscle_airway,-0.15566584467887878,-73.47480773925781,0.0
B_memory,Muscle_pericyte_airway,0.4121222198009491,194.52310180664062,0.0
B_memory,Muscle_pericyte_parenchyma,0.7179537415504456,338.8766174316406,0.0
B_memory,Muscle_perivascular_immune_recruiting,0.6430583596229553,303.5257568359375,0.0
B_memory,Muscle_smooth_pulmonary,-0.1596848964691162,-75.37181854248047,0.0
B_memory,Muscle_smooth_syst_arterial,-0.17299693822860718,-81.65514373779297,0.0
B_memory,Myoepithelial,0.6196727156639099,292.4876403808594,0.0
B_memory,NAF_endoneurial,0.015758490189909935,7.438061237335205,1.0217369761764887e-13
