spot_id,X,Y,array_col,array_row
slide2_152_19_r22c2,512,7733,2,22
slide2_152_19_r22c4,912,7733,4,22
slide2_152_19_r22c6,1312,7733,6,22
slide2_152_19_r22c8,1712,7733,8,22
slide2_152_19_r22c10,2112,7733,10,22
slide2_152_19_r22c12,2512,7733,12,22
slide2_152_19_r22c14,2912,7733,14,22
slide2_152_19_r23c1,312,8079,1,23
slide2_152_19_r23c3,712,8079,3,23
slide2_152_19_r23c5,1112,8079,5,23
slide2_152_19_r23c7,1512,8079,7,23
slide2_152_19_r23c9,1912,8079,9,23
slide2_152_19_r23c11,2312,8079,11,23
slide2_152_19_r23c13,2712,8079,13,23
slide2_152_19_r23c15,3112,8079,15,23
slide2_152_19_r23c17,3512,8079,17,23
slide2_152_19_r23c19,3912,8079,19,23
slide2_152_19_r23c21,4312,8079,21,23
slide2_152_19_r23c23,4712,8079,23,23
slide2_152_19_r23c25,5112,8079,25,23
slide2_152_19_r23c27,5512,8079,27,23
slide2_152_19_r23c29,5912,8079,29,23
slide2_152_19_r23c31,6312,8079,31,23
slide2_152_19_r23c33,6712,8079,33,23
slide2_152_19_r23c35,7112,8079,35,23
slide2_152_19_r23c37,7512,8079,37,23
slide2_152_19_r23c39,7912,8079,39,23
slide2_152_19_r24c0,112,8425,0,24
slide2_152_19_r24c2,512,8425,2,24
slide2_152_19_r24c4,912,8425,4,24
slide2_152_19_r24c6,1312,8425,6,24
slide2_152_19_r24c8,1712,8425,8,24
slide2_152_19_r24c10,2112,8425,10,24
slide2_152_19_r24c12,2512,8425,12,24
slide2_152_19_r24c14,2912,8425,14,24
slide2_152_19_r24c16,3312,8425,16,24
slide2_152_19_r24c18,3712,8425,18,24
slide2_152_19_r24c20,4112,8425,20,24
slide2_152_19_r24c22,4512,8425,22,24
slide2_152_19_r24c24,4912,8425,24,24
slide2_152_19_r24c26,5312,8425,26,24
slide2_152_19_r24c28,5712,8425,28,24
slide2_152_19_r24c30,6112,8425,30,24
slide2_152_19_r24c32,6512,8425,32,24
slide2_152_19_r24c34,6912,8425,34,24
slide2_152_19_r24c36,7312,8425,36,24
slide2_152_19_r24c38,7712,8425,38,24
slide2_152_19_r24c40,8112,8425,40,24
slide2_152_19_r24c42,8512,8425,42,24
slide2_152_19_r24c44,8912,8425,44,24
slide2_152_19_r24c46,9312,8425,46,24
slide2_152_19_r25c1,312,8772,1,25
slide2_152_19_r25c3,712,8772,3,25
slide2_152_19_r25c5,1112,8772,5,25
slide2_152_19_r25c7,1512,8772,7,25
slide2_152_19_r25c9,1912,8772,9,25
slide2_152_19_r25c11,2312,8772,11,25
slide2_152_19_r25c13,2712,8772,13,25
slide2_152_19_r25c15,3112,8772,15,25
slide2_152_19_r25c17,3512,8772,17,25
slide2_152_19_r25c19,3912,8772,19,25
slide2_152_19_r25c21,4312,8772,21,25
slide2_152_19_r25c23,4712,8772,23,25
slide2_152_19_r25c25,5112,8772,25,25
slide2_152_19_r25c27,5512,8772,27,25
slide2_152_19_r25c29,5912,8772,29,25
slide2_152_19_r25c31,6312,8772,31,25
slide2_152_19_r25c33,6712,8772,33,25
slide2_152_19_r25c35,7112,8772,35,25
slide2_152_19_r25c37,7512,8772,37,25
slide2_152_19_r25c39,7912,8772,39,25
slide2_152_19_r25c41,8312,8772,41,25
slide2_152_19_r25c43,8712,8772,43,25
slide2_152_19_r25c45,9112,8772,45,25
slide2_152_19_r25c47,9512,8772,47,25
slide2_152_19_r25c49,9912,8772,49,25
slide2_152_19_r25c51,10312,8772,51,25
slide2_152_19_r26c0,112,9118,0,26
slide2_152_19_r26c2,512,9118,2,26
slide2_152_19_r26c4,912,9118,4,26
slide2_152_19_r26c6,1312,9118,6,26
slide2_152_19_r26c8,1712,9118,8,26
slide2_152_19_r26c10,2112,9118,10,26
slide2_152_19_r26c12,2512,9118,12,26
slide2_152_19_r26c14,2912,9118,14,26
slide2_152_19_r26c16,3312,9118,16,26
slide2_152_19_r26c18,3712,9118,18,26
slide2_152_19_r26c20,4112,9118,20,26
slide2_152_19_r26c22,4512,9118,22,26
slide2_152_19_r26c24,4912,9118,24,26
slide2_152_19_r26c26,5312,9118,26,26
slide2_152_19_r26c28,5712,9118,28,26
slide2_152_19_r26c30,6112,9118,30,26
slide2_152_19_r26c32,6512,9118,32,26
slide2_152_19_r26c34,6912,9118,34,26
slide2_152_19_r26c36,7312,9118,36,26
slide2_152_19_r26c38,7712,9118,38,26
slide2_152_19_r26c40,8112,9118,40,26
slide2_152_19_r26c42,8512,9118,42,26
slide2_152_19_r26c44,8912,9118,44,26
slide2_152_19_r26c46,9312,9118,46,26
slide2_152_19_r26c48,9712,9118,48,26
slide2_152_19_r26c50,10112,9118,50,26
slide2_152_19_r26c52,10512,9118,52,26
slide2_152_19_r27c1,312,9465,1,27
slide2_152_19_r27c3,712,9465,3,27
slide2_152_19_r27c5,1112,9465,5,27
slide2_152_19_r27c7,1512,9465,7,27
slide2_152_19_r27c9,1912,9465,9,27
slide2_152_19_r27c11,2312,9465,11,27
slide2_152_19_r27c13,2712,9465,13,27
slide2_152_19_r27c15,3112,9465,15,27
slide2_152_19_r27c17,3512,9465,17,27
slide2_152_19_r27c19,3912,9465,19,27
slide2_152_19_r27c21,4312,9465,21,27
slide2_152_19_r27c23,4712,9465,23,27
slide2_152_19_r27c25,5112,9465,25,27
slide2_152_19_r27c27,5512,9465,27,27
slide2_152_19_r27c29,5912,9465,29,27
slide2_152_19_r27c31,6312,9465,31,27
slide2_152_19_r27c33,6712,9465,33,27
slide2_152_19_r27c35,7112,9465,35,27
slide2_152_19_r27c37,7512,9465,37,27
slide2_152_19_r27c39,7912,9465,39,27
slide2_152_19_r27c41,8312,9465,41,27
slide2_152_19_r27c43,8712,9465,43,27
slide2_152_19_r27c45,9112,9465,45,27
slide2_152_19_r27c47,9512,9465,47,27
slide2_152_19_r27c49,9912,9465,49,27
slide2_152_19_r27c51,10312,9465,51,27
slide2_152_19_r27c53,10712,9465,53,27
slide2_152_19_r27c55,11112,9465,55,27
slide2_152_19_r28c0,112,9811,0,28
slide2_152_19_r28c2,512,9811,2,28
slide2_152_19_r28c4,912,9811,4,28
slide2_152_19_r28c6,1312,9811,6,28
slide2_152_19_r28c8,1712,9811,8,28
slide2_152_19_r28c10,2112,9811,10,28
slide2_152_19_r28c12,2512,9811,12,28
slide2_152_19_r28c14,2912,9811,14,28
slide2_152_19_r28c16,3312,9811,16,28
slide2_152_19_r28c18,3712,9811,18,28
slide2_152_19_r28c20,4112,9811,20,28
slide2_152_19_r28c22,4512,9811,22,28
slide2_152_19_r28c24,4912,9811,24,28
slide2_152_19_r28c26,5312,9811,26,28
slide2_152_19_r28c28,5712,9811,28,28
slide2_152_19_r28c30,6112,9811,30,28
slide2_152_19_r28c32,6512,9811,32,28
slide2_152_19_r28c34,6912,9811,34,28
slide2_152_19_r28c36,7312,9811,36,28
slide2_152_19_r28c38,7712,9811,38,28
slide2_152_19_r28c40,8112,9811,40,28
slide2_152_19_r28c42,8512,9811,42,28
slide2_152_19_r28c44,8912,9811,44,28
slide2_152_19_r28c46,9312,9811,46,28
slide2_152_19_r28c48,9712,9811,48,28
slide2_152_19_r28c50,10112,9811,50,28
slide2_152_19_r28c52,10512,9811,52,28
slide2_152_19_r28c54,10912,9811,54,28
slide2_152_19_r28c56,11312,9811,56,28
slide2_152_19_r28c58,11712,9811,58,28
slide2_152_19_r29c1,312,10157,1,29
slide2_152_19_r29c3,712,10157,3,29
slide2_152_19_r29c5,1112,10157,5,29
slide2_152_19_r29c7,1512,10157,7,29
slide2_152_19_r29c9,1912,10157,9,29
slide2_152_19_r29c11,2312,10157,11,29
slide2_152_19_r29c13,2712,10157,13,29
slide2_152_19_r29c15,3112,10157,15,29
slide2_152_19_r29c17,3512,10157,17,29
slide2_152_19_r29c19,3912,10157,19,29
slide2_152_19_r29c21,4312,10157,21,29
slide2_152_19_r29c23,4712,10157,23,29
slide2_152_19_r29c25,5112,10157,25,29
slide2_152_19_r29c27,5512,10157,27,29
slide2_152_19_r29c29,5912,10157,29,29
slide2_152_19_r29c31,6312,10157,31,29
slide2_152_19_r29c33,6712,10157,33,29
slide2_152_19_r29c35,7112,10157,35,29
slide2_152_19_r29c37,7512,10157,37,29
slide2_152_19_r29c39,7912,10157,39,29
slide2_152_19_r29c41,8312,10157,41,29
slide2_152_19_r29c43,8712,10157,43,29
slide2_152_19_r29c45,9112,10157,45,29
slide2_152_19_r29c47,9512,10157,47,29
slide2_152_19_r29c49,9912,10157,49,29
slide2_152_19_r29c51,10312,10157,51,29
slide2_152_19_r29c53,10712,10157,53,29
slide2_152_19_r29c55,11112,10157,55,29
slide2_152_19_r29c57,11512,10157,57,29
slide2_152_19_r29c59,11912,10157,59,29
slide2_152_19_r30c0,112,10504,0,30
slide2_152_19_r30c2,512,10504,2,30
slide2_152_19_r30c4,912,10504,4,30
slide2_152_19_r30c6,1312,10504,6,30
slide2_152_19_r30c8,1712,10504,8,30
slide2_152_19_r30c10,2112,10504,10,30
slide2_152_19_r30c12,2512,10504,12,30
slide2_152_19_r30c14,2912,10504,14,30
slide2_152_19_r30c16,3312,10504,16,30
slide2_152_19_r30c18,3712,10504,18,30
slide2_152_19_r30c20,4112,10504,20,30
slide2_152_19_r30c22,4512,10504,22,30
slide2_152_19_r30c24,4912,10504,24,30
slide2_152_19_r30c26,5312,10504,26,30
slide2_152_19_r30c28,5712,10504,28,30
slide2_152_19_r30c30,6112,10504,30,30
slide2_152_19_r30c32,6512,10504,32,30
slide2_152_19_r30c34,6912,10504,34,30
slide2_152_19_r30c36,7312,10504,36,30
slide2_152_19_r30c38,7712,10504,38,30
slide2_152_19_r30c40,8112,10504,40,30
slide2_152_19_r30c42,8512,10504,42,30
slide2_152_19_r30c44,8912,10504,44,30
slide2_152_19_r30c46,9312,10504,46,30
slide2_152_19_r30c48,9712,10504,48,30
slide2_152_19_r30c50,10112,10504,50,30
slide2_152_19_r30c52,10512,10504,52,30
slide2_152_19_r30c54,10912,10504,54,30
slide2_152_19_r30c56,11312,10504,56,30
slide2_152_19_r30c58,11712,10504,58,30
slide2_152_19_r30c60,12112,10504,60,30
slide2_152_19_r30c62,12512,10504,62,30
slide2_152_19_r31c1,312,10850,1,31
slide2_152_19_r31c3,712,10850,3,31
slide2_152_19_r31c5,1112,10850,5,31
slide2_152_19_r31c7,1512,10850,7,31
slide2_152_19_r31c9,1912,10850,9,31
slide2_152_19_r31c11,2312,10850,11,31
slide2_152_19_r31c13,2712,10850,13,31
slide2_152_19_r31c15,3112,10850,15,31
slide2_152_19_r31c17,3512,10850,17,31
slide2_152_19_r31c19,3912,10850,19,31
slide2_152_19_r31c21,4312,10850,21,31
slide2_152_19_r31c23,4712,10850,23,31
slide2_152_19_r31c25,5112,10850,25,31
slide2_152_19_r31c27,5512,10850,27,31
slide2_152_19_r31c29,5912,10850,29,31
slide2_152_19_r31c31,6312,10850,31,31
slide2_152_19_r31c33,6712,10850,33,31
slide2_152_19_r31c35,7112,10850,35,31
slide2_152_19_r31c37,7512,10850,37,31
slide2_152_19_r31c39,7912,10850,39,31
slide2_152_19_r31c41,8312,10850,41,31
slide2_152_19_r31c43,8712,10850,43,31
slide2_152_19_r31c45,9112,10850,45,31
slide2_152_19_r31c47,9512,10850,47,31
slide2_152_19_r31c49,9912,10850,49,31
slide2_152_19_r31c51,10312,10850,51,31
slide2_152_19_r31c53,10712,10850,53,31
slide2_152_19_r31c55,11112,10850,55,31
slide2_152_19_r31c57,11512,10850,57,31
slide2_152_19_r31c59,11912,10850,59,31
slide2_152_19_r31c61,12312,10850,61,31
slide2_152_19_r31c63,12712,10850,63,31
slide2_152_19_r32c0,112,11197,0,32
slide2_152_19_r32c2,512,11197,2,32
slide2_152_19_r32c4,912,11197,4,32
slide2_152_19_r32c6,1312,11197,6,32
slide2_152_19_r32c8,1712,11197,8,32
slide2_152_19_r32c10,2112,11197,10,32
slide2_152_19_r32c12,2512,11197,12,32
slide2_152_19_r32c14,2912,11197,14,32
slide2_152_19_r32c16,3312,11197,16,32
slide2_152_19_r32c18,3712,11197,18,32
slide2_152_19_r32c20,4112,11197,20,32
slide2_152_19_r32c22,4512,11197,22,32
slide2_152_19_r32c24,4912,11197,24,32
slide2_152_19_r32c26,5312,11197,26,32
slide2_152_19_r32c28,5712,11197,28,32
slide2_152_19_r32c30,6112,11197,30,32
slide2_152_19_r32c32,6512,11197,32,32
slide2_152_19_r32c34,6912,11197,34,32
slide2_152_19_r32c36,7312,11197,36,32
slide2_152_19_r32c38,7712,11197,38,32
slide2_152_19_r32c40,8112,11197,40,32
slide2_152_19_r32c42,8512,11197,42,32
slide2_152_19_r32c44,8912,11197,44,32
slide2_152_19_r32c46,9312,11197,46,32
slide2_152_19_r32c48,9712,11197,48,32
slide2_152_19_r32c50,10112,11197,50,32
slide2_152_19_r32c52,10512,11197,52,32
slide2_152_19_r32c54,10912,11197,54,32
slide2_152_19_r32c56,11312,11197,56,32
slide2_152_19_r32c58,11712,11197,58,32
slide2_152_19_r32c60,12112,11197,60,32
slide2_152_19_r32c62,12512,11197,62,32
slide2_152_19_r32c64,12912,11197,64,32
slide2_152_19_r33c1,312,11543,1,33
slide2_152_19_r33c3,712,11543,3,33
slide2_152_19_r33c5,1112,11543,5,33
slide2_152_19_r33c7,1512,11543,7,33
slide2_152_19_r33c9,1912,11543,9,33
slide2_152_19_r33c11,2312,11543,11,33
slide2_152_19_r33c13,2712,11543,13,33
slide2_152_19_r33c15,3112,11543,15,33
slide2_152_19_r33c17,3512,11543,17,33
slide2_152_19_r33c19,3912,11543,19,33
slide2_152_19_r33c21,4312,11543,21,33
slide2_152_19_r33c23,4712,11543,23,33
slide2_152_19_r33c25,5112,11543,25,33
slide2_152_19_r33c27,5512,11543,27,33
slide2_152_19_r33c29,5912,11543,29,33
slide2_152_19_r33c31,6312,11543,31,33
slide2_152_19_r33c33,6712,11543,33,33
slide2_152_19_r33c35,7112,11543,35,33
slide2_152_19_r33c37,7512,11543,37,33
slide2_152_19_r33c39,7912,11543,39,33
slide2_152_19_r33c41,8312,11543,41,33
slide2_152_19_r33c43,8712,11543,43,33
slide2_152_19_r33c45,9112,11543,45,33
slide2_152_19_r33c47,9512,11543,47,33
slide2_152_19_r33c49,9912,11543,49,33
slide2_152_19_r33c51,10312,11543,51,33
slide2_152_19_r33c53,10712,11543,53,33
slide2_152_19_r33c55,11112,11543,55,33
slide2_152_19_r33c57,11512,11543,57,33
slide2_152_19_r33c59,11912,11543,59,33
slide2_152_19_r33c61,12312,11543,61,33
slide2_152_19_r33c63,12712,11543,63,33
slide2_152_19_r33c65,13112,11543,65,33
slide2_152_19_r34c0,112,11889,0,34
slide2_152_19_r34c2,512,11889,2,34
slide2_152_19_r34c4,912,11889,4,34
slide2_152_19_r34c6,1312,11889,6,34
slide2_152_19_r34c8,1712,11889,8,34
slide2_152_19_r34c10,2112,11889,10,34
slide2_152_19_r34c12,2512,11889,12,34
slide2_152_19_r34c14,2912,11889,14,34
slide2_152_19_r34c16,3312,11889,16,34
slide2_152_19_r34c18,3712,11889,18,34
slide2_152_19_r34c20,4112,11889,20,34
slide2_152_19_r34c22,4512,11889,22,34
slide2_152_19_r34c24,4912,11889,24,34
slide2_152_19_r34c26,5312,11889,26,34
slide2_152_19_r34c28,5712,11889,28,34
slide2_152_19_r34c30,6112,11889,30,34
slide2_152_19_r34c32,6512,11889,32,34
slide2_152_19_r34c34,6912,11889,34,34
slide2_152_19_r34c36,7312,11889,36,34
slide2_152_19_r34c38,7712,11889,38,34
slide2_152_19_r34c40,8112,11889,40,34
slide2_152_19_r34c42,8512,11889,42,34
slide2_152_19_r34c44,8912,11889,44,34
slide2_152_19_r34c46,9312,11889,46,34
slide2_152_19_r34c48,9712,11889,48,34
slide2_152_19_r34c50,10112,11889,50,34
slide2_152_19_r34c52,10512,11889,52,34
slide2_152_19_r34c54,10912,11889,54,34
slide2_152_19_r34c56,11312,11889,56,34
slide2_152_19_r34c58,11712,11889,58,34
slide2_152_19_r34c60,12112,11889,60,34
slide2_152_19_r34c62,12512,11889,62,34
slide2_152_19_r34c64,12912,11889,64,34
slide2_152_19_r34c66,13312,11889,66,34
slide2_152_19_r35c1,312,12236,1,35
slide2_152_19_r35c3,712,12236,3,35
slide2_152_19_r35c5,1112,12236,5,35
slide2_152_19_r35c7,1512,12236,7,35
slide2_152_19_r35c9,1912,12236,9,35
slide2_152_19_r35c11,2312,12236,11,35
slide2_152_19_r35c13,2712,12236,13,35
slide2_152_19_r35c15,3112,12236,15,35
slide2_152_19_r35c17,3512,12236,17,35
slide2_152_19_r35c19,3912,12236,19,35
slide2_152_19_r35c21,4312,12236,21,35
slide2_152_19_r35c23,4712,12236,23,35
slide2_152_19_r35c25,5112,12236,25,35
slide2_152_19_r35c27,5512,12236,27,35
slide2_152_19_r35c29,5912,12236,29,35
slide2_152_19_r35c31,6312,12236,31,35
slide2_152_19_r35c33,6712,12236,33,35
slide2_152_19_r35c35,7112,12236,35,35
slide2_152_19_r35c37,7512,12236,37,35
slide2_152_19_r35c39,7912,12236,39,35
slide2_152_19_r35c41,8312,12236,41,35
slide2_152_19_r35c43,8712,12236,43,35
slide2_152_19_r35c45,9112,12236,45,35
slide2_152_19_r35c47,9512,12236,47,35
slide2_152_19_r35c49,9912,12236,49,35
slide2_152_19_r35c51,10312,12236,51,35
slide2_152_19_r35c53,10712,12236,53,35
slide2_152_19_r35c55,11112,12236,55,35
slide2_152_19_r35c57,11512,12236,57,35
slide2_152_19_r35c59,11912,12236,59,35
slide2_152_19_r35c61,12312,12236,61,35
slide2_152_19_r35c63,12712,12236,63,35
slide2_152_19_r35c65,13112,12236,65,35
slide2_152_19_r35c67,13512,12236,67,35
slide2_152_19_r36c0,112,12582,0,36
slide2_152_19_r36c2,512,12582,2,36
slide2_152_19_r36c4,912,12582,4,36
slide2_152_19_r36c6,1312,12582,6,36
slide2_152_19_r36c8,1712,12582,8,36
slide2_152_19_r36c10,2112,12582,10,36
slide2_152_19_r36c12,2512,12582,12,36
slide2_152_19_r36c14,2912,12582,14,36
slide2_152_19_r36c16,3312,12582,16,36
slide2_152_19_r36c18,3712,12582,18,36
slide2_152_19_r36c20,4112,12582,20,36
slide2_152_19_r36c22,4512,12582,22,36
slide2_152_19_r36c24,4912,12582,24,36
slide2_152_19_r36c26,5312,12582,26,36
slide2_152_19_r36c28,5712,12582,28,36
slide2_152_19_r36c30,6112,12582,30,36
slide2_152_19_r36c32,6512,12582,32,36
slide2_152_19_r36c34,6912,12582,34,36
slide2_152_19_r36c36,7312,12582,36,36
slide2_152_19_r36c38,7712,12582,38,36
slide2_152_19_r36c40,8112,12582,40,36
slide2_152_19_r36c42,8512,12582,42,36
slide2_152_19_r36c44,8912,12582,44,36
slide2_152_19_r36c46,9312,12582,46,36
slide2_152_19_r36c48,9712,12582,48,36
slide2_152_19_r36c50,10112,12582,50,36
slide2_152_19_r36c52,10512,12582,52,36
slide2_152_19_r36c54,10912,12582,54,36
slide2_152_19_r36c56,11312,12582,56,36
slide2_152_19_r36c58,11712,12582,58,36
slide2_152_19_r36c60,12112,12582,60,36
slide2_152_19_r36c62,12512,12582,62,36
slide2_152_19_r36c64,12912,12582,64,36
slide2_152_19_r36c66,13312,12582,66,36
slide2_152_19_r36c68,13712,12582,68,36
slide2_152_19_r37c1,312,12929,1,37
slide2_152_19_r37c3,712,12929,3,37
slide2_152_19_r37c5,1112,12929,5,37
slide2_152_19_r37c7,1512,12929,7,37
slide2_152_19_r37c9,1912,12929,9,37
slide2_152_19_r37c11,2312,12929,11,37
slide2_152_19_r37c13,2712,12929,13,37
slide2_152_19_r37c15,3112,12929,15,37
slide2_152_19_r37c17,3512,12929,17,37
slide2_152_19_r37c19,3912,12929,19,37
slide2_152_19_r37c21,4312,12929,21,37
slide2_152_19_r37c23,4712,12929,23,37
slide2_152_19_r37c25,5112,12929,25,37
slide2_152_19_r37c27,5512,12929,27,37
slide2_152_19_r37c29,5912,12929,29,37
slide2_152_19_r37c31,6312,12929,31,37
slide2_152_19_r37c33,6712,12929,33,37
slide2_152_19_r37c35,7112,12929,35,37
slide2_152_19_r37c37,7512,12929,37,37
slide2_152_19_r37c39,7912,12929,39,37
slide2_152_19_r37c41,8312,12929,41,37
slide2_152_19_r37c43,8712,12929,43,37
slide2_152_19_r37c45,9112,12929,45,37
slide2_152_19_r37c47,9512,12929,47,37
slide2_152_19_r37c49,9912,12929,49,37
slide2_152_19_r37c51,10312,12929,51,37
slide2_152_19_r37c53,10712,12929,53,37
slide2_152_19_r37c55,11112,12929,55,37
slide2_152_19_r37c57,11512,12929,57,37
slide2_152_19_r37c59,11912,12929,59,37
slide2_152_19_r37c61,12312,12929,61,37
slide2_152_19_r37c63,12712,12929,63,37
slide2_152_19_r37c65,13112,12929,65,37
slide2_152_19_r37c67,13512,12929,67,37
slide2_152_19_r37c69,13912,12929,69,37
slide2_152_19_r38c0,112,13275,0,38
slide2_152_19_r38c2,512,13275,2,38
slide2_152_19_r38c4,912,13275,4,38
slide2_152_19_r38c6,1312,13275,6,38
slide2_152_19_r38c8,1712,13275,8,38
slide2_152_19_r38c10,2112,13275,10,38
slide2_152_19_r38c12,2512,13275,12,38
slide2_152_19_r38c14,2912,13275,14,38
slide2_152_19_r38c16,3312,13275,16,38
slide2_152_19_r38c18,3712,13275,18,38
slide2_152_19_r38c20,4112,13275,20,38
slide2_152_19_r38c22,4512,13275,22,38
slide2_152_19_r38c24,4912,13275,24,38
slide2_152_19_r38c26,5312,13275,26,38
slide2_152_19_r38c28,5712,13275,28,38
slide2_152_19_r38c30,6112,13275,30,38
slide2_152_19_r38c32,6512,13275,32,38
slide2_152_19_r38c34,6912,13275,34,38
slide2_152_19_r38c36,7312,13275,36,38
slide2_152_19_r38c38,7712,13275,38,38
slide2_152_19_r38c40,8112,13275,40,38
slide2_152_19_r38c42,8512,13275,42,38
slide2_152_19_r38c44,8912,13275,44,38
slide2_152_19_r38c46,9312,13275,46,38
slide2_152_19_r38c48,9712,13275,48,38
slide2_152_19_r38c50,10112,13275,50,38
slide2_152_19_r38c52,10512,13275,52,38
slide2_152_19_r38c54,10912,13275,54,38
slide2_152_19_r38c56,11312,13275,56,38
slide2_152_19_r38c58,11712,13275,58,38
slide2_152_19_r38c60,12112,13275,60,38
slide2_152_19_r38c62,12512,13275,62,38
slide2_152_19_r38c64,12912,13275,64,38
slide2_152_19_r38c66,13312,13275,66,38
slide2_152_19_r38c68,13712,13275,68,38
slide2_152_19_r38c70,14112,13275,70,38
slide2_152_19_r39c1,312,13621,1,39
slide2_152_19_r39c3,712,13621,3,39
slide2_152_19_r39c5,1112,13621,5,39
slide2_152_19_r39c7,1512,13621,7,39
slide2_152_19_r39c9,1912,13621,9,39
slide2_152_19_r39c11,2312,13621,11,39
slide2_152_19_r39c13,2712,13621,13,39
slide2_152_19_r39c15,3112,13621,15,39
slide2_152_19_r39c17,3512,13621,17,39
slide2_152_19_r39c19,3912,13621,19,39
slide2_152_19_r39c21,4312,13621,21,39
slide2_152_19_r39c23,4712,13621,23,39
slide2_152_19_r39c25,5112,13621,25,39
slide2_152_19_r39c27,5512,13621,27,39
slide2_152_19_r39c29,5912,13621,29,39
slide2_152_19_r39c31,6312,13621,31,39
slide2_152_19_r39c33,6712,13621,33,39
slide2_152_19_r39c35,7112,13621,35,39
slide2_152_19_r39c37,7512,13621,37,39
slide2_152_19_r39c39,7912,13621,39,39
slide2_152_19_r39c41,8312,13621,41,39
slide2_152_19_r39c43,8712,13621,43,39
slide2_152_19_r39c45,9112,13621,45,39
slide2_152_19_r39c47,9512,13621,47,39
slide2_152_19_r39c49,9912,13621,49,39
slide2_152_19_r39c51,10312,13621,51,39
slide2_152_19_r39c53,10712,13621,53,39
slide2_152_19_r39c55,11112,13621,55,39
slide2_152_19_r39c57,11512,13621,57,39
slide2_152_19_r39c59,11912,13621,59,39
slide2_152_19_r39c61,12312,13621,61,39
slide2_152_19_r39c63,12712,13621,63,39
slide2_152_19_r39c65,13112,13621,65,39
slide2_152_19_r39c67,13512,13621,67,39
slide2_152_19_r39c69,13912,13621,69,39
slide2_152_19_r39c71,14312,13621,71,39
slide2_152_19_r40c0,112,13968,0,40
slide2_152_19_r40c2,512,13968,2,40
slide2_152_19_r40c4,912,13968,4,40
slide2_152_19_r40c6,1312,13968,6,40
slide2_152_19_r40c8,1712,13968,8,40
slide2_152_19_r40c10,2112,13968,10,40
slide2_152_19_r40c12,2512,13968,12,40
slide2_152_19_r40c14,2912,13968,14,40
slide2_152_19_r40c16,3312,13968,16,40
slide2_152_19_r40c18,3712,13968,18,40
slide2_152_19_r40c20,4112,13968,20,40
slide2_152_19_r40c22,4512,13968,22,40
slide2_152_19_r40c24,4912,13968,24,40
slide2_152_19_r40c26,5312,13968,26,40
slide2_152_19_r40c28,5712,13968,28,40
slide2_152_19_r40c30,6112,13968,30,40
slide2_152_19_r40c32,6512,13968,32,40
slide2_152_19_r40c34,6912,13968,34,40
slide2_152_19_r40c36,7312,13968,36,40
slide2_152_19_r40c38,7712,13968,38,40
slide2_152_19_r40c40,8112,13968,40,40
slide2_152_19_r40c42,8512,13968,42,40
slide2_152_19_r40c44,8912,13968,44,40
slide2_152_19_r40c46,9312,13968,46,40
slide2_152_19_r40c48,9712,13968,48,40
slide2_152_19_r40c50,10112,13968,50,40
slide2_152_19_r40c52,10512,13968,52,40
slide2_152_19_r40c54,10912,13968,54,40
slide2_152_19_r40c56,11312,13968,56,40
slide2_152_19_r40c58,11712,13968,58,40
slide2_152_19_r40c60,12112,13968,60,40
slide2_152_19_r40c62,12512,13968,62,40
slide2_152_19_r40c64,12912,13968,64,40
slide2_152_19_r40c66,13312,13968,66,40
slide2_152_19_r40c68,13712,13968,68,40
slide2_152_19_r40c70,14112,13968,70,40
slide2_152_19_r41c1,312,14314,1,41
slide2_152_19_r41c3,712,14314,3,41
slide2_152_19_r41c5,1112,14314,5,41
slide2_152_19_r41c7,1512,14314,7,41
slide2_152_19_r41c9,1912,14314,9,41
slide2_152_19_r41c11,2312,14314,11,41
slide2_152_19_r41c13,2712,14314,13,41
slide2_152_19_r41c15,3112,14314,15,41
slide2_152_19_r41c17,3512,14314,17,41
slide2_152_19_r41c19,3912,14314,19,41
slide2_152_19_r41c21,4312,14314,21,41
slide2_152_19_r41c23,4712,14314,23,41
slide2_152_19_r41c25,5112,14314,25,41
slide2_152_19_r41c27,5512,14314,27,41
slide2_152_19_r41c29,5912,14314,29,41
slide2_152_19_r41c31,6312,14314,31,41
slide2_152_19_r41c33,6712,14314,33,41
slide2_152_19_r41c35,7112,14314,35,41
slide2_152_19_r41c37,7512,14314,37,41
slide2_152_19_r41c39,7912,14314,39,41
slide2_152_19_r41c41,8312,14314,41,41
slide2_152_19_r41c43,8712,14314,43,41
slide2_152_19_r41c45,9112,14314,45,41
slide2_152_19_r41c47,9512,14314,47,41
slide2_152_19_r41c49,9912,14314,49,41
slide2_152_19_r41c51,10312,14314,51,41
slide2_152_19_r41c53,10712,14314,53,41
slide2_152_19_r41c55,11112,14314,55,41
slide2_152_19_r41c57,11512,14314,57,41
slide2_152_19_r41c59,11912,14314,59,41
slide2_152_19_r41c61,12312,14314,61,41
slide2_152_19_r41c63,12712,14314,63,41
slide2_152_19_r41c65,13112,14314,65,41
slide2_152_19_r41c67,13512,14314,67,41
slide2_152_19_r41c69,13912,14314,69,41
slide2_152_19_r41c71,14312,14314,71,41
slide2_152_19_r42c0,112,14661,0,42
slide2_152_19_r42c2,512,14661,2,42
slide2_152_19_r42c4,912,14661,4,42
slide2_152_19_r42c6,1312,14661,6,42
slide2_152_19_r42c8,1712,14661,8,42
slide2_152_19_r42c10,2112,14661,10,42
