gene,n_a,n_b,log2_mean_a,log2_mean_b,log2_fc,U,p,p_bh
PPP2R1A,5,9,19.506992869142078,19.795199842842603,-0.2882069737005253,5.0,0.01898101898101898,0.8903349614812064
PPP1CB,5,9,18.84684355154491,19.217122176629548,-0.37027862508463727,5.0,0.01898101898101898,0.8903349614812064
PRKDC,5,9,21.526629629427042,21.81925728419465,-0.29262765476760677,5.0,0.01898101898101898,0.8903349614812064
GSTK1,5,9,19.75646936305013,20.06241945120557,-0.30595008815544134,5.0,0.01898101898101898,0.8903349614812064
HDGF,5,9,18.98880591286282,19.491548001248944,-0.5027420883861247,5.0,0.01898101898101898,0.8903349614812064
YBX1,5,9,18.37148597833485,18.82648365759697,-0.45499767926212087,5.0,0.01898101898101898,0.8903349614812064
LDHB,5,9,21.168716819537575,21.569886003858482,-0.4011691843209064,5.0,0.01898101898101898,0.8903349614812064
PDAP1,5,9,18.00432488115447,18.511691686420427,-0.5073668052659563,5.0,0.01898101898101898,0.8903349614812064
EIF4G1,5,9,18.54779175008391,18.970944998462237,-0.4231532483783269,5.0,0.01898101898101898,0.8903349614812064
CHD4,5,9,18.238070368807637,18.525435338550306,-0.28736496974266856,5.0,0.01898101898101898,0.8903349614812064
ACAT1,5,9,19.525701480277554,19.820354282562146,-0.2946528022845918,5.0,0.01898101898101898,0.8903349614812064
NARS1,5,9,18.670840583775878,19.093871442847785,-0.42303085907190763,5.0,0.01898101898101898,0.8903349614812064
NNT,5,9,17.33655319721717,17.755871755876363,-0.4193185586591923,5.0,0.01898101898101898,0.8903349614812064
COPG2,4,9,16.029035746676087,16.42114905725004,-0.39211331057395427,3.0,0.019580419580419582,0.8903349614812064
GLS,4,9,18.152210903168623,18.685952559862994,-0.5337416566943709,3.0,0.019580419580419582,0.8903349614812064
FDPS,4,9,17.112972723764667,17.62263328551539,-0.5096605617507244,3.0,0.019580419580419582,0.8903349614812064
NUDT16,4,9,14.903205800934282,14.30912715588736,0.5940786450469222,33.0,0.019580419580419582,0.8903349614812064
EIF2S2,4,9,16.613014683501667,16.968200348829466,-0.3551856653277987,3.0,0.019580419580419582,0.8903349614812064
SPOUT1,3,6,17.393564744986616,16.525690619183894,0.8678741258027216,18.0,0.023809523809523808,0.8903349614812064
TPRKB,3,6,13.099109425461512,14.014445896462172,-0.9153364710006606,0.0,0.023809523809523808,0.8903349614812064
ANAPC1,4,7,11.810414308578876,12.149521628800246,-0.3391073202213697,2.0,0.024242424242424242,0.8903349614812064
PPP1R14B,3,8,13.685625930593853,14.697781812858109,-1.0121558822642562,1.0,0.024242424242424242,0.8903349614812064
IGBP1,3,8,15.07991719765853,14.632102818497376,0.4478143791611533,23.0,0.024242424242424242,0.8903349614812064
UBXN7,3,8,15.09902392001374,15.73312787009219,-0.6341039500784493,1.0,0.024242424242424242,0.8903349614812064
AP1S1,3,8,14.190486411218659,14.823652997986954,-0.6331665867682954,1.0,0.024242424242424242,0.8903349614812064
SMS,3,8,15.978693247603923,16.394118311143814,-0.4154250635398906,1.0,0.024242424242424242,0.8903349614812064
PTGES2,3,8,16.015262461468318,16.50540413914046,-0.4901416776721419,1.0,0.024242424242424242,0.8903349614812064
HARS2,4,7,18.67557153750065,18.034379754827548,0.6411917826731042,26.0,0.024242424242424242,0.8903349614812064
