A,B,R,z,p
AT1,AT1,0.721405029296875,439.5753173828125,0.0
AT1,AT2,0.7258294820785522,442.2712707519531,0.0
AT1,B_memory,0.7285360097885132,443.9204406738281,0.0
AT1,B_naive,0.7286050319671631,443.9624938964844,0.0
AT1,B_plasma_IgA,0.5478233695030212,333.8064270019531,0.0
AT1,B_plasma_IgG,0.462372750043869,281.7386169433594,0.0
AT1,B_plasmablast,0.6389625072479248,389.3404235839844,0.0
AT1,Basal,0.266635000705719,162.46929931640625,0.0
AT1,CD4_EM_Effector,0.7269121408462524,442.93096923828125,0.0
AT1,CD4_TRM,0.7214474081993103,439.60113525390625,0.0
AT1,CD4_naive_CM,0.6208919882774353,378.3294677734375,0.0
AT1,CD8_EM,0.7290663719177246,444.2436218261719,0.0
AT1,CD8_EM_EMRA,0.7406914830207825,451.3271789550781,0.0
AT1,CD8_TRM_EM,0.733167290687561,446.742431640625,0.0
AT1,CD8_TRM,0.7153652906417847,435.8951110839844,0.0
AT1,Chondrocyte,0.5416197180747986,330.0263366699219,0.0
AT1,Ciliated,0.39444634318351746,240.34886169433594,0.0
AT1,DC_1,0.7227593660354614,440.4005432128906,0.0
AT1,DC_2,0.72700035572052,442.9847412109375,0.0
AT1,DC_activated,0.7302228808403015,444.94830322265625,0.0
AT1,DC_plasmacytoid,0.7155739665031433,436.0222473144531,0.0
AT1,Deuterosomal,-0.003284674836322665,-2.001458168029785,0.04534303752348749
AT1,Dividing_AT2,0.7167165875434875,436.718505859375,0.0
AT1,Dividing_Basal,0.5669217109680176,345.44366455078125,0.0
AT1,Endothelia_Lymphatic,0.4995739459991455,304.406494140625,0.0
AT1,Endothelia_vascular_Cap_a,0.7213682532310486,439.55291748046875,0.0
AT1,Endothelia_vascular_Cap_g,0.7083302736282349,431.60845947265625,0.0
AT1,Endothelia_vascular_arterial_pulmonary,0.5832383036613464,355.3858947753906,0.0
AT1,Endothelia_vascular_arterial_systemic,0.3317511975765228,202.1466827392578,0.0
AT1,Endothelia_vascular_venous_pulmonary,0.5507689118385315,335.6012268066406,0.0
AT1,Endothelia_vascular_venous_systemic,0.38858428597450256,236.77691650390625,0.0
AT1,Erythrocyte,0.7118185758590698,433.7339782714844,0.0
AT1,Fibro_adventitial,0.44161051511764526,269.0874938964844,0.0
AT1,Fibro_alveolar,0.7162471413612366,436.43243408203125,0.0
AT1,Fibro_immune_recruiting,0.6102043986320496,371.81719970703125,0.0
AT1,Fibro_myofibroblast,0.3939058482646942,240.01951599121094,0.0
AT1,Fibro_peribronchial,0.39617812633514404,241.40408325195312,0.0
AT1,Fibro_perichondrial,0.39998483657836914,243.72364807128906,0.0
AT1,ILC,0.7208350300788879,439.2279968261719,0.0
AT1,Ionocyte_n_Brush,0.3657919764518738,222.88882446289062,0.0
AT1,MAIT,0.738477349281311,449.97802734375,0.0
AT1,Macro_CHIT1,0.7131602764129639,434.551513671875,0.0
AT1,Macro_interstitial,0.7370346188545227,449.09893798828125,0.0
AT1,Macro_AW_CX3CR1,0.7110424637794495,433.2610778808594,0.0
AT1,Macro_alveolar_metallothioneins,0.6761381030082703,411.9927062988281,0.0
AT1,Macro_alv,0.7153950333595276,435.9132385253906,0.0
AT1,Macro_dividing,0.7211635708808899,439.4281921386719,0.0
AT1,Macro_int,0.7034534215927124,428.6368103027344,0.0
AT1,Macro_CCL,0.7333632111549377,446.86181640625,0.0
AT1,Mast_cell,0.6672361493110657,406.5684814453125,0.0
AT1,Megakaryocyte,0.6421411633491516,391.27728271484375,0.0
AT1,Mesothelia,0.6104898452758789,371.9911193847656,0.0
AT1,Macrophage_intermediate,0.7161380648612976,436.3659973144531,0.0
AT1,Monocyte_CD14,0.7318709492683411,445.9525451660156,0.0
AT1,Monocyte_CD16,0.7322466373443604,446.18145751953125,0.0
AT1,Muscle_airway,0.012423619627952576,7.570111274719238,3.7290466883945834e-14
AT1,Muscle_pericyte_airway,0.429453581571579,261.6799011230469,0.0
AT1,Muscle_pericyte_parenchyma,0.7316122651100159,445.794921875,0.0
AT1,Muscle_perivascular_immune_recruiting,0.6027383208274841,367.26788330078125,0.0
AT1,Muscle_smooth_pulmonary,0.004261279013007879,2.596534490585327,0.009416945083132702
AT1,Muscle_smooth_syst_arterial,-0.007563422434031963,-4.608636856079102,4.05317544566554e-06
AT1,Myoepithelial,0.585334300994873,356.66302490234375,0.0
AT1,NAF_endoneurial,0.043888747692108154,26.742826461791992,1.4963442990838536e-157
AT1,NAF_perineurial,0.008039896376430988,4.898967742919922,9.634145771220865e-07
AT1,NK_CD16hi,0.7329094409942627,446.5853271484375,0.0
AT1,NKT,0.7399953007698059,450.9029541015625,0.0
AT1,NK_CD11d,0.7213759422302246,439.5575866699219,0.0
AT1,NK_CD56bright,0.7094709873199463,432.30352783203125,0.0
AT1,Neuroendocrine,0.6169420480728149,375.92266845703125,0.0
AT1,SMG_Basal,0.4215289056301117,256.85113525390625,0.0
AT1,SMG_Duct,0.5699830055236816,347.3089904785156,0.0
AT1,SMG_Mucous,0.6235378980636597,379.94171142578125,0.0
AT1,SMG_Serous,0.5767409801483154,351.4268493652344,0.0
AT1,Schwann_Myelinating,0.46465444564819336,283.12890625,0.0
AT1,Schwann_nonmyelinating,-0.17746859788894653,-108.1373291015625,0.0
AT1,Secretory_Club,0.24539653956890106,149.52801513671875,0.0
AT1,Secretory_Goblet,0.4396522641181946,267.894287109375,0.0
AT1,Suprabasal,0.2830169200897217,172.45132446289062,0.0
AT1,T_reg,0.7272895574569702,443.16094970703125,0.0
AT1,gdT,0.7296876311302185,444.6221618652344,0.0
AT2,AT2,0.7447538375854492,453.802490234375,0.0
AT2,B_memory,0.7424748539924622,452.4138488769531,0.0
AT2,B_naive,0.7508310079574585,457.5055236816406,0.0
AT2,B_plasma_IgA,0.5781741738319397,352.3001403808594,0.0
AT2,B_plasma_IgG,0.4938119053840637,300.8955078125,0.0
AT2,B_plasmablast,0.6639986634254456,404.59576416015625,0.0
AT2,Basal,0.27907639741897583,170.05023193359375,0.0
AT2,CD4_EM_Effector,0.7422839999198914,452.29754638671875,0.0
AT2,CD4_TRM,0.7390214800834656,450.3096008300781,0.0
AT2,CD4_naive_CM,0.6171240210533142,376.0335388183594,0.0
AT2,CD8_EM,0.7479134202003479,455.72772216796875,0.0
AT2,CD8_EM_EMRA,0.7578287720680237,461.76947021484375,0.0
AT2,CD8_TRM_EM,0.7540575265884399,459.4715270996094,0.0
AT2,CD8_TRM,0.7362035512924194,448.592529296875,0.0
AT2,Chondrocyte,0.5528265237808228,336.8550109863281,0.0
AT2,Ciliated,0.4080444872379303,248.6346435546875,0.0
AT2,DC_1,0.7463868260383606,454.7975158691406,0.0
AT2,DC_2,0.7474284768104553,455.4322509765625,0.0
AT2,DC_activated,0.7488886117935181,456.32196044921875,0.0
AT2,DC_plasmacytoid,0.7371696829795837,449.18121337890625,0.0
AT2,Deuterosomal,0.0485902838408947,29.607624053955078,1.1920517990949725e-192
AT2,Dividing_AT2,0.720061182975769,438.7564697265625,0.0
AT2,Dividing_Basal,0.5836346745491028,355.6274108886719,0.0
AT2,Endothelia_Lymphatic,0.4939807653427124,300.9983825683594,0.0
AT2,Endothelia_vascular_Cap_a,0.7363799810409546,448.7000427246094,0.0
AT2,Endothelia_vascular_Cap_g,0.7287972569465637,444.07965087890625,0.0
AT2,Endothelia_vascular_arterial_pulmonary,0.5733497142791748,349.3604431152344,0.0
AT2,Endothelia_vascular_arterial_systemic,0.3001396059989929,182.8847198486328,0.0
AT2,Endothelia_vascular_venous_pulmonary,0.5447691082954407,331.94537353515625,0.0
AT2,Endothelia_vascular_venous_systemic,0.3650253415107727,222.42169189453125,0.0
AT2,Erythrocyte,0.7174842953681946,437.186279296875,0.0
AT2,Fibro_adventitial,0.4289100468158722,261.34869384765625,0.0
AT2,Fibro_alveolar,0.7219812870025635,439.92645263671875,0.0
AT2,Fibro_immune_recruiting,0.6353265643119812,387.12493896484375,0.0
AT2,Fibro_myofibroblast,0.37369146943092346,227.70223999023438,0.0
AT2,Fibro_peribronchial,0.36838388442993164,224.46817016601562,0.0
AT2,Fibro_perichondrial,0.40477272868156433,246.64105224609375,0.0
AT2,ILC,0.7379373908042908,449.6490173339844,0.0
AT2,Ionocyte_n_Brush,0.3776809573173523,230.13316345214844,0.0
AT2,MAIT,0.75730961561203,461.453125,0.0
AT2,Macro_CHIT1,0.7320836186408997,446.0821228027344,0.0
AT2,Macro_interstitial,0.7561264038085938,460.732177734375,0.0
AT2,Macro_AW_CX3CR1,0.7299156785011292,444.7611389160156,0.0
AT2,Macro_alveolar_metallothioneins,0.6877418756484985,419.0632629394531,0.0
AT2,Macro_alv,0.7341498136520386,447.34112548828125,0.0
AT2,Macro_dividing,0.7397521734237671,450.75482177734375,0.0
AT2,Macro_int,0.7281586527824402,443.6905212402344,0.0
AT2,Macro_CCL,0.7537204027175903,459.26611328125,0.0
AT2,Mast_cell,0.6671693921089172,406.5278015136719,0.0
AT2,Megakaryocyte,0.6641173362731934,404.6680908203125,0.0
AT2,Mesothelia,0.6391383409500122,389.44757080078125,0.0
AT2,Macrophage_intermediate,0.7370364665985107,449.1000671386719,0.0
AT2,Monocyte_CD14,0.745621919631958,454.3314514160156,0.0
AT2,Monocyte_CD16,0.7502638697624207,457.1599426269531,0.0
AT2,Muscle_airway,-0.032855600118637085,-20.019975662231445,3.6890130951926155e-89
AT2,Muscle_pericyte_airway,0.42297881841659546,257.734619140625,0.0
AT2,Muscle_pericyte_parenchyma,0.7457021474838257,454.3803405761719,0.0
AT2,Muscle_perivascular_immune_recruiting,0.6197494864463806,377.6333312988281,0.0
AT2,Muscle_smooth_pulmonary,-0.044465288519859314,-27.094131469726562,1.1545998082953863e-161
AT2,Muscle_smooth_syst_arterial,-0.057064592838287354,-34.77129364013672,6.60753086218555e-265
AT2,Myoepithelial,0.6157446503639221,375.19305419921875,0.0
AT2,NAF_endoneurial,0.025996048003435135,15.840229034423828,1.6422160517067868e-56
AT2,NAF_perineurial,-0.0350358821451664,-21.348491668701172,4.0272809543907544e-101
AT2,NK_CD16hi,0.7555655241012573,460.3904113769531,0.0
AT2,NKT,0.757652759552002,461.6622314453125,0.0
AT2,NK_CD11d,0.746932327747345,455.1299133300781,0.0
AT2,NK_CD56bright,0.7355014085769653,448.1647033691406,0.0
AT2,Neuroendocrine,0.6392073035240173,389.4895935058594,0.0
AT2,SMG_Basal,0.42826420068740845,260.9551696777344,0.0
AT2,SMG_Duct,0.6014036536216736,366.4546203613281,0.0
AT2,SMG_Mucous,0.6462703943252563,393.7933654785156,0.0
AT2,SMG_Serous,0.6065307855606079,369.5787353515625,0.0
AT2,Schwann_Myelinating,0.5033183693885803,306.6880798339844,0.0
AT2,Schwann_nonmyelinating,-0.1630752831697464,-99.36701965332031,0.0
AT2,Secretory_Club,0.24421058595180511,148.8053741455078,0.0
AT2,Secretory_Goblet,0.4473440945148468,272.5811767578125,0.0
AT2,Suprabasal,0.29326125979423523,178.6935272216797,0.0
AT2,T_reg,0.7449601888656616,453.92822265625,0.0
