slide,axis,modality,intra_mean,inter_mean,ratio,null_ratio_mean,null_ratio_95lo,null_ratio_95hi,p_perm
1_085_12,1,Hist2Cell,0.49927435129969305,1.328640788730238,0.37577828073217745,1.0005458454816427,0.7980886404009463,1.1436625564902532,0.0
1_085_12,1,Proteomics,0.460007257391347,1.3560931025714258,0.33921509999503763,1.0018172576629558,0.8059537802242626,1.1372416955758038,0.0
1_085_12,2,Hist2Cell,0.7189588800040813,1.258442785956093,0.5713083566670513,1.0044980908944636,0.798077830169312,1.174771107357133,0.0
1_085_12,2,Proteomics,0.6948161144885562,1.2724565602360536,0.5460430919226513,1.0063223568315374,0.8072789240377601,1.1686717710100851,0.0
1_085_12,3,Hist2Cell,1.0512852794069403,1.1718494228644851,0.897116352062677,1.0011772232368563,0.8006021178461382,1.1692881111454991,0.137
1_085_12,3,Proteomics,1.081442940717021,1.1231937407404144,0.9628284965371413,1.002147645217002,0.7789878018237543,1.1829082072145476,0.351
