axis,train_r,observed_top_r,null_mean,null_95_lo,null_95_hi,permutation_p_top_axis
1,0.9362538597383652,0.9362538597383652,0.7777605908417775,0.6829302782132805,0.8634147214299341,0.0
2,0.8747823773059716,0.9362538597383652,0.7777605908417775,0.6829302782132805,0.8634147214299341,0.0
3,0.7101948095567165,0.9362538597383652,0.7777605908417775,0.6829302782132805,0.8634147214299341,0.0
