cell_type,gene,r,p,rank,direction,p_bh
Monocyte_CD14,ADK,-0.5787616328868188,2.5159714431621794e-05,1,neg,3.841177775820121e-05
Monocyte_CD14,PPAT,-0.5513725042332699,7.145685480569597e-05,2,neg,8.890432946276327e-05
Monocyte_CD14,UPF2,-0.5479539636912751,8.088696615327073e-05,3,neg,9.879324110323143e-05
Monocyte_CD14,ACAD8,-0.5428510076123676,9.708683798526074e-05,4,neg,0.00011511045356661077
Monocyte_CD14,CLPP,-0.5304863076779451,0.0001492982668924725,5,neg,0.0001706265907342543
Monocyte_CD16,ADK,-0.6314306035211863,2.5356407153953597e-06,1,neg,7.218905951303515e-06
Monocyte_CD16,PGGT1B,-0.5874432351729865,1.77157472442957e-05,2,neg,2.983629176439993e-05
Monocyte_CD16,SELENOH,-0.580367377588823,2.359691297382227e-05,3,neg,3.672671279972338e-05
Monocyte_CD16,ARHGDIB,-0.573638760409283,3.0802464318080425e-05,4,neg,4.5049307960629506e-05
Monocyte_CD16,LRCH4,-0.5587216076418112,5.448849349654061e-05,5,neg,7.042961111861883e-05
Muscle_airway,CTPS2,-0.6279226387889051,2.9937612668895497e-06,1,neg,7.956840576450631e-06
Muscle_airway,CPSF7,-0.6147796274074656,5.479350073445133e-06,2,neg,1.256011478153612e-05
Muscle_airway,SLC25A13,-0.6047935036095891,8.518889318409606e-06,3,neg,1.7297237194740317e-05
Muscle_airway,FASN,-0.5993638289001709,1.0761939427617051e-05,4,neg,2.0547855709054032e-05
Muscle_airway,NUDCD1,-0.5956079168513223,1.2619098868293932e-05,5,neg,2.2998169820377926e-05
Muscle_pericyte_airway,MPG,-0.6419652457282223,1.520560634737933e-06,1,neg,5.554559396302952e-06
Muscle_pericyte_airway,HBA1,-0.5387033512468292,0.00011237368887995203,2,neg,0.00013162364729716195
Muscle_pericyte_airway,MACROH2A2,-0.5231887956461873,0.00019098937494743673,3,neg,0.0002133959496619405
Muscle_pericyte_airway,H2AZ1;H2AZ2,-0.5077133731230672,0.0003162004793497708,4,neg,0.0003427647472626242
Muscle_pericyte_airway,RBM15,-0.5068703163313438,0.0003247825941237181,5,neg,0.0003515914415412375
Muscle_pericyte_parenchyma,PEBP1,-0.5831073157086806,2.1134503910058555e-05,1,neg,3.3882972200494675e-05
Muscle_pericyte_parenchyma,UPF2,-0.5693915532132718,3.633611644571211e-05,2,neg,5.0745011077625236e-05
Muscle_pericyte_parenchyma,PPAT,-0.5521371672425768,6.948990721888926e-05,3,neg,8.696931948672344e-05
Muscle_pericyte_parenchyma,CLPP,-0.5499130845048203,7.535259818869378e-05,4,neg,9.346058690070546e-05
Muscle_pericyte_parenchyma,GSTK1,-0.5332174087597171,0.0001359552168971323,5,neg,0.00015604615999670853
Muscle_perivascular_immune_recruiting,MPG,-0.6026575614204309,9.344085197593444e-06,1,neg,1.8366752231141902e-05
Muscle_perivascular_immune_recruiting,ARID1A,-0.57822072438322,2.570717721295246e-05,2,neg,3.909836838471857e-05
Muscle_perivascular_immune_recruiting,HBA1,-0.5712709894869082,3.378385638130865e-05,3,neg,4.816808640112575e-05
Muscle_perivascular_immune_recruiting,RTF1,-0.558322785829517,5.530515127816216e-05,4,neg,7.123673555779659e-05
Muscle_perivascular_immune_recruiting,DLST,-0.5336338102606114,0.00013401892931352855,5,neg,0.00015404474633738913
Muscle_smooth_pulmonary,CTPS2,-0.620715297057147,4.184627346859315e-06,1,neg,1.0113902953134297e-05
Muscle_smooth_pulmonary,CPSF7,-0.5944822413945511,1.3230626262572542e-05,2,neg,2.3804360348147003e-05
Muscle_smooth_pulmonary,NUDCD1,-0.5752379804647199,2.892741712345881e-05,3,neg,4.309484860105595e-05
Muscle_smooth_pulmonary,ST13,-0.5722732001295041,3.249104773428435e-05,4,neg,4.691848048272108e-05
Muscle_smooth_pulmonary,SLC25A13,-0.5655656381246936,4.2085527337532014e-05,5,neg,5.687233423990813e-05
Muscle_smooth_syst_arterial,CTPS2,-0.6523840100243963,8.99343587823509e-07,1,neg,4.175465564569523e-06
Muscle_smooth_syst_arterial,ST13,-0.6321090428085203,2.454904450166495e-06,2,neg,7.064473237889195e-06
Muscle_smooth_syst_arterial,TACSTD2,-0.6259902520067618,3.2777194283184485e-06,3,neg,8.447600249327943e-06
Muscle_smooth_syst_arterial,CPSF7,-0.6218994201213787,3.962892268560836e-06,4,neg,9.845695077169778e-06
Muscle_smooth_syst_arterial,HSPA1L,-0.6119646501357018,6.214674274085397e-06,5,neg,1.3583987484339665e-05
Myoepithelial,VIM,-0.5148296994339516,0.00025152301998931925,1,neg,0.0002767791141560597
Myoepithelial,ARID1A,-0.4886918570307749,0.0005691131334601973,2,neg,0.0006014405637624278
Myoepithelial,HBA1,-0.48251223763367385,0.0006838829088984255,3,neg,0.000715171669436262
Myoepithelial,ACTBL2,-0.45908687880567806,0.0013311360724901355,4,neg,0.0013617760332379904
Myoepithelial,HBB,-0.44738871737522923,0.0018247377225379946,5,neg,0.0018596053223317143
NAF_endoneurial,TACSTD2,-0.563659490360531,4.5250458252654724e-05,1,neg,5.993438179159566e-05
NAF_endoneurial,CALB2,-0.5488604877232911,7.828160176681642e-05,2,neg,9.624255498168214e-05
NAF_endoneurial,BPNT1,-0.5488478539775953,7.831737911634384e-05,3,neg,9.624255498168214e-05
NAF_endoneurial,F11R,-0.5378677907788767,0.0001157064718753098,4,neg,0.00013479500754041632
NAF_endoneurial,KRT7,-0.5303879707277294,0.00014980015842924743,5,neg,0.00017088855746160878
NAF_perineurial,CTPS2,-0.6265559313758896,3.19211740507086e-06,1,neg,8.313061374629818e-06
NAF_perineurial,SLC25A13,-0.5834639196257166,2.0831993098546775e-05,2,neg,3.3465049154292004e-05
NAF_perineurial,CPSF7,-0.575014696978535,2.9182767179447566e-05,3,neg,4.331394015502422e-05
NAF_perineurial,CTNNA1,-0.5680610664357333,3.824838410837472e-05,4,neg,5.257509843075563e-05
NAF_perineurial,FASN,-0.556657775003518,5.883681645313388e-05,5,neg,7.504586420016137e-05
NKT,ADK,-0.5975150085023981,1.1642121237498415e-05,1,neg,2.154716459534672e-05
NKT,UPF2,-0.5789459344851806,2.4975637231472447e-05,2,neg,3.8203651596898576e-05
NKT,PPAT,-0.5672062866386486,3.952509737725762e-05,3,neg,5.414396900994195e-05
NKT,TRIM14,-0.5587884909619825,5.4352622425257735e-05,4,neg,7.042961111861883e-05
NKT,SELENOH,-0.5488885853081585,7.82020860015109e-05,5,neg,9.624255498168214e-05
NK_CD11d,GSTK1,-0.640018135961004,1.6737221069096364e-06,1,neg,5.815520302993681e-06
NK_CD11d,GDI2,-0.6073931962183612,7.605307412505979e-06,2,neg,1.6011173500012588e-05
NK_CD11d,CCT3,-0.6012258969911087,9.93776741764485e-06,3,neg,1.9111091187778557e-05
NK_CD11d,TRIM14,-0.5923706416356911,1.4451900766099257e-05,4,neg,2.5386547464980322e-05
NK_CD11d,UPF2,-0.5866803519398338,1.827773596918547e-05,5,neg,3.06544838057618e-05
NK_CD16hi,GSTK1,-0.6035115198079466,9.005710380982634e-06,1,neg,1.7968902287420826e-05
NK_CD16hi,UPF2,-0.5921938986311127,1.455868688648998e-05,2,neg,2.5430020762427912e-05
NK_CD16hi,GDI2,-0.5864387816788461,1.8459078537480522e-05,3,neg,3.076250795644921e-05
NK_CD16hi,CCT3,-0.5846719425320835,1.9836524072447403e-05,4,neg,3.238616175093454e-05
NK_CD16hi,TRIM14,-0.5812111645486704,2.281189176245313e-05,5,neg,3.5817664549853134e-05
NK_CD56bright,GSTK1,-0.6830569416079667,1.693681228598365e-07,1,neg,2.9397727785429595e-06
NK_CD56bright,PEBP1,-0.6335487371825989,2.2913999702112164e-06,2,neg,6.784167114101096e-06
NK_CD56bright,GDI2,-0.6176329745049399,4.816713752076041e-06,3,neg,1.1468366076371525e-05
NK_CD56bright,CCT3,-0.6037150977784196,8.926729142100243e-06,4,neg,1.794317415497536e-05
NK_CD56bright,ALDH9A1,-0.586464702065223,1.84395416751304e-05,5,neg,3.076250795644921e-05
Neuroendocrine,CFL1,-0.5249725291953155,0.00017992457517879146,1,neg,0.00020244677938541935
Neuroendocrine,MDH1,-0.5214877870053011,0.0002021121074768928,2,neg,0.00022519454872077193
Neuroendocrine,ERG28,-0.5008274759062761,0.00039271710001598237,3,neg,0.00042114434318067813
Neuroendocrine,VIM,-0.48727162583000233,0.0005938375060476897,4,neg,0.0006250921116291471
Neuroendocrine,ALDH9A1,-0.4862393622372126,0.0006124088291059593,5,neg,0.0006421062428371788
SMG_Basal,UGDH,-0.5657908994161688,4.172521231993187e-05,1,neg,5.657655907787372e-05
SMG_Basal,TMPPE,-0.5095303322856662,0.00029839683357524294,2,neg,0.0003252281564852784
SMG_Basal,PPP1R14B,-0.5014594101763535,0.0003850570532870634,3,neg,0.0004134840840666453
SMG_Basal,ESYT2,-0.48715424626062376,0.0005959234671975011,4,neg,0.0006264635660420511
SMG_Basal,PPIB,-0.48223252656163085,0.0006895372161777047,5,neg,0.0007201433067130076
SMG_Duct,GRB2,-0.6652587431413847,4.5683264615625774e-07,1,neg,3.2342134241150994e-06
SMG_Duct,ARAP1,-0.6586208398522566,6.503962404202923e-07,2,neg,3.7278784565879583e-06
SMG_Duct,HBA1,-0.6565536983627045,7.247478353011871e-07,3,neg,3.844462337295859e-06
SMG_Duct,PPP1R18,-0.6380874777267276,1.8396046792545917e-06,4,neg,5.971684204081407e-06
SMG_Duct,STK4,-0.6286947862733835,2.8868016690442033e-06,5,neg,7.855242636854975e-06
SMG_Mucous,CFL1,-0.6151421953362549,5.390717019215785e-06,1,neg,1.2428166038537832e-05
SMG_Mucous,TAGLN2,-0.5383976902596154,0.00011358260156035804,2,neg,0.00013284514802381058
SMG_Mucous,MDH1,-0.536079125006329,0.00012314518013067932,3,neg,0.0001427770204413673
SMG_Mucous,STIP1,-0.5241051864440316,0.00018523005966497585,4,neg,0.0002078126725293009
SMG_Mucous,PDIA3,-0.5215235486794063,0.00020187234859236902,5,neg,0.00022519454872077193
SMG_Serous,HBA1,-0.6674087421705257,4.066685912462731e-07,1,neg,3.1345933527133983e-06
SMG_Serous,HBB,-0.6015019484881402,9.820658341652688e-06,2,neg,1.9036198030649708e-05
SMG_Serous,GRB2,-0.5904920233570137,1.562472903393619e-05,3,neg,2.711449723893482e-05
SMG_Serous,SMU1,-0.5777534920623996,2.618884677718647e-05,4,neg,3.9605061288750806e-05
SMG_Serous,TLN1,-0.5750964465934734,2.90890383225495e-05,5,neg,4.325507557256431e-05
Schwann_Myelinating,ARHGDIB,-0.5433791455076317,9.528274438697082e-05,1,neg,0.00011377044105906963
Schwann_Myelinating,MDH1,-0.5257536208313192,0.00017526506881848647,2,neg,0.00019776030332128235
Schwann_Myelinating,B2M,-0.5187676768320049,0.00022112344148905727,3,neg,0.00024535194617371126
Schwann_Myelinating,VIM,-0.5135631487661637,0.0002620752721693709,4,neg,0.00028642106248018674
Schwann_Myelinating,CFL1,-0.5091087501666228,0.000302445040413879,5,neg,0.00032919188072258937
Schwann_nonmyelinating,WIPI2,-0.5625959797274884,4.710950707509376e-05,1,neg,6.188440995086208e-05
Schwann_nonmyelinating,GDI2,-0.5544941766299673,6.373377335711083e-05,2,neg,8.042116511938276e-05
Schwann_nonmyelinating,GSTK1,-0.5466511626857122,8.476986130734332e-05,3,neg,0.00010290726714093272
Schwann_nonmyelinating,SERPINE2,-0.5427193486031792,9.7541397588774e-05,4,neg,0.00011543360661393373
Schwann_nonmyelinating,OXCT1,-0.5175011354364831,0.00023051635179704988,5,neg,0.00025506650267999987
Secretory_Club,GSTK1,-0.7091888253210051,3.458711872461606e-08,1,neg,1.2030302165083846e-06
Secretory_Club,NIBAN1,-0.6771258456346267,2.3752820466071967e-07,2,neg,2.9397727785429595e-06
Secretory_Club,OGFR,-0.6759851825820594,2.5326758534838234e-07,3,neg,2.9397727785429595e-06
Secretory_Club,GMPPB,-0.6585251672836026,6.536746881558031e-07,4,neg,3.7278784565879583e-06
Secretory_Club,GMPPA,-0.6303712740193582,2.666633430070675e-06,5,neg,7.4331245437510106e-06
Secretory_Goblet,GSTK1,-0.6442185589293173,1.359576526471784e-06,1,neg,5.140110011767741e-06
Secretory_Goblet,ALDH9A1,-0.6186288126845104,4.603454237583904e-06,2,neg,1.0993323552439172e-05
Secretory_Goblet,ISLR,-0.6152863462285313,5.355847331856012e-06,3,neg,1.2428166038537832e-05
Secretory_Goblet,F11R,-0.6102015290693156,6.720542458094059e-06,4,neg,1.4570281751965438e-05
Secretory_Goblet,CANX,-0.606329889715127,7.967459972224589e-06,5,neg,1.6470201492970725e-05
Suprabasal,UGDH,-0.7580272362280484,1.0586378440535782e-09,1,neg,2.823034250809542e-07
Suprabasal,BPNT2,-0.7206105966801704,1.634275137440966e-08,2,neg,1.0057077768867482e-06
Suprabasal,MFF,-0.7119851727291023,2.888291517066932e-08,3,neg,1.2030302165083846e-06
Suprabasal,KIF5B,-0.7097285203705319,3.341015797353464e-08,4,neg,1.2030302165083846e-06
Suprabasal,CALU,-0.7024656014359424,5.2898049496263866e-08,5,neg,1.6276322921927342e-06
T_reg,GSTK1,-0.6437787238906828,1.3897004145224656e-06,1,neg,5.140110011767741e-06
T_reg,PEBP1,-0.6211538099908986,4.101209222673319e-06,2,neg,1.0002949323593462e-05
T_reg,UPF2,-0.594527641850848,1.3205443727848376e-05,3,neg,2.3804360348147003e-05
T_reg,GDI2,-0.5914403444872409,1.5022170321232764e-05,4,neg,2.6182431932431832e-05
T_reg,CCT3,-0.5859462778368544,1.883392465207301e-05,5,neg,3.119490625602155e-05
gdT,GSTK1,-0.5944632463823664,1.3241175443656772e-05,1,neg,2.3804360348147003e-05
gdT,UPF2,-0.5892166501104945,1.64701627269892e-05,2,neg,2.829762131665689e-05
gdT,PPAT,-0.5789920605776686,2.492976107748568e-05,3,neg,3.8203651596898576e-05
gdT,TRIM14,-0.5771633134452234,2.6809094452850957e-05,4,neg,4.039034945815587e-05
gdT,GDI2,-0.5683083257502396,3.788618031208557e-05,5,neg,5.2166857572579106e-05
AT1,COLGALT1,0.684196447565667,1.5857027690913128e-07,1,pos,2.9397727785429595e-06
AT1,ALDH1B1,0.6462654235363019,1.2271910903027816e-06,2,pos,4.972075310013055e-06
AT1,MRI1,0.6459112362766608,1.24920741906287e-06,3,pos,4.972075310013055e-06
AT1,CCDC124,0.6345144577791976,2.187440020229303e-06,4,pos,6.581565793281138e-06
AT1,ISYNA1,0.6152184750638863,5.372239140433166e-06,5,pos,1.2428166038537832e-05
AT2,COLGALT1,0.7097829234270796,3.329361808468434e-08,1,pos,1.2030302165083846e-06
AT2,ALDH1B1,0.688928226822116,1.2023807727246094e-07,2,pos,2.880532495705016e-06
AT2,ISYNA1,0.6804739557363032,1.9643315352091406e-07,3,pos,2.9397727785429595e-06
AT2,MRI1,0.6755823823996281,2.5905391498604047e-07,4,pos,2.9397727785429595e-06
AT2,CCDC124,0.656973615594127,7.090333566939222e-07,5,pos,3.812665634958169e-06
B_memory,ALDH1B1,0.663661700543759,4.977575731590633e-07,1,pos,3.318383821060422e-06
B_memory,CC2D1A,0.6578188667105691,6.783572052970754e-07,2,pos,3.7426604430183475e-06
B_memory,ISYNA1,0.6559429047197254,7.481838832923415e-07,3,pos,3.844462337295859e-06
B_memory,MRI1,0.6475148309065245,1.1523700076399024e-06,4,pos,4.776663244103222e-06
B_memory,COLGALT1,0.6400119768479612,1.674228506054476e-06,5,pos,5.815520302993681e-06
B_naive,MRI1,0.6846409618515602,1.5453491997163837e-07,1,pos,2.9397727785429595e-06
B_naive,CC2D1A,0.684560745434982,1.5525597896193233e-07,2,pos,2.9397727785429595e-06
B_naive,ALDH1B1,0.6720926822885515,3.1459661431476604e-07,3,pos,3.032602756865706e-06
B_naive,LAMB3,0.6652792084523084,4.563291398085312e-07,4,pos,3.2342134241150994e-06
B_naive,CCDC124,0.6437247312211605,1.3934406823956635e-06,5,pos,5.140110011767741e-06
B_plasma_IgA,HSPA1L,0.7301193522591359,8.50902748261717e-09,1,pos,6.23122030741673e-07
B_plasma_IgA,SLC25A13,0.7185061750467371,1.881488298494105e-08,2,pos,1.07513617056806e-06
B_plasma_IgA,DDX3X,0.7129800184210277,2.7075272246435134e-08,3,pos,1.2030302165083846e-06
B_plasma_IgA,HSPA1A;HSPA1B,0.6825026105237687,1.7486523118392938e-07,4,pos,2.9397727785429595e-06
B_plasma_IgA,OSBP,0.6786737713863481,2.1762341750886094e-07,5,pos,2.9397727785429595e-06
B_plasma_IgG,FSCN1,0.6636962037812106,4.968384919035174e-07,1,pos,3.318383821060422e-06
B_plasma_IgG,CYCS,0.5720906268486299,3.272312768132224e-05,2,pos,4.695628038401253e-05
B_plasma_IgG,S100A6,0.5587662324794443,5.439780531557581e-05,3,pos,7.042961111861883e-05
B_plasma_IgG,PURB,0.5516840173573636,7.064949462631809e-05,4,pos,8.803675342843376e-05
B_plasma_IgG,SLC25A13,0.5477893448989768,8.13684805247572e-05,5,pos,9.92298542984844e-05
B_plasmablast,FSCN1,0.6818614243066353,1.8143096802702985e-07,1,pos,2.9397727785429595e-06
B_plasmablast,OSBP,0.6589936308247014,6.377669088397653e-07,2,pos,3.6971994715348715e-06
B_plasmablast,S100B,0.6481142849687054,1.1179950221151813e-06,3,pos,4.7404553989447365e-06
B_plasmablast,TUBB2A,0.6259677958741302,3.281161047974379e-06,4,pos,8.447600249327943e-06
B_plasmablast,PTX3,0.6215170246748515,4.0332818129762416e-06,5,pos,9.928078308864595e-06
Basal,H2AC25;H2AC4;H2AC6,0.5850429884767551,1.9539654178668542e-05,1,pos,3.196822399545321e-05
Basal,TAF15,0.5807475191980943,2.3240227139176284e-05,2,pos,3.6312854904962943e-05
Basal,SHOC2,0.5649634095905618,4.306284751720568e-05,3,pos,5.799710103327364e-05
Basal,H1-2,0.5617955490179916,4.855447741669572e-05,4,pos,6.367800316943701e-05
Basal,MECP2,0.5303577494537548,0.0001499547091725617,5,pos,0.00017088855746160878
CD4_EM_Effector,MRI1,0.6738238449041973,2.857878542705805e-07,1,pos,2.9397727785429595e-06
CD4_EM_Effector,ALDH1B1,0.6680007856172943,3.93783824215177e-07,2,pos,3.1345933527133983e-06
CD4_EM_Effector,CC2D1A,0.6620748842496389,5.417761286263811e-07,3,pos,3.4712354373627677e-06
CD4_EM_Effector,COLGALT1,0.6593360689533763,6.263670873085658e-07,4,pos,3.686982849440426e-06
CD4_EM_Effector,LAMB3,0.6469913321043828,1.1831890687208357e-06,5,pos,4.8490672266647915e-06
CD4_TRM,CC2D1A,0.6674802829462707,4.050910578090594e-07,1,pos,3.1345933527133983e-06
CD4_TRM,MRI1,0.6673459243886386,4.080584870003179e-07,2,pos,3.1345933527133983e-06
CD4_TRM,LAMB3,0.6560998804834433,7.420944412306341e-07,3,pos,3.844462337295859e-06
CD4_TRM,ALDH1B1,0.6555449479488361,7.638301779966383e-07,4,pos,3.844462337295859e-06
CD4_TRM,COLGALT1,0.6298009101957447,2.7397299389164687e-06,5,pos,7.557875693562672e-06
CD4_naive_CM,PLS3,0.6134719120580715,5.8103339199977455e-06,1,pos,1.2876086249302483e-05
CD4_naive_CM,MYH10,0.6010778405465371,1.0001106061530152e-05,2,pos,1.918677421876288e-05
CD4_naive_CM,ANPEP,0.5564971448704381,5.918820296635374e-05,3,pos,7.504586420016137e-05
CD4_naive_CM,PYCR1,0.5297126574172261,0.0001532884275898816,4,pos,0.0001744391779116718
CD4_naive_CM,HSPA2,0.5188787466195218,0.00022031649462816993,5,pos,0.00024479610514241103
CD8_EM,MRI1,0.6772162225061173,2.3632093726355663e-07,1,pos,2.9397727785429595e-06
CD8_EM,ALDH1B1,0.6700969484770379,3.5115480279124256e-07,2,pos,3.090980365329038e-06
CD8_EM,CC2D1A,0.6677594910770834,3.9898860459963714e-07,3,pos,3.1345933527133983e-06
CD8_EM,COLGALT1,0.6549258261306092,7.887773512127438e-07,4,pos,3.943886756063719e-06
CD8_EM,LAMB3,0.6517287436142403,9.300933534461819e-07,5,pos,4.251855330039689e-06
CD8_EM_EMRA,ALDH1B1,0.6710406055786007,3.3340213212440517e-07,1,pos,3.090980365329038e-06
CD8_EM_EMRA,COLGALT1,0.6671950235069143,4.1141537754363355e-07,2,pos,3.1345933527133983e-06
CD8_EM_EMRA,ISYNA1,0.6592909844568406,6.278570539031136e-07,3,pos,3.686982849440426e-06
CD8_EM_EMRA,MRI1,0.6545941815395071,8.024500637304754e-07,4,pos,3.962716364101113e-06
CD8_EM_EMRA,CCDC124,0.6481690012385138,1.1149052527859027e-06,5,pos,4.7404553989447365e-06
CD8_TRM,MRI1,0.6619599428136116,5.451012230484054e-07,1,pos,3.4712354373627677e-06
CD8_TRM,CC2D1A,0.6381517097692355,1.833849285315381e-06,2,pos,5.971684204081407e-06
CD8_TRM,ALDH1B1,0.6358319080367318,2.052651912443082e-06,3,pos,6.308028285498885e-06
CD8_TRM,LAMB3,0.619700866978644,4.3836481284920126e-06,4,pos,1.0499755996388055e-05
CD8_TRM,COLGALT1,0.6173519013601954,4.878536549179913e-06,5,pos,1.1581095665708992e-05
CD8_TRM_EM,MRI1,0.6761219940365317,2.513298034134692e-07,1,pos,2.9397727785429595e-06
CD8_TRM_EM,ALDH1B1,0.6698085141917955,3.5675413556646163e-07,2,pos,3.090980365329038e-06
CD8_TRM_EM,CC2D1A,0.6594482039069157,6.226754571958537e-07,3,pos,3.686982849440426e-06
CD8_TRM_EM,COLGALT1,0.6582332927447223,6.63771612341435e-07,4,pos,3.7278784565879583e-06
CD8_TRM_EM,CCDC124,0.6478722395258745,1.1317586416925707e-06,5,pos,4.756535792114749e-06
Chondrocyte,DBN1,0.712176638871523,2.852647784656881e-08,1,pos,1.2030302165083846e-06
Chondrocyte,CDH1,0.709600447060754,3.3686019307310744e-08,2,pos,1.2030302165083846e-06
Chondrocyte,CALU,0.6881308699879246,1.2602329668709444e-07,3,pos,2.880532495705016e-06
Chondrocyte,CTTN,0.6842929218266679,1.576862125318712e-07,4,pos,2.9397727785429595e-06
Chondrocyte,MFF,0.6802118576944826,1.9939384787726055e-07,5,pos,2.9397727785429595e-06
Ciliated,RFC2,0.5542878043088508,6.421978890425173e-05,1,pos,8.090682066677384e-05
Ciliated,RBM10,0.5481335019437054,8.036477561423894e-05,2,pos,9.830553591955833e-05
Ciliated,BRD4,0.5436685315695285,9.430721944392317e-05,3,pos,0.00011277395449198586
Ciliated,UBA2,0.528875867219294,0.00015771306779077676,4,pos,0.00017921939521679177
Ciliated,RBPMS,0.5138016747755509,0.00026005790419336705,5,pos,0.00028460509350847283
DC_1,CC2D1A,0.6513681617316531,9.474280355803444e-07,1,pos,4.303996371856561e-06
DC_1,ALDH1B1,0.6354705635031502,2.0888339495872543e-06,2,pos,6.35386752726161e-06
DC_1,LAMB3,0.6298450897040313,2.7340024095767745e-06,3,pos,7.557875693562672e-06
DC_1,MRI1,0.6214493842392285,4.045852394218841e-06,4,pos,9.92847213305237e-06
DC_1,CCDC124,0.6059192118656842,8.111540598543243e-06,5,pos,1.663905763803742e-05
DC_2,CC2D1A,0.6830352839939778,1.6957983417498212e-07,1,pos,2.9397727785429595e-06
DC_2,ALDH1B1,0.680122154705459,2.0041666126680013e-07,2,pos,2.9397727785429595e-06
DC_2,MRI1,0.6792072552152765,2.1113153358953696e-07,3,pos,2.9397727785429595e-06
DC_2,LAMB3,0.6558807619716247,7.506073413932057e-07,4,pos,3.844462337295859e-06
DC_2,CCDC124,0.6469103978999985,1.188021470532874e-06,5,pos,4.8490672266647915e-06
DC_activated,ALDH1B1,0.666374375169711,4.3012555717147904e-07,1,pos,3.186115238307252e-06
DC_activated,MRI1,0.6637952086485486,4.942100009230899e-07,2,pos,3.318383821060422e-06
DC_activated,COLGALT1,0.6539652953577774,8.289836372910031e-07,3,pos,3.971179100795224e-06
DC_activated,CCDC124,0.6448774408308738,1.3155818701093835e-06,4,pos,5.060762878391263e-06
DC_activated,CC2D1A,0.6446878722310921,1.3281024080491477e-06,5,pos,5.060762878391263e-06
DC_plasmacytoid,MRI1,0.6742581043804975,2.7895711340875096e-07,1,pos,2.9397727785429595e-06
DC_plasmacytoid,CC2D1A,0.6736129130988607,2.891616439626432e-07,2,pos,2.9397727785429595e-06
DC_plasmacytoid,ALDH1B1,0.6613575687247998,5.628395447487833e-07,3,pos,3.490477796891679e-06
DC_plasmacytoid,LAMB3,0.6575371534126867,6.884414640584424e-07,4,pos,3.7722819948407806e-06
DC_plasmacytoid,CCDC124,0.6329911028825472,2.3534944675329683e-06,5,pos,6.871516693526914e-06
Deuterosomal,DHX16,0.5741007383005512,3.0249675873728066e-05,1,pos,4.464896807930342e-05
Deuterosomal,RBM10,0.5686235252189974,3.7429007547995496e-05,2,pos,5.180485473771003e-05
Deuterosomal,MICAL3,0.5378557342909375,0.00011575521272533251,3,pos,0.00013479500754041632
Deuterosomal,DARS2,0.5370356598794261,0.00011911472299708237,4,pos,0.00013850549185707252
Deuterosomal,UBA2,0.531740063394358,0.00014303186715625138,5,pos,0.0001636988465307598
Dividing_AT2,ALDH1B1,0.6481567039483805,1.1155989763089735e-06,1,pos,4.7404553989447365e-06
Dividing_AT2,MRI1,0.6438795915793899,1.3827378799735612e-06,2,pos,5.140110011767741e-06
Dividing_AT2,CC2D1A,0.6370312402173978,1.9366805044107593e-06,3,pos,6.134948549876741e-06
Dividing_AT2,COLGALT1,0.6332932961558311,2.3196534242320155e-06,4,pos,6.822510071270633e-06
Dividing_AT2,LAMB3,0.61516253444692,5.3857843758109425e-06,5,pos,1.2428166038537832e-05
Dividing_Basal,C3,0.6540125555774681,8.269616920131284e-07,1,pos,3.971179100795224e-06
Dividing_Basal,POTEKP,0.5952028260152786,1.2836103955748968e-05,2,pos,2.3285449352832594e-05
Dividing_Basal,C4B,0.5925538742572594,1.4341954804653056e-05,3,pos,2.5272167056657368e-05
Dividing_Basal,IGHV4-34,0.586389920884267,1.8495957908815086e-05,4,pos,3.076250795644921e-05
Dividing_Basal,IGKV3-20,0.5850419333411647,1.9540492562919454e-05,5,pos,3.196822399545321e-05
Endothelia_Lymphatic,DDAH2,0.5494387060706489,7.666001925787924e-05,1,pos,9.464199908380153e-05
Endothelia_Lymphatic,SFXN2,0.5035057638556721,0.0003611676455026469,2,pos,0.00038992458353862014
Endothelia_Lymphatic,LDHB,0.49820386263429084,0.00042601033041456127,3,pos,0.00045562602183375534
Endothelia_Lymphatic,NME2,0.4922617253526865,0.0005110001702899325,4,pos,0.0005421752469919708
Endothelia_Lymphatic,GOLPH3L,0.48730063017849184,0.0005933230791692612,5,pos,0.0006250921116291471
Endothelia_vascular_Cap_a,COLGALT1,0.6367082701101403,1.9672981890206387e-06,1,pos,6.147806840689496e-06
Endothelia_vascular_Cap_a,MRI1,0.621773419403008,3.985959436070274e-06,2,pos,9.865546827755079e-06
Endothelia_vascular_Cap_a,ALDH1B1,0.6091900280747063,7.027643665669103e-06,3,pos,1.519490522306833e-05
Endothelia_vascular_Cap_a,ILK,0.6089208624705026,7.1115182349590356e-06,4,pos,1.5334810210154256e-05
Endothelia_vascular_Cap_a,NAPRT,0.6057957525195016,8.155321975733543e-06,5,pos,1.6686080768764282e-05
Endothelia_vascular_Cap_g,COLGALT1,0.6269906025179791,3.1277507561711104e-06,1,pos,8.230923042555554e-06
Endothelia_vascular_Cap_g,MRI1,0.6117160724351184,6.283800580098031e-06,2,pos,1.3685541224910294e-05
Endothelia_vascular_Cap_g,ILK,0.602752791130281,9.305778986279378e-06,3,pos,1.833651031779188e-05
Endothelia_vascular_Cap_g,NAPRT,0.6003885636383189,1.030090500742098e-05,4,pos,1.9714650731906183e-05
Endothelia_vascular_Cap_g,CCDC124,0.5979430257798981,1.1432650507847697e-05,5,pos,2.1329816095397683e-05
