,feature_type,axis1,axis2,axis3
CPSF1,gene,-0.009656905274362044,0.004826380303477829,0.00128960221085411
CPSF2,gene,-0.009706089103630907,-0.004076763039370656,-0.012415431087229943
CPSF3,gene,-0.007814425337559222,-0.01097222786629953,-0.0049798317542151345
CPSF6,gene,-0.0016963128673017395,0.01579843849031897,0.013175649626149253
CPSF7,gene,0.020113592337091712,0.015924112952110353,0.0031871280756977944
CPT1A,gene,0.002873679886004316,0.014831977986925609,-0.013557189763002304
CPT2,gene,-0.000894984744593341,0.003007433550455777,-0.0004025535819827159
CPVL,gene,-0.017867162205379025,-0.009562892876272301,-0.024828385882276104
CRABP2,gene,0.02485225404689646,-0.0027503066110994246,0.01010859668494966
CRAT,gene,-0.005120958600214231,-0.008668543361181226,0.0036506453473667323
CREB1,gene,-0.00720441857432962,0.005131606017724646,0.01503733084591442
CREBBP,gene,0.001602624778134335,0.016457095477752953,-0.019126882205303987
CREG1,gene,0.008023824140062521,-0.0016053169390163647,0.009188825771894938
CRIP1,gene,-0.03066755914582013,-0.012131825630268827,0.007088037353314234
CRIP2,gene,0.003266851581782246,-0.0021592559692756173,0.03362020680694575
CRK,gene,0.01919568959262998,0.02324269645378477,-0.011048909119976429
CRKL,gene,-0.0207680388866808,0.04062911646135623,-0.001853398435629427
CRLF3,gene,-0.036284717414618146,0.00030196632179205343,0.005540942612906797
CRNKL1,gene,0.0007397550929835611,-0.007534088936392687,0.009770610859211902
CROCC,gene,-0.015216537867507596,0.016030943516069582,0.01543647738939521
CRTAP,gene,0.024523120288313188,0.013716841762659412,-0.04605017927556545
CRTC3,gene,-0.015995617053485123,-0.002266232797467366,0.013104879010198134
CRYAB,gene,0.030037497114439832,0.007831769386419855,0.016639578243827027
CRYBG1,gene,0.006337063252087357,0.027573455188089756,0.00033048619259648103
CRYL1,gene,-0.023303256879146125,-0.0018104988298366616,0.019048438487321774
CRYZ,gene,-0.019452087512919866,0.0013995705611829863,0.012292214428556311
CS,gene,-0.00524440844184032,-0.0015873772078413713,-0.0018255432191847407
CSDE1,gene,0.016201597263393597,0.01648231745524981,-0.032879794260957454
CSE1L,gene,0.029120269362512764,-0.01331814476090438,-0.0049970504277456786
CSK,gene,-0.03796775711973534,0.0020018634763206747,-0.004592115578567493
CSNK1A1,gene,0.013901883799725318,0.01004997379569937,-0.015737572956438732
CSNK1D,gene,-0.0013183362048350671,-0.003879185509651305,0.004769509172728922
CSNK2A1,gene,0.014846969935137401,0.015591204169178448,-0.0017281590665964963
CSNK2A2,gene,0.007663228424869711,-0.0010868974328903632,-0.022413514477572994
CSNK2B,gene,0.005258461153226942,-0.007420931235208744,-0.0015413241248022043
CSPG4,gene,0.0134898326178639,0.025405554262488656,0.0030798852720954266
CSRP1,gene,0.005218971976761706,0.022803231171843748,-0.008366824565072912
CSRP2,gene,0.010937683089072614,0.022512710762992508,-0.01373184430000833
CST1,gene,-0.0027105171644081416,0.008908394277837118,0.005347782665791478
CST3,gene,-0.010289924588665657,-0.003320279186229826,0.0003535986424390728
CST6,gene,0.0024233097014202446,0.0024081570332667107,0.007911578366546254
CSTA,gene,0.006005509762123043,0.003957612542026201,0.007813016804410586
CSTB,gene,0.0039323959388758625,-0.010902418242657447,0.012964990631331181
CSTF1,gene,0.006175495526567061,0.01158103397002355,-0.01958093891523424
CSTF2,gene,0.00450464306772834,0.013971431117540314,0.0035055348092535936
CSTF2T,gene,-0.0013872429714505026,0.019240569992832503,0.007735684571937879
CSTF3,gene,-0.006962736084839738,0.01668263049822559,0.009422763197444908
CTBP1,gene,-0.017599926399799366,-0.013769276412499474,0.027817019387388432
CTBP2,gene,0.021074073933040977,0.0023569700973652334,0.00755210488038984
CTDP1,gene,-0.023208322507888943,0.019580784787875758,0.005097431700059819
CTHRC1,gene,-0.012960591884439043,0.0026153549167494627,-0.015443373468343779
CTNNA1,gene,0.027861015058864663,0.004987676205903836,0.014280077275823004
CTNNB1,gene,0.030338084310390177,0.0026917430532291857,0.01828944871944571
CTNNBL1,gene,-0.0016384261221333777,0.031711319185461474,0.011442897236170093
CTNND1,gene,0.02799465333813786,-0.0015351776103393914,0.011645783137188323
CTPS1,gene,0.02376009181014296,-0.034566307190902826,-0.012819010083314849
CTPS2,gene,0.024609677717768178,-0.00674092899218748,0.011000494055864937
CTR9,gene,-0.0035925336276182384,0.0011659704078384177,0.007713008329477818
CTSA,gene,0.008864274258344481,0.004347102199447742,-0.007994171847125382
CTSB,gene,0.0221229418248867,0.0015124038883966777,-0.023173118223461575
CTSC,gene,-0.0027661379955338746,-0.01556426808747422,-0.023730363254992882
CTSD,gene,0.007246508276310595,-0.0028711850899152693,-0.008637712662473186
CTSG,gene,-0.004894654376374146,0.005019188910835418,0.0004815478596923811
CTSH,gene,0.0036131320516978654,-0.00961205119872055,-0.0061111941849154965
CTSS,gene,-0.02101060020113452,-0.01929254805699475,-0.024371437052185457
CTSV,gene,0.009375501665387304,-0.001933713490820733,-0.0011793792831616369
CTSZ,gene,0.0050731709982045755,-0.008901597317397442,-0.022930819462575573
CTTN,gene,0.03104928920263983,-0.011847791106295484,-0.0015920448909890028
CUL1,gene,0.023263455143016042,-0.0062187739853984255,-0.030755258213331114
CUL2,gene,0.00065827962186097,-0.026413825072724256,-0.015278374697495302
CUL3,gene,-0.0074331401340974,-0.0029081912752201276,-0.007281788751952255
CUL4A,gene,0.018109395106601908,0.003919437012421504,0.00628985546809135
CUL4B,gene,0.005171786512982321,-0.0073459332047436715,0.015883707682596393
CUL5,gene,-0.0019097429370217983,3.7027236685716446e-05,0.0031562012017831848
CUL7,gene,0.004843423752619564,0.023753148677022363,-0.005021068964045523
CUTA,gene,0.008156087028201999,-0.019498868118809805,0.01695069347506343
CUTC,gene,-0.035890588861040074,0.012965531178094855,0.013758230192986463
CUX1,gene,0.0006519363643236631,0.024472762508514906,-0.0008010258126939145
CWC15,gene,-0.0032031493991510358,-0.002614120162917616,0.01462332074291857
CWF19L1,gene,-0.019897174471167553,0.007234005671959452,-0.0005991743732032172
CXorf38,gene,-0.019131604206371732,-0.008864330754937923,-0.00014926251559766612
CYB5A,gene,0.0034598943545772446,0.005037376716655972,-0.015348915169271256
CYB5B,gene,0.009122365694495455,0.014996056405590421,-0.007445326681820094
CYB5R1,gene,0.00015566100918427105,0.002104503835570152,0.007985485933391441
CYB5R2,gene,0.0075160460134125785,-0.004099683760807066,0.0002525985431360058
CYB5R3,gene,5.372041641393115e-05,0.01519170834490347,0.00018895870999170025
CYBA,gene,-0.024020644409094155,-0.01585307350344092,-0.02406371655544639
CYBB,gene,-0.025565574134500012,-0.019025033980739865,-0.029977813740352074
CYBRD1,gene,-0.020219789155627492,0.0029280343201534063,0.003605113965300201
CYC1,gene,0.009499704918628834,0.02311807231853274,0.0022562412211821208
CYCS,gene,0.0028480485743104787,0.008657570844333832,0.011964954800871395
CYFIP1,gene,-0.0154678433062237,-0.013709816422142704,-0.015302108213090275
CYP1B1,gene,-0.028014908346010375,0.015447673777085419,0.011677843991869613
CYP20A1,gene,-0.021144135106649063,0.00903998987825806,0.015330040911753998
CYP27A1,gene,0.006807217159078547,-0.012815022848644969,-0.006266393999512663
CYP51A1,gene,0.023986163824259953,0.0011719316769712152,-0.0042524813285006865
CYP7B1,gene,-0.0032845839613697566,0.009443249510542994,0.024553808054451988
CYRIA,gene,-0.024816805060871947,-0.0001784593526354458,0.004168956352425986
CYRIB,gene,-0.02842868521390571,-0.017843586288258214,-0.020630968254044955
CYTH1,gene,-0.015694501814977523,0.00015257212659902671,-0.016420528771845393
CZIB,gene,-0.031051637558351754,0.000900597451763008,0.006330504533444902
DAB2,gene,-0.015887161792513014,-0.003582634281751928,-0.026254057453755784
DAD1,gene,0.004311766871817018,-0.00759304932141088,-0.013792542025206288
DAP3,gene,0.009355364523947208,-0.03460411140396568,-0.014467959213815225
DARS1,gene,0.028070256503553135,-0.0015757758655090626,-0.02137063127948316
DARS2,gene,0.0048518503505645145,0.012824967750999734,0.016102734395052977
DAZAP1,gene,-0.012092534586438282,0.03037279344483909,0.015322968609375083
DBI,gene,0.005053018014663501,-0.004685327143203084,0.004439754793180938
DBN1,gene,0.03126091604155002,-0.008697508048923521,-0.011585782866290778
DBNL,gene,-0.029595274459475563,-0.007407985770784612,-0.008172037064844873
DBR1,gene,-0.006847984946026985,-0.009251349840748735,0.01392629550381985
DBT,gene,0.014476549542661442,0.014886815256717997,0.0063870547657841935
DCAF1,gene,-0.004244461623531851,0.0069591076283383,0.011069410166764642
DCAF7,gene,0.009420257539551405,-0.013758247010520008,0.0036891571317039127
DCAF8,gene,0.01059486835785455,-0.019396104694342237,0.005608456906401338
DCAKD,gene,-0.0032083458180135844,0.0026240588284433255,0.011487462048627007
DCD,gene,0.011469535053737096,0.0007724112186604625,0.00354582302480156
DCN,gene,-0.019107464224227474,0.01886845590576446,-0.02031660899215523
DCP1B,gene,0.004614301733242008,0.017017846446492218,0.004567300947352478
DCPS,gene,-0.0022493929322840982,0.0099029717300782,0.0061833570604938265
DCTD,gene,-0.012059522978717183,-0.030485503137997746,-0.013062200315167605
DCTN1,gene,-0.016528013823752238,0.013625959064059013,-0.017953267422343405
DCTN2,gene,-0.020811045342550554,0.013986548369179468,-0.01943361295615783
DCTN3,gene,-0.01309885502985575,-0.0019240916498956268,-0.009529835245837955
DCTN4,gene,-0.013808188780661798,-0.004352436750422228,-0.00809593444643595
DCTPP1,gene,0.03204785886310306,0.006241569655081392,-0.0037001926707290224
DCXR,gene,0.00908146624595776,-0.005783797701174573,0.007712497146958637
DDAH1,gene,-0.0006688399745261014,-0.010549711613708266,0.034269201735922385
DDAH2,gene,0.0010010390210272726,0.005266538014997864,0.030528662986807505
DDB1,gene,0.0015419547244961763,-0.01702041791987878,0.021550381697327835
DDI2,gene,-0.012876170320923759,0.005905183611557176,0.0023383888535862974
DDOST,gene,-0.002157571727598535,-0.001020189128507613,-0.016902461849560197
DDRGK1,gene,-0.010060108433798697,-0.009781108386683496,0.013014637823840226
DDT,gene,0.0061133180405760325,-0.020665648098692757,-0.0033571128487273373
DDX1,gene,-0.019950971069064936,0.008432001380846004,-0.002967529141868728
DDX10,gene,0.001973162927521194,-0.011676078304898868,0.007560141722267718
DDX17,gene,-0.011517601762880521,0.038386255853925355,0.03371647921333348
DDX18,gene,0.023166796662960207,0.005541227764962913,0.005299756703591181
DDX19A,gene,0.02895749753041915,-0.0001821058190988384,-0.021916013099662575
DDX20,gene,0.003544553401847325,-0.0033281772276505047,0.001649418430368602
DDX21,gene,0.01664263699280204,0.0006165250649175894,-0.008518114333333118
DDX23,gene,-0.01625338628958343,0.008106668137761149,0.01812254190477405
DDX24,gene,-0.02053681624728402,-0.0076790723382744955,-0.0163185938388961
DDX27,gene,-0.0014275757854351413,-0.015254822475816355,0.006079678378112568
DDX39A,gene,0.0121001545449366,0.01939311204908324,-0.0060014482061973105
DDX39B,gene,0.007295504739131649,0.003385046330226988,0.013590654402353233
DDX3X,gene,0.02315660376051873,0.024705308162177492,-0.016261460724979797
DDX41,gene,-0.004501397590106598,-0.014864290880548834,-0.0016183780603191288
DDX42,gene,0.004378417731019032,-0.014845807840347242,0.00603824424725673
DDX46,gene,0.004964416685632363,0.012578802758861852,-0.0025743576336063963
DDX47,gene,0.0023331325095091726,-0.023893303903088102,0.004572277632986675
DDX5,gene,0.012304121326307952,0.010155796258447577,-0.008855820791675902
DDX50,gene,0.005793034226868217,0.02021346457301104,0.0032096658694269146
DDX52,gene,0.004790263527988808,0.0006514162012685122,0.005027855788468991
DDX54,gene,0.0035879464615380177,-0.00845356538965791,0.006513838307307395
DDX56,gene,0.009850328175767399,0.01983096877779682,-0.013025275780923945
DDX6,gene,0.018272865928225072,0.022528111044773678,0.0022605436653585745
DDX60,gene,-0.022515851834852496,-0.01698908389302416,0.0012536739479014167
DECR1,gene,0.006012150531332994,0.026491648049547876,-0.0038987244576944363
DEF6,gene,-0.037874301847716736,-0.0050120271192231275,-0.0005038903327473762
DEFA1;DEFA3,gene,-0.00610109115335668,0.013959992582516506,0.003289759021279619
DEK,gene,-0.014901973322963941,0.017963481515326115,0.012742246275341648
DENND4C,gene,-0.008903279039993993,-0.005195691736512467,0.003002101609637473
DENR,gene,-0.0004276619969419189,0.0010265964977815387,-0.005899993658384021
DERA,gene,-0.014483791184577717,-0.0038510157219671095,-0.01047691802897713
DERL1,gene,-0.005314659577832715,-0.009674115671489363,-5.718935308234213e-06
DERPC,gene,-0.006126912312492815,0.03288600265470881,0.01129078287573082
DES,gene,-0.023350241221089026,-0.022715187682772017,-0.007093920550965498
DFFA,gene,-0.012857131160928929,-0.0036358056264854857,0.017954151340253955
DGKA,gene,-0.03797810076831453,-0.0004826098277705649,0.012723323680189313
DGLUCY,gene,-0.025994035316057967,-0.017233565060950744,-0.002657559729462625
DHCR7,gene,0.031952224685475795,-0.012160262353589867,0.007039646871254504
DHODH,gene,-0.0001721607461451857,-0.013879179661307025,0.014160152317419164
DHRS1,gene,0.00045972477628757394,-8.87556177999507e-05,0.0030911976677767245
DHRS11,gene,0.007075520390290847,-0.0014198880038348708,0.009038479268772544
DHRS4,gene,0.002772991494380903,-0.004230226169741813,-0.004029349997732876
DHRS7,gene,-0.018879335843294105,-0.011000095891456594,-0.011837489226275604
DHRS7B,gene,0.010164339162637702,0.0029002117698350696,-0.0023329356823725677
DHTKD1,gene,0.008310337380629645,-0.015178124828986223,0.014117086561596364
DHX15,gene,0.004231867627601924,-0.013410480035902407,-0.0005942473792987474
DHX16,gene,0.016909143096844544,0.01588821580922623,-0.02199242324433281
DHX29,gene,0.009890512993938423,-0.013233034571544936,-0.03191879420442138
DHX30,gene,0.01627062742053723,0.003073903134214997,-0.012963551162757376
DHX36,gene,0.026517914230393593,0.00668501139686083,-0.02727482132125912
DHX38,gene,-0.015568087176109906,0.015689091202740795,-0.0064171189776197485
DHX57,gene,0.008455488478132975,-0.0038551139095903716,-0.019654593090311485
DHX9,gene,0.012010557060690716,0.012013382140261259,0.017673809062718197
DIABLO,gene,-0.01407583276848726,0.007705257352236323,0.007376565523492126
DIAPH1,gene,-0.02835382001539462,0.002638552542199284,-0.015837298861877003
DIDO1,gene,-0.0008638743392803559,0.009847102324008363,0.0064873051305800915
DIP2A,gene,0.00812390143457496,0.0010041593264729408,0.0037014702138273487
DIP2B,gene,0.02354584515546926,0.010454690997895897,-0.014757316649910082
DIS3,gene,-0.013452826203591426,0.024501953026179,0.01622892290270665
DIS3L2,gene,0.00783302511209055,-0.019740329299493414,-0.0015823159145461944
DKC1,gene,-0.000928553188796514,0.01243696976145479,0.020921854949223148
DLAT,gene,4.327740578534675e-05,-0.009681450046861674,0.011881226734862587
DLD,gene,0.0008696062503143047,-0.0024598346835882183,0.016526710431381594
DLG1,gene,0.007606931075545195,0.016218847269754297,0.01468055070849381
DLST,gene,-0.029261051957024598,0.019927968435296813,0.013408693604151173
DMAC2L,gene,-0.014315344583392458,0.0019690707246518774,0.007987469445357515
DMAP1,gene,0.0009376810812105269,-0.005080266427643022,0.007592011643146828
DMBT1,gene,-0.0014873476334839573,-0.004478218263901431,0.006692858206056502
DMKN,gene,-0.006150767728025296,-0.0034852735086946863,0.012494931043011179
DMXL2,gene,-0.005695660052791684,-0.02241435615733375,-0.016186326680619912
DNAJA1,gene,0.016077637684667953,-0.007249257577790325,-0.03909818665358113
DNAJA2,gene,0.01117505357091771,-0.015360157063811844,-0.017889623071255637
DNAJA3,gene,0.013879787446761098,0.021881623246636898,0.007558984069702539
DNAJB1,gene,0.028227721270513303,0.02680880652105374,-0.004591895459528598
DNAJB11,gene,-0.006482170887803593,-0.0006545865839143756,-0.008138040052752144
DNAJB2,gene,-0.009287473131584888,0.015164848727623996,0.02235934456688994
DNAJB6,gene,0.010473705837190678,-0.016240424447956956,0.007748995565038213
DNAJC10,gene,0.006834691290091838,-0.009652028620822354,-0.00015035969593550814
DNAJC11,gene,0.014340303830796687,-0.004811498777774292,0.008476356022341367
DNAJC13,gene,-0.022999046208428044,-0.007486278667041145,-0.029893949020408855
DNAJC2,gene,0.021043751621434115,-0.019969526264239573,-0.0067780227929678406
DNAJC3,gene,0.00878043501494416,-0.0053689161790615786,-0.011606360257715357
DNAJC7,gene,0.004548858438859118,0.0007110144177483515,-0.020818105430009816
DNAJC8,gene,-0.02457765080376509,-0.005451842080847208,-0.014910282827421706
DNAJC9,gene,-0.02101006920521953,-0.023491942618005576,0.007775955553767517
DNASE2,gene,0.018275300043064397,-0.021603639248388564,-0.012108953978821063
DNM1,gene,-0.0014435543392992867,0.020100692500836213,-0.026675685318509803
DNM1L,gene,0.0182421021894946,0.009926464727190039,-0.006939206943643063
DNM2,gene,-0.02758837769758499,-0.009222702687912478,-0.01598809787319966
DNMT1,gene,0.014728836527216039,0.0033294050594170925,-0.0235087923380205
DNMT3A,gene,0.007586907048512105,0.005261374561138418,0.009891456847823877
DNPEP,gene,-0.024807078000693643,-0.0007992809099600628,0.014866386894958826
DNPH1,gene,0.009085276243223792,0.021704876213029283,-0.0024318055912471177
DNTTIP2,gene,-0.0007539828864593266,0.024030460840213187,0.022095817193173207
DOCK1,gene,-0.0010785922371451097,0.01365893759689159,0.016466645152320568
DOCK11,gene,-0.03488086366988871,0.006282962981143137,-0.0009832647548864465
DOCK2,gene,-0.03486023108495046,0.0027957011785768996,-0.015473865175909438
DOCK4,gene,0.003791728879394134,-0.028214199413759394,-0.016898444673890383
DOCK6,gene,0.010093245565233283,0.024440385716469927,0.007456717020429646
DOCK7,gene,0.017329503768295156,0.007090385536190293,-0.017462961933539814
DOCK8,gene,-0.03633277693573764,0.002812187106367406,-0.00475476672870061
DOLPP1,gene,0.00831440029652528,0.0015407975992597761,0.0041249836023769994
DPH1,gene,0.011020677937701015,-0.018087100134121483,0.005109860183465902
DPM1,gene,-0.010628607230251105,-0.020889785033906146,0.0009917053524549032
DPM3,gene,0.005759416588867507,-0.017831153139430192,0.011868509907863572
DPP3,gene,0.011022792698624342,-0.020542558757695513,-0.007125652103931375
DPP4,gene,-0.01025915093092639,0.0039830611297238,-0.006830048477306462
DPP7,gene,0.0017843417389587924,-0.012574108630241977,0.001102746746605954
DPP9,gene,-0.005149627484849608,-0.011187051315986856,-0.01916072757317787
DPT,gene,-0.022800234038522722,0.0025933324778175675,-0.016800734634699787
DPY30,gene,0.004931285778223241,0.0005581660084065488,0.01385681484982849
DPYD,gene,-0.011024286542563873,-0.0025136345690390353,-0.043971244853511886
DPYSL2,gene,-0.008578072372282987,0.04198589167418615,-0.016563520172120056
DPYSL3,gene,-0.01538113378840446,0.033305224059939464,-0.015554903500179679
DR1,gene,-0.014991120234276768,-0.006680755348728445,-0.005474017264923946
DRAP1,gene,-0.019260961917974613,-0.012364724590549192,0.010257790946546436
DRG1,gene,0.015721962104107225,-0.0003158110593625395,-0.01724247517148529
DRG2,gene,-0.011885621428861985,-0.009386086281574228,-0.007354280360617846
DSC1,gene,0.007403911761762711,0.004786089318711177,-0.0021115917219867338
DSC2,gene,0.00987847243615844,0.015784990183173395,0.008444741849915784
DSC3,gene,0.007043280582759612,0.00499535982116708,0.001098682715910362
DSG1,gene,0.0067686364698764795,0.0081042497048637,-0.001246814498123127
DSG2,gene,0.0291988527843053,0.015539078410231406,0.012707755465465034
DSP,gene,0.004344869168919958,0.017486846897029562,-0.00033490187410741153
DSTN,gene,0.0124295176969991,0.028546875287211955,0.0016749641783465378
DTD1,gene,0.005524141160144834,-0.0027969495371056702,0.024754772852346008
DTX3L,gene,-0.0024641991654487023,-0.02201727768659549,-0.03171616832177069
DTYMK,gene,0.01357000319154666,-0.01726181594880985,0.0005804646328427359
DUSP14,gene,0.0018857188228534245,0.0027750672563870986,-0.009721901533044471
DUSP23,gene,0.015103924845011878,-0.029874474277552448,0.02666911247212711
DUSP3,gene,-0.005839348219320998,0.023053904777534714,-0.03614670461238716
DUT,gene,0.022505312784257495,0.0050653347014343285,-0.01353951235182529
DYNC1H1,gene,0.017965009669178026,0.003912487347100333,-0.02616063911941967
DYNC1I2,gene,0.01061869485358287,0.0003607212026309699,-0.01232724890971782
DYNC1LI1,gene,0.0027026146919987963,-0.0026431829440261346,-0.022713238715841487
DYNC1LI2,gene,0.025379023411667808,0.016577806476886107,-0.01695401385254434
DYNLL1,gene,-0.00374541034329788,-0.016787336070308596,0.0031299185925288326
DYNLRB1,gene,0.02323593595551035,-0.003806995278463341,-0.010035493203799198
DYSF,gene,-0.003585681370464247,0.028624222612534604,-0.04006974539197005
EARS2,gene,0.006739681589396775,0.003942308966888195,-0.002052117848778656
EBNA1BP2,gene,0.018408790925862416,-0.007428709361026709,-0.002441883331268323
EBP,gene,0.006458042500991245,0.00593084989236188,0.0006130688875063894
ECH1,gene,0.011046005534598774,0.0007908356225378743,-0.009492879101783291
ECHDC1,gene,-0.03187236807444057,-0.006358200107536965,0.010948948479041128
ECHS1,gene,0.011775866348133258,-0.003952568183657791,-0.0011049224681243092
ECI1,gene,0.017564138950246604,0.0253878809842717,-0.0050548254149868545
ECM1,gene,-0.0012848905953751284,0.014171411294289308,-0.0042808311361472555
ECPAS,gene,0.019769122720327888,-0.026864617917895392,-0.006104346180096007
EDC4,gene,0.02239222255192669,0.019156334511245845,-0.014112331507049597
EDF1,gene,-0.012152070365417711,-0.0032132322137045214,-0.013442890793181577
EEA1,gene,-0.010124012148671944,0.014081961223177864,-0.0201107515356735
EEF1A1,gene,0.02150269686093447,-0.013801932976046424,-0.025291750848327656
EEF1A2,gene,0.022129771045707788,-0.03079796441065826,-0.020256791196655872
EEF1B2,gene,0.015303888997063118,-0.02580630612300595,-0.03257621467447548
EEF1D,gene,0.03237998187178597,0.004151309941122435,-0.026741421735495166
EEF1E1,gene,0.024011916238509713,0.01816281852444334,-0.020111092765683833
EEF1G,gene,0.015907801735729966,-0.022623907498064772,-0.02908844554207767
EEF2,gene,0.0017512265021419088,0.00838928546029248,-0.011556885140358283
EEFSEC,gene,-0.014781363138071296,0.010876232700981205,-0.01633249527931943
EFEMP1,gene,-0.020180147067977126,0.015567394983077529,-0.018484617116163306
EFEMP2,gene,-0.0065210254340335875,0.026489495613787068,-0.024161949302892602
EFHD1,gene,0.020851494452532527,0.0029740324297568895,-0.039393482425045215
EFHD2,gene,-0.02486789101112336,-0.0198519411375877,-0.025040299137115345
EFL1,gene,0.006793706959440684,0.002469618932436121,-0.013055352510953359
EFTUD2,gene,-0.0038863991995129934,0.0112927922856106,0.004534729494757065
EGLN1,gene,0.008778630750713138,0.0018496724941805872,0.003947568383890536
EHBP1L1,gene,-0.017110233265360823,-0.013877557844520293,-0.029928518496190323
EHD1,gene,-0.035441642874143295,-0.008467905305124401,0.0009923774471718523
EHD2,gene,-0.0235410856674769,0.023098372309038114,-0.019522113630931325
EHD4,gene,-0.018643824519912415,-0.010538601737545353,-0.03611460885534183
EHHADH,gene,0.007625207879516748,0.003081096772440519,-0.0015214085616536927
EHMT2,gene,0.006595219331219159,0.001382858105713484,0.003096343243650194
EIF1,gene,-0.012208616902849925,-0.006639261597995563,-0.0037862756288546064
EIF1AX,gene,0.009726998193999237,0.03039768396261844,-0.006648074048149075
EIF2A,gene,0.031192343353050135,0.0006356123828419952,-0.020946982922722127
EIF2AK2,gene,-0.011566835917424122,-0.016778494441954696,-0.023266288131637555
EIF2B2,gene,0.01182159906513778,0.013468629580240508,-0.008751340807910953
EIF2B3,gene,0.02375776900386716,-0.0017960128189023602,-0.017403567470052738
EIF2B4,gene,0.024074761839579628,0.00512594243577338,-0.030754382842523464
EIF2B5,gene,0.020667221556568773,0.008620508964932121,-0.011043488534281914
EIF2S1,gene,0.002785365320257632,0.018690199144243108,-0.01954542615839535
EIF2S2,gene,0.0038372219593744428,-0.009446043884490125,-0.015276212722280294
EIF2S3,gene,0.015179792898512384,0.015338275439559635,-0.032192415502091704
EIF3A,gene,-0.014607528847182154,0.0018053098387710881,-0.00940678033590325
EIF3B,gene,-0.0006897378336671297,-0.0011969842617229143,-0.020467545216088585
EIF3C,gene,-0.004195286455091171,0.011457908321778235,-0.021401153170848935
EIF3D,gene,-0.005476971546299096,0.016565849309663035,-0.010665689235401727
EIF3E,gene,-0.0027143703720289196,0.0010999919955511053,-0.019331850289850846
EIF3F,gene,3.5013314372871036e-05,-0.0003199624113373827,-0.011976926381809928
EIF3G,gene,0.002153344533188898,-0.010523803214962577,0.006721848227952879
EIF3H,gene,-0.00810225173988962,0.0008034953236246918,-0.02141538399556676
EIF3I,gene,0.01719191221792858,0.0016011997301255665,-0.024040183522801538
EIF3J,gene,0.007785788881973051,-0.008797064312644537,-0.023268436059535522
EIF3K,gene,0.0020244206496862296,-0.0032876639954909533,-0.024393467282896916
EIF3L,gene,-0.010846256619403584,-0.007615667934410371,-0.016107740617238908
EIF3M,gene,0.0037402574542457815,0.014489691605635116,-0.01984802073672371
EIF4A1,gene,0.0331806419278102,-0.0055702541443067525,-0.03442315679293682
EIF4A2,gene,-0.011799538015176556,0.009288249860974315,0.0200269674555477
EIF4A3,gene,0.018902882502670568,0.004714357691418821,0.0007177034294962353
EIF4B,gene,0.0021004824570354124,0.014164826998881332,0.005997491604030856
EIF4E,gene,0.0024805580234119563,0.017406934032882626,-0.00035636138519279425
EIF4E2,gene,0.008982123617619301,0.0002059465065443584,-0.01398780584266351
EIF4G1,gene,0.0336298591459549,-0.009629676964351644,-0.017465190464338233
EIF4G2,gene,0.01634099616827724,0.028261150458521133,-0.029175258111211314
EIF4G3,gene,-0.0024529316872924493,0.0006962385702015205,-0.00645794188195299
EIF4H,gene,0.02846972616437508,0.006413696500702332,-0.004540209815635119
EIF5,gene,-0.0014097592052591129,-0.009433828225449872,-0.020275722951604774
EIF5A,gene,0.0023750031321431364,-0.009161678032135637,-0.018281060344389196
EIF5B,gene,0.01547351709713907,0.011059025723812586,-0.005745428817398415
EIF6,gene,0.015753770009292154,-0.00839307491318283,0.0006043220844851319
EIPR1,gene,-0.008767668617882404,-0.012035665766292008,0.004354361229010699
ELANE,gene,0.0037544082489102642,0.006630701397786776,0.005754209174653926
ELAVL1,gene,0.015984526005675508,0.009636279003874336,0.016416973119001834
ELF1,gene,-0.029173331269312482,0.004345302298581535,0.015395895958204073
ELMO1,gene,-0.035162118628476575,-0.007852884524410048,-0.0063861467580014685
ELMO2,gene,-0.020071479435539608,0.013048823520862673,-0.012752727694131796
ELN,gene,0.006692600926874094,0.015192695697694335,0.000368199094807553
ELOB,gene,0.02094390817833728,-0.004596632786684314,-0.012608340058505644
ELOC,gene,0.013545275829436234,-0.003891865725341902,-0.014334142461674894
ELOVL1,gene,0.003988903341906573,-0.004460327739353602,0.0005438268673967983
ELP1,gene,0.0017120651620868635,0.005162125392482522,-0.016831560408837005
ELP3,gene,-0.01952171279733643,0.0008456930423884374,0.0022261256008437647
EMC1,gene,0.012729304564038983,5.937617376016877e-05,-0.01676737344948348
EMC2,gene,0.018699910137762923,-0.009174628989800001,-0.021745517946336376
EMC4,gene,0.012623201764281023,-0.006877513854728878,-0.001546187315266188
EMC6,gene,0.012536652873091234,-0.01622640982551896,-0.017312542791362802
EMC7,gene,0.0072097067752079445,-0.01790232357676661,-0.021438817661242254
EMC8,gene,0.0057061692276168035,-0.00843478348128613,-0.003359940195446533
EMD,gene,-0.0015138705197074891,0.039220377236692354,0.022902608921259032
EMG1,gene,0.012976611344275161,-0.01278586015133626,-0.002087866197195708
EMILIN1,gene,-0.020329815848624044,0.02381016439924321,-0.024551210646494487
EMILIN2,gene,-0.00752193210068485,-0.003960474148901615,-0.020691502290973846
EML2,gene,-0.01291001245400329,-0.008216705788471513,0.011455964865529711
EML3,gene,-0.03273462061936901,-0.0020298029177938924,-0.006854857665702071
EML4,gene,-0.0261538233116962,0.02182425983582642,-0.008504473053880067
