n_pairs_total,mean_r,median_abs_r,P75_abs_r,P90_abs_r,P95_abs_r,P99_abs_r,max_abs_r,n_BH_pass,n_BH_pass_abs_r_ge_0.3,n_BH_pass_abs_r_ge_0.5,n_BH_pass_abs_r_ge_0.7
333440,0.01909940484026413,0.10911364912756175,0.19148510060155172,0.28323586328938816,0.35037245689672813,0.4809177856320125,0.7291665035502666,31367,28198,2499,9
