spot_id,X,Y,tile_x_topleft,tile_y_topleft,tile_size
TCGA-05-4245-01A-01-TS1_x11607y1971,11607,1971,11534,1898,146
TCGA-05-4245-01A-01-TS1_x11753y1971,11753,1971,11680,1898,146
TCGA-05-4245-01A-01-TS1_x11899y1971,11899,1971,11826,1898,146
TCGA-05-4245-01A-01-TS1_x12045y1971,12045,1971,11972,1898,146
TCGA-05-4245-01A-01-TS1_x12191y1971,12191,1971,12118,1898,146
TCGA-05-4245-01A-01-TS1_x12337y1971,12337,1971,12264,1898,146
TCGA-05-4245-01A-01-TS1_x12483y1971,12483,1971,12410,1898,146
TCGA-05-4245-01A-01-TS1_x12629y1971,12629,1971,12556,1898,146
TCGA-05-4245-01A-01-TS1_x12775y1971,12775,1971,12702,1898,146
TCGA-05-4245-01A-01-TS1_x12921y1971,12921,1971,12848,1898,146
TCGA-05-4245-01A-01-TS1_x8979y2117,8979,2117,8906,2044,146
TCGA-05-4245-01A-01-TS1_x9125y2117,9125,2117,9052,2044,146
TCGA-05-4245-01A-01-TS1_x9271y2117,9271,2117,9198,2044,146
TCGA-05-4245-01A-01-TS1_x9417y2117,9417,2117,9344,2044,146
TCGA-05-4245-01A-01-TS1_x9563y2117,9563,2117,9490,2044,146
TCGA-05-4245-01A-01-TS1_x9709y2117,9709,2117,9636,2044,146
TCGA-05-4245-01A-01-TS1_x9855y2117,9855,2117,9782,2044,146
TCGA-05-4245-01A-01-TS1_x10001y2117,10001,2117,9928,2044,146
TCGA-05-4245-01A-01-TS1_x10147y2117,10147,2117,10074,2044,146
TCGA-05-4245-01A-01-TS1_x10293y2117,10293,2117,10220,2044,146
TCGA-05-4245-01A-01-TS1_x10439y2117,10439,2117,10366,2044,146
TCGA-05-4245-01A-01-TS1_x10585y2117,10585,2117,10512,2044,146
TCGA-05-4245-01A-01-TS1_x10731y2117,10731,2117,10658,2044,146
TCGA-05-4245-01A-01-TS1_x10877y2117,10877,2117,10804,2044,146
TCGA-05-4245-01A-01-TS1_x11023y2117,11023,2117,10950,2044,146
TCGA-05-4245-01A-01-TS1_x11169y2117,11169,2117,11096,2044,146
TCGA-05-4245-01A-01-TS1_x11315y2117,11315,2117,11242,2044,146
TCGA-05-4245-01A-01-TS1_x11461y2117,11461,2117,11388,2044,146
TCGA-05-4245-01A-01-TS1_x11607y2117,11607,2117,11534,2044,146
TCGA-05-4245-01A-01-TS1_x11753y2117,11753,2117,11680,2044,146
TCGA-05-4245-01A-01-TS1_x11899y2117,11899,2117,11826,2044,146
TCGA-05-4245-01A-01-TS1_x12045y2117,12045,2117,11972,2044,146
TCGA-05-4245-01A-01-TS1_x12191y2117,12191,2117,12118,2044,146
TCGA-05-4245-01A-01-TS1_x12337y2117,12337,2117,12264,2044,146
TCGA-05-4245-01A-01-TS1_x12483y2117,12483,2117,12410,2044,146
TCGA-05-4245-01A-01-TS1_x12629y2117,12629,2117,12556,2044,146
TCGA-05-4245-01A-01-TS1_x12775y2117,12775,2117,12702,2044,146
TCGA-05-4245-01A-01-TS1_x12921y2117,12921,2117,12848,2044,146
TCGA-05-4245-01A-01-TS1_x8979y2263,8979,2263,8906,2190,146
TCGA-05-4245-01A-01-TS1_x9125y2263,9125,2263,9052,2190,146
TCGA-05-4245-01A-01-TS1_x9271y2263,9271,2263,9198,2190,146
TCGA-05-4245-01A-01-TS1_x9417y2263,9417,2263,9344,2190,146
TCGA-05-4245-01A-01-TS1_x9563y2263,9563,2263,9490,2190,146
TCGA-05-4245-01A-01-TS1_x9709y2263,9709,2263,9636,2190,146
TCGA-05-4245-01A-01-TS1_x9855y2263,9855,2263,9782,2190,146
TCGA-05-4245-01A-01-TS1_x10001y2263,10001,2263,9928,2190,146
TCGA-05-4245-01A-01-TS1_x10147y2263,10147,2263,10074,2190,146
TCGA-05-4245-01A-01-TS1_x10293y2263,10293,2263,10220,2190,146
TCGA-05-4245-01A-01-TS1_x10439y2263,10439,2263,10366,2190,146
TCGA-05-4245-01A-01-TS1_x10585y2263,10585,2263,10512,2190,146
TCGA-05-4245-01A-01-TS1_x10731y2263,10731,2263,10658,2190,146
TCGA-05-4245-01A-01-TS1_x10877y2263,10877,2263,10804,2190,146
TCGA-05-4245-01A-01-TS1_x11023y2263,11023,2263,10950,2190,146
TCGA-05-4245-01A-01-TS1_x11169y2263,11169,2263,11096,2190,146
TCGA-05-4245-01A-01-TS1_x11315y2263,11315,2263,11242,2190,146
TCGA-05-4245-01A-01-TS1_x11461y2263,11461,2263,11388,2190,146
TCGA-05-4245-01A-01-TS1_x11607y2263,11607,2263,11534,2190,146
TCGA-05-4245-01A-01-TS1_x11753y2263,11753,2263,11680,2190,146
TCGA-05-4245-01A-01-TS1_x11899y2263,11899,2263,11826,2190,146
TCGA-05-4245-01A-01-TS1_x12045y2263,12045,2263,11972,2190,146
TCGA-05-4245-01A-01-TS1_x12191y2263,12191,2263,12118,2190,146
TCGA-05-4245-01A-01-TS1_x12337y2263,12337,2263,12264,2190,146
TCGA-05-4245-01A-01-TS1_x12483y2263,12483,2263,12410,2190,146
TCGA-05-4245-01A-01-TS1_x12629y2263,12629,2263,12556,2190,146
TCGA-05-4245-01A-01-TS1_x12775y2263,12775,2263,12702,2190,146
TCGA-05-4245-01A-01-TS1_x8833y2409,8833,2409,8760,2336,146
TCGA-05-4245-01A-01-TS1_x8979y2409,8979,2409,8906,2336,146
TCGA-05-4245-01A-01-TS1_x9125y2409,9125,2409,9052,2336,146
TCGA-05-4245-01A-01-TS1_x9271y2409,9271,2409,9198,2336,146
TCGA-05-4245-01A-01-TS1_x9417y2409,9417,2409,9344,2336,146
TCGA-05-4245-01A-01-TS1_x9563y2409,9563,2409,9490,2336,146
TCGA-05-4245-01A-01-TS1_x9709y2409,9709,2409,9636,2336,146
TCGA-05-4245-01A-01-TS1_x9855y2409,9855,2409,9782,2336,146
TCGA-05-4245-01A-01-TS1_x10001y2409,10001,2409,9928,2336,146
TCGA-05-4245-01A-01-TS1_x10147y2409,10147,2409,10074,2336,146
TCGA-05-4245-01A-01-TS1_x10293y2409,10293,2409,10220,2336,146
TCGA-05-4245-01A-01-TS1_x10439y2409,10439,2409,10366,2336,146
TCGA-05-4245-01A-01-TS1_x10585y2409,10585,2409,10512,2336,146
TCGA-05-4245-01A-01-TS1_x10731y2409,10731,2409,10658,2336,146
TCGA-05-4245-01A-01-TS1_x10877y2409,10877,2409,10804,2336,146
TCGA-05-4245-01A-01-TS1_x11023y2409,11023,2409,10950,2336,146
TCGA-05-4245-01A-01-TS1_x11169y2409,11169,2409,11096,2336,146
TCGA-05-4245-01A-01-TS1_x11315y2409,11315,2409,11242,2336,146
TCGA-05-4245-01A-01-TS1_x11461y2409,11461,2409,11388,2336,146
TCGA-05-4245-01A-01-TS1_x11607y2409,11607,2409,11534,2336,146
TCGA-05-4245-01A-01-TS1_x11753y2409,11753,2409,11680,2336,146
TCGA-05-4245-01A-01-TS1_x11899y2409,11899,2409,11826,2336,146
TCGA-05-4245-01A-01-TS1_x12045y2409,12045,2409,11972,2336,146
TCGA-05-4245-01A-01-TS1_x12191y2409,12191,2409,12118,2336,146
TCGA-05-4245-01A-01-TS1_x12337y2409,12337,2409,12264,2336,146
TCGA-05-4245-01A-01-TS1_x12483y2409,12483,2409,12410,2336,146
TCGA-05-4245-01A-01-TS1_x12629y2409,12629,2409,12556,2336,146
TCGA-05-4245-01A-01-TS1_x12775y2409,12775,2409,12702,2336,146
TCGA-05-4245-01A-01-TS1_x8687y2555,8687,2555,8614,2482,146
TCGA-05-4245-01A-01-TS1_x8833y2555,8833,2555,8760,2482,146
TCGA-05-4245-01A-01-TS1_x8979y2555,8979,2555,8906,2482,146
TCGA-05-4245-01A-01-TS1_x9125y2555,9125,2555,9052,2482,146
TCGA-05-4245-01A-01-TS1_x9271y2555,9271,2555,9198,2482,146
TCGA-05-4245-01A-01-TS1_x9417y2555,9417,2555,9344,2482,146
TCGA-05-4245-01A-01-TS1_x9563y2555,9563,2555,9490,2482,146
TCGA-05-4245-01A-01-TS1_x9709y2555,9709,2555,9636,2482,146
TCGA-05-4245-01A-01-TS1_x9855y2555,9855,2555,9782,2482,146
TCGA-05-4245-01A-01-TS1_x10001y2555,10001,2555,9928,2482,146
TCGA-05-4245-01A-01-TS1_x10147y2555,10147,2555,10074,2482,146
TCGA-05-4245-01A-01-TS1_x10293y2555,10293,2555,10220,2482,146
TCGA-05-4245-01A-01-TS1_x10439y2555,10439,2555,10366,2482,146
TCGA-05-4245-01A-01-TS1_x10585y2555,10585,2555,10512,2482,146
TCGA-05-4245-01A-01-TS1_x10731y2555,10731,2555,10658,2482,146
TCGA-05-4245-01A-01-TS1_x10877y2555,10877,2555,10804,2482,146
TCGA-05-4245-01A-01-TS1_x11023y2555,11023,2555,10950,2482,146
TCGA-05-4245-01A-01-TS1_x11169y2555,11169,2555,11096,2482,146
TCGA-05-4245-01A-01-TS1_x11315y2555,11315,2555,11242,2482,146
TCGA-05-4245-01A-01-TS1_x11461y2555,11461,2555,11388,2482,146
TCGA-05-4245-01A-01-TS1_x11607y2555,11607,2555,11534,2482,146
TCGA-05-4245-01A-01-TS1_x11753y2555,11753,2555,11680,2482,146
TCGA-05-4245-01A-01-TS1_x11899y2555,11899,2555,11826,2482,146
TCGA-05-4245-01A-01-TS1_x12045y2555,12045,2555,11972,2482,146
TCGA-05-4245-01A-01-TS1_x12191y2555,12191,2555,12118,2482,146
TCGA-05-4245-01A-01-TS1_x12337y2555,12337,2555,12264,2482,146
TCGA-05-4245-01A-01-TS1_x12483y2555,12483,2555,12410,2482,146
TCGA-05-4245-01A-01-TS1_x12629y2555,12629,2555,12556,2482,146
TCGA-05-4245-01A-01-TS1_x12775y2555,12775,2555,12702,2482,146
TCGA-05-4245-01A-01-TS1_x7227y2701,7227,2701,7154,2628,146
TCGA-05-4245-01A-01-TS1_x7373y2701,7373,2701,7300,2628,146
TCGA-05-4245-01A-01-TS1_x7519y2701,7519,2701,7446,2628,146
TCGA-05-4245-01A-01-TS1_x8395y2701,8395,2701,8322,2628,146
TCGA-05-4245-01A-01-TS1_x8541y2701,8541,2701,8468,2628,146
TCGA-05-4245-01A-01-TS1_x8687y2701,8687,2701,8614,2628,146
TCGA-05-4245-01A-01-TS1_x8833y2701,8833,2701,8760,2628,146
TCGA-05-4245-01A-01-TS1_x8979y2701,8979,2701,8906,2628,146
TCGA-05-4245-01A-01-TS1_x9125y2701,9125,2701,9052,2628,146
TCGA-05-4245-01A-01-TS1_x9271y2701,9271,2701,9198,2628,146
TCGA-05-4245-01A-01-TS1_x9417y2701,9417,2701,9344,2628,146
TCGA-05-4245-01A-01-TS1_x9563y2701,9563,2701,9490,2628,146
TCGA-05-4245-01A-01-TS1_x9709y2701,9709,2701,9636,2628,146
TCGA-05-4245-01A-01-TS1_x9855y2701,9855,2701,9782,2628,146
TCGA-05-4245-01A-01-TS1_x10001y2701,10001,2701,9928,2628,146
TCGA-05-4245-01A-01-TS1_x10147y2701,10147,2701,10074,2628,146
TCGA-05-4245-01A-01-TS1_x10293y2701,10293,2701,10220,2628,146
TCGA-05-4245-01A-01-TS1_x10439y2701,10439,2701,10366,2628,146
TCGA-05-4245-01A-01-TS1_x10585y2701,10585,2701,10512,2628,146
TCGA-05-4245-01A-01-TS1_x10731y2701,10731,2701,10658,2628,146
TCGA-05-4245-01A-01-TS1_x10877y2701,10877,2701,10804,2628,146
TCGA-05-4245-01A-01-TS1_x11023y2701,11023,2701,10950,2628,146
TCGA-05-4245-01A-01-TS1_x11169y2701,11169,2701,11096,2628,146
TCGA-05-4245-01A-01-TS1_x11315y2701,11315,2701,11242,2628,146
TCGA-05-4245-01A-01-TS1_x11461y2701,11461,2701,11388,2628,146
TCGA-05-4245-01A-01-TS1_x11607y2701,11607,2701,11534,2628,146
TCGA-05-4245-01A-01-TS1_x11753y2701,11753,2701,11680,2628,146
TCGA-05-4245-01A-01-TS1_x11899y2701,11899,2701,11826,2628,146
TCGA-05-4245-01A-01-TS1_x12045y2701,12045,2701,11972,2628,146
TCGA-05-4245-01A-01-TS1_x12191y2701,12191,2701,12118,2628,146
TCGA-05-4245-01A-01-TS1_x12337y2701,12337,2701,12264,2628,146
TCGA-05-4245-01A-01-TS1_x12483y2701,12483,2701,12410,2628,146
TCGA-05-4245-01A-01-TS1_x12629y2701,12629,2701,12556,2628,146
TCGA-05-4245-01A-01-TS1_x6497y2847,6497,2847,6424,2774,146
TCGA-05-4245-01A-01-TS1_x6643y2847,6643,2847,6570,2774,146
TCGA-05-4245-01A-01-TS1_x6789y2847,6789,2847,6716,2774,146
TCGA-05-4245-01A-01-TS1_x6935y2847,6935,2847,6862,2774,146
TCGA-05-4245-01A-01-TS1_x7081y2847,7081,2847,7008,2774,146
TCGA-05-4245-01A-01-TS1_x7227y2847,7227,2847,7154,2774,146
TCGA-05-4245-01A-01-TS1_x7665y2847,7665,2847,7592,2774,146
TCGA-05-4245-01A-01-TS1_x7811y2847,7811,2847,7738,2774,146
TCGA-05-4245-01A-01-TS1_x7957y2847,7957,2847,7884,2774,146
TCGA-05-4245-01A-01-TS1_x8103y2847,8103,2847,8030,2774,146
TCGA-05-4245-01A-01-TS1_x8249y2847,8249,2847,8176,2774,146
TCGA-05-4245-01A-01-TS1_x8395y2847,8395,2847,8322,2774,146
TCGA-05-4245-01A-01-TS1_x8541y2847,8541,2847,8468,2774,146
TCGA-05-4245-01A-01-TS1_x8687y2847,8687,2847,8614,2774,146
TCGA-05-4245-01A-01-TS1_x8833y2847,8833,2847,8760,2774,146
TCGA-05-4245-01A-01-TS1_x8979y2847,8979,2847,8906,2774,146
TCGA-05-4245-01A-01-TS1_x9125y2847,9125,2847,9052,2774,146
TCGA-05-4245-01A-01-TS1_x9271y2847,9271,2847,9198,2774,146
TCGA-05-4245-01A-01-TS1_x9417y2847,9417,2847,9344,2774,146
TCGA-05-4245-01A-01-TS1_x9563y2847,9563,2847,9490,2774,146
TCGA-05-4245-01A-01-TS1_x9709y2847,9709,2847,9636,2774,146
TCGA-05-4245-01A-01-TS1_x9855y2847,9855,2847,9782,2774,146
TCGA-05-4245-01A-01-TS1_x10001y2847,10001,2847,9928,2774,146
TCGA-05-4245-01A-01-TS1_x10147y2847,10147,2847,10074,2774,146
TCGA-05-4245-01A-01-TS1_x10293y2847,10293,2847,10220,2774,146
TCGA-05-4245-01A-01-TS1_x10439y2847,10439,2847,10366,2774,146
TCGA-05-4245-01A-01-TS1_x10585y2847,10585,2847,10512,2774,146
TCGA-05-4245-01A-01-TS1_x10731y2847,10731,2847,10658,2774,146
TCGA-05-4245-01A-01-TS1_x10877y2847,10877,2847,10804,2774,146
TCGA-05-4245-01A-01-TS1_x11023y2847,11023,2847,10950,2774,146
TCGA-05-4245-01A-01-TS1_x11169y2847,11169,2847,11096,2774,146
TCGA-05-4245-01A-01-TS1_x11315y2847,11315,2847,11242,2774,146
TCGA-05-4245-01A-01-TS1_x11461y2847,11461,2847,11388,2774,146
TCGA-05-4245-01A-01-TS1_x11607y2847,11607,2847,11534,2774,146
TCGA-05-4245-01A-01-TS1_x11753y2847,11753,2847,11680,2774,146
TCGA-05-4245-01A-01-TS1_x11899y2847,11899,2847,11826,2774,146
TCGA-05-4245-01A-01-TS1_x12045y2847,12045,2847,11972,2774,146
TCGA-05-4245-01A-01-TS1_x12191y2847,12191,2847,12118,2774,146
TCGA-05-4245-01A-01-TS1_x12337y2847,12337,2847,12264,2774,146
TCGA-05-4245-01A-01-TS1_x12483y2847,12483,2847,12410,2774,146
TCGA-05-4245-01A-01-TS1_x12629y2847,12629,2847,12556,2774,146
TCGA-05-4245-01A-01-TS1_x6059y2993,6059,2993,5986,2920,146
TCGA-05-4245-01A-01-TS1_x6205y2993,6205,2993,6132,2920,146
TCGA-05-4245-01A-01-TS1_x6351y2993,6351,2993,6278,2920,146
TCGA-05-4245-01A-01-TS1_x6497y2993,6497,2993,6424,2920,146
TCGA-05-4245-01A-01-TS1_x6643y2993,6643,2993,6570,2920,146
TCGA-05-4245-01A-01-TS1_x6789y2993,6789,2993,6716,2920,146
TCGA-05-4245-01A-01-TS1_x6935y2993,6935,2993,6862,2920,146
TCGA-05-4245-01A-01-TS1_x7081y2993,7081,2993,7008,2920,146
TCGA-05-4245-01A-01-TS1_x7227y2993,7227,2993,7154,2920,146
TCGA-05-4245-01A-01-TS1_x7373y2993,7373,2993,7300,2920,146
TCGA-05-4245-01A-01-TS1_x7519y2993,7519,2993,7446,2920,146
TCGA-05-4245-01A-01-TS1_x7665y2993,7665,2993,7592,2920,146
TCGA-05-4245-01A-01-TS1_x7811y2993,7811,2993,7738,2920,146
TCGA-05-4245-01A-01-TS1_x7957y2993,7957,2993,7884,2920,146
TCGA-05-4245-01A-01-TS1_x8103y2993,8103,2993,8030,2920,146
TCGA-05-4245-01A-01-TS1_x8249y2993,8249,2993,8176,2920,146
TCGA-05-4245-01A-01-TS1_x8395y2993,8395,2993,8322,2920,146
TCGA-05-4245-01A-01-TS1_x8541y2993,8541,2993,8468,2920,146
TCGA-05-4245-01A-01-TS1_x8687y2993,8687,2993,8614,2920,146
TCGA-05-4245-01A-01-TS1_x8833y2993,8833,2993,8760,2920,146
TCGA-05-4245-01A-01-TS1_x8979y2993,8979,2993,8906,2920,146
TCGA-05-4245-01A-01-TS1_x9125y2993,9125,2993,9052,2920,146
TCGA-05-4245-01A-01-TS1_x9271y2993,9271,2993,9198,2920,146
TCGA-05-4245-01A-01-TS1_x9563y2993,9563,2993,9490,2920,146
TCGA-05-4245-01A-01-TS1_x9709y2993,9709,2993,9636,2920,146
TCGA-05-4245-01A-01-TS1_x9855y2993,9855,2993,9782,2920,146
TCGA-05-4245-01A-01-TS1_x10001y2993,10001,2993,9928,2920,146
TCGA-05-4245-01A-01-TS1_x10147y2993,10147,2993,10074,2920,146
TCGA-05-4245-01A-01-TS1_x10293y2993,10293,2993,10220,2920,146
TCGA-05-4245-01A-01-TS1_x10439y2993,10439,2993,10366,2920,146
TCGA-05-4245-01A-01-TS1_x10585y2993,10585,2993,10512,2920,146
TCGA-05-4245-01A-01-TS1_x10731y2993,10731,2993,10658,2920,146
TCGA-05-4245-01A-01-TS1_x10877y2993,10877,2993,10804,2920,146
TCGA-05-4245-01A-01-TS1_x11023y2993,11023,2993,10950,2920,146
TCGA-05-4245-01A-01-TS1_x11169y2993,11169,2993,11096,2920,146
TCGA-05-4245-01A-01-TS1_x11315y2993,11315,2993,11242,2920,146
TCGA-05-4245-01A-01-TS1_x11461y2993,11461,2993,11388,2920,146
TCGA-05-4245-01A-01-TS1_x11607y2993,11607,2993,11534,2920,146
TCGA-05-4245-01A-01-TS1_x11753y2993,11753,2993,11680,2920,146
TCGA-05-4245-01A-01-TS1_x11899y2993,11899,2993,11826,2920,146
TCGA-05-4245-01A-01-TS1_x12045y2993,12045,2993,11972,2920,146
TCGA-05-4245-01A-01-TS1_x12191y2993,12191,2993,12118,2920,146
TCGA-05-4245-01A-01-TS1_x12337y2993,12337,2993,12264,2920,146
TCGA-05-4245-01A-01-TS1_x12483y2993,12483,2993,12410,2920,146
TCGA-05-4245-01A-01-TS1_x12629y2993,12629,2993,12556,2920,146
TCGA-05-4245-01A-01-TS1_x5767y3139,5767,3139,5694,3066,146
TCGA-05-4245-01A-01-TS1_x5913y3139,5913,3139,5840,3066,146
TCGA-05-4245-01A-01-TS1_x6059y3139,6059,3139,5986,3066,146
TCGA-05-4245-01A-01-TS1_x6205y3139,6205,3139,6132,3066,146
TCGA-05-4245-01A-01-TS1_x6351y3139,6351,3139,6278,3066,146
TCGA-05-4245-01A-01-TS1_x6497y3139,6497,3139,6424,3066,146
TCGA-05-4245-01A-01-TS1_x6643y3139,6643,3139,6570,3066,146
TCGA-05-4245-01A-01-TS1_x6789y3139,6789,3139,6716,3066,146
TCGA-05-4245-01A-01-TS1_x6935y3139,6935,3139,6862,3066,146
TCGA-05-4245-01A-01-TS1_x7081y3139,7081,3139,7008,3066,146
TCGA-05-4245-01A-01-TS1_x7227y3139,7227,3139,7154,3066,146
TCGA-05-4245-01A-01-TS1_x7373y3139,7373,3139,7300,3066,146
TCGA-05-4245-01A-01-TS1_x7519y3139,7519,3139,7446,3066,146
TCGA-05-4245-01A-01-TS1_x7665y3139,7665,3139,7592,3066,146
TCGA-05-4245-01A-01-TS1_x7811y3139,7811,3139,7738,3066,146
TCGA-05-4245-01A-01-TS1_x7957y3139,7957,3139,7884,3066,146
TCGA-05-4245-01A-01-TS1_x8103y3139,8103,3139,8030,3066,146
TCGA-05-4245-01A-01-TS1_x8249y3139,8249,3139,8176,3066,146
TCGA-05-4245-01A-01-TS1_x8395y3139,8395,3139,8322,3066,146
TCGA-05-4245-01A-01-TS1_x8541y3139,8541,3139,8468,3066,146
TCGA-05-4245-01A-01-TS1_x8687y3139,8687,3139,8614,3066,146
TCGA-05-4245-01A-01-TS1_x8833y3139,8833,3139,8760,3066,146
TCGA-05-4245-01A-01-TS1_x8979y3139,8979,3139,8906,3066,146
TCGA-05-4245-01A-01-TS1_x9125y3139,9125,3139,9052,3066,146
TCGA-05-4245-01A-01-TS1_x9271y3139,9271,3139,9198,3066,146
TCGA-05-4245-01A-01-TS1_x9417y3139,9417,3139,9344,3066,146
TCGA-05-4245-01A-01-TS1_x9563y3139,9563,3139,9490,3066,146
