res,cluster,cluster_rank,grid_index,grid_row,grid_col,slide,spot_id,x,y,dist_to_centroid
224,Ciliated,1,22,2,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x12656y2576,12656,2576,9.551219940185547
224,Ciliated,1,23,2,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x5040y6384,5040,6384,9.557308197021484
224,Ciliated,1,24,2,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x25200y11984,25200,11984,9.574971199035645
224,Ciliated,1,25,2,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x27216y12432,27216,12432,9.576725006103516
224,Ciliated,1,26,2,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x7728y9072,7728,9072,9.579551696777344
224,Ciliated,1,27,2,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x7728y15344,7728,15344,9.592000007629395
224,Ciliated,1,28,2,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x11088y12432,11088,12432,9.606217384338379
224,Ciliated,1,29,2,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x28112y5936,28112,5936,9.620833396911621
224,Ciliated,1,30,3,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x5264y6384,5264,6384,9.624359130859375
224,Ciliated,1,31,3,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x4592y15568,4592,15568,9.629220008850098
224,Ciliated,1,32,3,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x8176y16240,8176,16240,9.645488739013672
224,Ciliated,1,33,3,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x9520y11312,9520,11312,9.660130500793457
224,Ciliated,1,34,3,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x10864y16240,10864,16240,9.672015190124512
224,Ciliated,1,35,3,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x18704y4144,18704,4144,9.682204246520996
224,Ciliated,1,36,3,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x14224y3248,14224,3248,9.707558631896973
224,Ciliated,1,37,3,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x16016y16688,16016,16688,9.71081829071045
224,Ciliated,1,38,3,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x3920y15344,3920,15344,9.732254981994629
224,Ciliated,1,39,3,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x21616y6832,21616,6832,9.733956336975098
224,Ciliated,1,40,4,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x10192y4592,10192,4592,9.734715461730957
224,Ciliated,1,41,4,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x15120y18032,15120,18032,9.761104583740234
224,Ciliated,1,42,4,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x17136y17136,17136,17136,9.772356033325195
224,Ciliated,1,43,4,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x5264y9520,5264,9520,9.793947219848633
224,Ciliated,1,44,4,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x31696y6384,31696,6384,9.812317848205566
224,Ciliated,1,45,4,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x15568y13552,15568,13552,9.818414688110352
224,Ciliated,1,46,4,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x17808y11760,17808,11760,9.821269035339355
224,Ciliated,1,47,4,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x24080y7728,24080,7728,9.834413528442383
224,Ciliated,1,48,4,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x15792y14896,15792,14896,9.837581634521484
224,Ciliated,1,49,4,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x9520y14448,9520,14448,9.841571807861328
224,Ciliated,1,50,5,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x9744y8176,9744,8176,9.846837043762207
224,Ciliated,1,51,5,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x3248y14224,3248,14224,9.849257469177246
224,Ciliated,1,52,5,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x20720y5488,20720,5488,9.853296279907227
224,Ciliated,1,53,5,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x3920y16016,3920,16016,9.855070114135742
224,Ciliated,1,54,5,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x30800y6832,30800,6832,9.861408233642578
224,Ciliated,1,55,5,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x15792y11088,15792,11088,9.865464210510254
224,Ciliated,1,56,5,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x14448y2800,14448,2800,9.871180534362793
224,Ciliated,1,57,5,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x16912y15792,16912,15792,9.88097095489502
224,Ciliated,1,58,5,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x8848y5264,8848,5264,9.8915376663208
224,Ciliated,1,59,5,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x9296y13104,9296,13104,9.8949613571167
224,Ciliated,1,60,6,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x20496y15344,20496,15344,9.89673137664795
224,Ciliated,1,61,6,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x21392y9072,21392,9072,9.897290229797363
224,Ciliated,1,62,6,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x20272y13776,20272,13776,9.902961730957031
224,Ciliated,1,63,6,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x22288y10640,22288,10640,9.90903377532959
224,Ciliated,1,64,6,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x21392y4144,21392,4144,9.91552448272705
224,Ciliated,1,65,6,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x25648y15344,25648,15344,9.919480323791504
224,Ciliated,1,66,6,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x11536y5264,11536,5264,9.92530632019043
224,Ciliated,1,67,6,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x8400y3920,8400,3920,9.950241088867188
224,Ciliated,1,68,6,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x3696y9072,3696,9072,9.95077896118164
224,Ciliated,1,69,6,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x13552y14448,13552,14448,9.950820922851562
224,Ciliated,1,70,7,0,4245-TS1,TCGA-05-4245-01A-01-TS1_x3696y6160,3696,6160,9.953091621398926
224,Ciliated,1,71,7,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x12208y16688,12208,16688,9.959461212158203
224,Ciliated,1,72,7,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x13776y12880,13776,12880,9.96670150756836
224,Ciliated,1,73,7,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x9744y14000,9744,14000,9.970635414123535
224,Ciliated,1,74,7,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x23184y5936,23184,5936,9.985827445983887
224,Ciliated,1,75,7,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x3920y17136,3920,17136,9.989311218261719
224,Ciliated,1,76,7,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x20720y6832,20720,6832,9.991247177124023
224,Ciliated,1,77,7,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x19600y14000,19600,14000,10.001843452453613
224,Ciliated,1,78,7,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x15120y9520,15120,9520,10.006660461425781
224,Ciliated,1,79,7,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x29680y3248,29680,3248,10.021525382995605
224,Ciliated,1,80,8,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x14000y13776,14000,13776,10.027929306030273
224,Ciliated,1,81,8,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x27216y11984,27216,11984,10.031196594238281
224,Ciliated,1,82,8,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x8848y18928,8848,18928,10.032888412475586
224,Ciliated,1,83,8,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x5712y14000,5712,14000,10.033875465393066
224,Ciliated,1,84,8,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x18256y2352,18256,2352,10.036213874816895
224,Ciliated,1,85,8,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x26992y6608,26992,6608,10.043340682983398
224,Ciliated,1,86,8,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x10192y4592,10192,4592,10.049893379211426
224,Ciliated,1,87,8,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x13328y15344,13328,15344,10.058231353759766
224,Ciliated,1,88,8,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x30352y10416,30352,10416,10.072835922241211
224,Ciliated,1,89,8,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x4368y3024,4368,3024,10.082571029663086
224,Ciliated,1,90,9,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x24080y9296,24080,9296,10.089432716369629
224,Ciliated,1,91,9,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x16016y9968,16016,9968,10.093221664428711
224,Ciliated,1,92,9,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x14224y6384,14224,6384,10.097214698791504
224,Ciliated,1,93,9,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x32144y4592,32144,4592,10.129232406616211
224,Ciliated,1,94,9,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x15120y16240,15120,16240,10.135887145996094
224,Ciliated,1,95,9,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x7280y13104,7280,13104,10.135979652404785
224,Ciliated,1,96,9,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x17584y12208,17584,12208,10.152713775634766
224,Ciliated,1,97,9,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x9296y9968,9296,9968,10.153196334838867
224,Ciliated,1,98,9,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x33488y14224,33488,14224,10.160959243774414
224,Ciliated,1,99,9,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x25872y10864,25872,10864,10.165828704833984
224,SMG_Duct,2,0,0,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x9296y1680,9296,1680,8.85462760925293
224,SMG_Duct,2,1,0,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x24528y11088,24528,11088,8.93606948852539
224,SMG_Duct,2,2,0,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x26320y1232,26320,1232,9.250895500183105
224,SMG_Duct,2,3,0,3,4245-TS1,TCGA-05-4245-01A-01-TS1_x4368y6384,4368,6384,9.309179306030273
224,SMG_Duct,2,4,0,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x7280y1008,7280,1008,9.382362365722656
224,SMG_Duct,2,5,0,5,4245-TS1,TCGA-05-4245-01A-01-TS1_x6384y3920,6384,3920,9.382694244384766
224,SMG_Duct,2,6,0,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x4368y11984,4368,11984,9.45067310333252
224,SMG_Duct,2,7,0,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x18480y9744,18480,9744,9.498702049255371
224,SMG_Duct,2,8,0,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x11984y16688,11984,16688,9.500748634338379
224,SMG_Duct,2,9,0,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x14896y1680,14896,1680,9.54854679107666
224,SMG_Duct,2,10,1,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x30128y15344,30128,15344,9.560795783996582
224,SMG_Duct,2,11,1,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x30352y1456,30352,1456,9.63310718536377
224,SMG_Duct,2,12,1,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x4144y5712,4144,5712,9.669477462768555
224,SMG_Duct,2,13,1,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x30800y9744,30800,9744,9.730789184570312
224,SMG_Duct,2,14,1,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x8624y17584,8624,17584,9.807723045349121
224,SMG_Duct,2,15,1,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x32144y7280,32144,7280,9.843091011047363
224,SMG_Duct,2,16,1,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x23856y10864,23856,10864,9.861529350280762
224,SMG_Duct,2,17,1,7,4245-TS1,TCGA-05-4245-01A-01-TS1_x4144y4592,4144,4592,9.90449333190918
224,SMG_Duct,2,18,1,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x29232y15120,29232,15120,9.910011291503906
224,SMG_Duct,2,19,1,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x7952y2352,7952,2352,9.922796249389648
224,SMG_Duct,2,20,2,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x30576y10864,30576,10864,9.963167190551758
224,SMG_Duct,2,21,2,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x3248y9072,3248,9072,9.965270042419434
224,SMG_Duct,2,22,2,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x22736y3248,22736,3248,9.980362892150879
224,SMG_Duct,2,23,2,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x21392y1456,21392,1456,10.013113975524902
224,SMG_Duct,2,24,2,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x21392y13776,21392,13776,10.025026321411133
224,SMG_Duct,2,25,2,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x7952y5712,7952,5712,10.036993026733398
224,SMG_Duct,2,26,2,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x30576y14448,30576,14448,10.0432710647583
224,SMG_Duct,2,27,2,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x31248y8624,31248,8624,10.045721054077148
224,SMG_Duct,2,28,2,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x23856y12656,23856,12656,10.072192192077637
224,SMG_Duct,2,29,2,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x26096y15792,26096,15792,10.08392333984375
224,SMG_Duct,2,30,3,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x19376y12432,19376,12432,10.091524124145508
224,SMG_Duct,2,31,3,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x7504y2576,7504,2576,10.099064826965332
224,SMG_Duct,2,32,3,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x32592y14448,32592,14448,10.110884666442871
224,SMG_Duct,2,33,3,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x22736y15568,22736,15568,10.118803977966309
224,SMG_Duct,2,34,3,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x21840y17136,21840,17136,10.120491027832031
224,SMG_Duct,2,35,3,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x14448y17584,14448,17584,10.120561599731445
224,SMG_Duct,2,36,3,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x15568y14896,15568,14896,10.133283615112305
224,SMG_Duct,2,37,3,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x13776y13776,13776,13776,10.143088340759277
224,SMG_Duct,2,38,3,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x11760y3696,11760,3696,10.191123008728027
224,SMG_Duct,2,39,3,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x25424y14448,25424,14448,10.197874069213867
224,SMG_Duct,2,40,4,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x19824y16016,19824,16016,10.201627731323242
224,SMG_Duct,2,41,4,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x20496y2800,20496,2800,10.208181381225586
224,SMG_Duct,2,42,4,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x10640y6160,10640,6160,10.208209991455078
224,SMG_Duct,2,43,4,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x17584y15344,17584,15344,10.209139823913574
224,SMG_Duct,2,44,4,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x31920y7280,31920,7280,10.21558952331543
224,SMG_Duct,2,45,4,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x15344y7280,15344,7280,10.216187477111816
224,SMG_Duct,2,46,4,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x16912y13328,16912,13328,10.219493865966797
224,SMG_Duct,2,47,4,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x4368y18256,4368,18256,10.251242637634277
224,SMG_Duct,2,48,4,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x14448y5264,14448,5264,10.256649017333984
224,SMG_Duct,2,49,4,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x18480y17360,18480,17360,10.259119987487793
224,SMG_Duct,2,50,5,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x29232y2800,29232,2800,10.262371063232422
224,SMG_Duct,2,51,5,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x14000y1680,14000,1680,10.27030086517334
224,SMG_Duct,2,52,5,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x6608y2352,6608,2352,10.280569076538086
224,SMG_Duct,2,53,5,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x7952y1008,7952,1008,10.28321361541748
224,SMG_Duct,2,54,5,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x14672y14896,14672,14896,10.296951293945312
224,SMG_Duct,2,55,5,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x23856y9968,23856,9968,10.298584938049316
224,SMG_Duct,2,56,5,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x8176y15568,8176,15568,10.318790435791016
224,SMG_Duct,2,57,5,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x22960y5712,22960,5712,10.324847221374512
224,SMG_Duct,2,58,5,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x28784y14448,28784,14448,10.338432312011719
224,SMG_Duct,2,59,5,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x14672y12208,14672,12208,10.34890079498291
224,SMG_Duct,2,60,6,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x10192y13104,10192,13104,10.356892585754395
224,SMG_Duct,2,61,6,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x32144y14448,32144,14448,10.359138488769531
224,SMG_Duct,2,62,6,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x11312y6384,11312,6384,10.361587524414062
224,SMG_Duct,2,63,6,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x18256y12880,18256,12880,10.364350318908691
224,SMG_Duct,2,64,6,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x25200y14224,25200,14224,10.419303894042969
224,SMG_Duct,2,65,6,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x18256y15792,18256,15792,10.46217155456543
224,SMG_Duct,2,66,6,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x26096y6608,26096,6608,10.463159561157227
224,SMG_Duct,2,67,6,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x9968y18256,9968,18256,10.463760375976562
224,SMG_Duct,2,68,6,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x21392y15344,21392,15344,10.46705436706543
224,SMG_Duct,2,69,6,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x7504y13104,7504,13104,10.470855712890625
224,SMG_Duct,2,70,7,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x28560y16912,28560,16912,10.478915214538574
224,SMG_Duct,2,71,7,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x28784y15568,28784,15568,10.483470916748047
224,SMG_Duct,2,72,7,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x22512y2128,22512,2128,10.488263130187988
224,SMG_Duct,2,73,7,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x4816y18256,4816,18256,10.49864387512207
224,SMG_Duct,2,74,7,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x4592y18704,4592,18704,10.504918098449707
224,SMG_Duct,2,75,7,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x28112y10640,28112,10640,10.517240524291992
224,SMG_Duct,2,76,7,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x15568y3696,15568,3696,10.522610664367676
224,SMG_Duct,2,77,7,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x4368y7504,4368,7504,10.53136920928955
224,SMG_Duct,2,78,7,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x10864y7280,10864,7280,10.554139137268066
224,SMG_Duct,2,79,7,9,4245-TS1,TCGA-05-4245-01A-01-TS1_x5712y5936,5712,5936,10.555334091186523
224,SMG_Duct,2,80,8,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x26096y1232,26096,1232,10.601053237915039
224,SMG_Duct,2,81,8,1,4245-TS1,TCGA-05-4245-01A-01-TS1_x2352y7056,2352,7056,10.60888957977295
224,SMG_Duct,2,82,8,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x4144y7728,4144,7728,10.617914199829102
224,SMG_Duct,2,83,8,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x30352y13776,30352,13776,10.631854057312012
224,SMG_Duct,2,84,8,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x26992y1232,26992,1232,10.63326358795166
224,SMG_Duct,2,85,8,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x17584y13104,17584,13104,10.636061668395996
224,SMG_Duct,2,86,8,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x14000y2800,14000,2800,10.637531280517578
224,SMG_Duct,2,87,8,7,4245-TS1,TCGA-05-4245-01A-01-TS1_x2128y7056,2128,7056,10.643193244934082
224,SMG_Duct,2,88,8,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x10416y6160,10416,6160,10.644221305847168
224,SMG_Duct,2,89,8,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x31696y5488,31696,5488,10.653281211853027
224,SMG_Duct,2,90,9,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x23184y2576,23184,2576,10.663338661193848
224,SMG_Duct,2,91,9,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x11984y5040,11984,5040,10.671549797058105
224,SMG_Duct,2,92,9,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x10416y12880,10416,12880,10.672767639160156
224,SMG_Duct,2,93,9,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x7952y1904,7952,1904,10.679118156433105
224,SMG_Duct,2,94,9,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x8176y1904,8176,1904,10.700514793395996
224,SMG_Duct,2,95,9,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x8400y17808,8400,17808,10.716192245483398
224,SMG_Duct,2,96,9,6,4390-BS1,TCGA-05-4390-01A-01-BS1_x22736y11312,22736,11312,10.719327926635742
224,SMG_Duct,2,97,9,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x30128y1232,30128,1232,10.728171348571777
224,SMG_Duct,2,98,9,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x24752y11088,24752,11088,10.73938274383545
224,SMG_Duct,2,99,9,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x32144y14224,32144,14224,10.75955581665039
224,Fibro_adventitial,3,0,0,0,4245-TS1,TCGA-05-4245-01A-01-TS1_x9072y8624,9072,8624,10.323290824890137
224,Fibro_adventitial,3,1,0,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x23856y2352,23856,2352,10.829009056091309
224,Fibro_adventitial,3,2,0,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x12432y5936,12432,5936,10.899662971496582
224,Fibro_adventitial,3,3,0,3,4390-BS1,TCGA-05-4390-01A-01-BS1_x7280y5936,7280,5936,10.92332935333252
224,Fibro_adventitial,3,4,0,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x11760y8176,11760,8176,10.96312141418457
224,Fibro_adventitial,3,5,0,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x6160y8400,6160,8400,11.078669548034668
224,Fibro_adventitial,3,6,0,6,4245-TS1,TCGA-05-4245-01A-01-TS1_x4368y5936,4368,5936,11.1137056350708
224,Fibro_adventitial,3,7,0,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x14000y5264,14000,5264,11.124096870422363
224,Fibro_adventitial,3,8,0,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x3696y11536,3696,11536,11.159477233886719
224,Fibro_adventitial,3,9,0,9,4245-TS1,TCGA-05-4245-01A-01-TS1_x4592y6384,4592,6384,11.231645584106445
224,Fibro_adventitial,3,10,1,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x22288y3696,22288,3696,11.337130546569824
224,Fibro_adventitial,3,11,1,1,4245-BS1,TCGA-05-4245-01A-01-BS1_x6384y4144,6384,4144,11.34765338897705
224,Fibro_adventitial,3,12,1,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x30128y7056,30128,7056,11.3574800491333
224,Fibro_adventitial,3,13,1,3,4245-TS1,TCGA-05-4245-01A-01-TS1_x10416y7728,10416,7728,11.385871887207031
224,Fibro_adventitial,3,14,1,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x12208y11536,12208,11536,11.413858413696289
224,Fibro_adventitial,3,15,1,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x32592y5712,32592,5712,11.42931842803955
