res,cluster,cluster_rank,grid_index,grid_row,grid_col,slide,spot_id,x,y,dist_to_centroid
146,Muscle_airway,7,2,0,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x11169y8249,11169,8249,13.280805587768555
146,Muscle_airway,7,3,0,3,4245-TS1,TCGA-05-4245-01A-01-TS1_x12191y3285,12191,3285,13.477437019348145
146,Muscle_airway,7,4,0,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x7519y7811,7519,7811,13.602741241455078
146,Muscle_airway,7,5,0,5,4245-BS1,TCGA-05-4245-01A-01-BS1_x11023y11315,11023,11315,13.777952194213867
146,Muscle_airway,7,6,0,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x11315y10293,11315,10293,14.06098747253418
146,Muscle_airway,7,7,0,7,4245-BS1,TCGA-05-4245-01A-01-BS1_x9563y8103,9563,8103,14.151432037353516
146,Muscle_airway,7,8,0,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x9855y11169,9855,11169,14.30754566192627
146,Muscle_airway,7,9,0,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x3869y8833,3869,8833,14.785859107971191
146,Muscle_airway,7,10,1,0,4245-BS1,TCGA-05-4245-01A-01-BS1_x8249y10439,8249,10439,14.803794860839844
146,Muscle_airway,7,11,1,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x14381y5913,14381,5913,15.136037826538086
146,Muscle_airway,7,12,1,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x5913y13359,5913,13359,15.196949005126953
146,Muscle_airway,7,13,1,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x6205y6935,6205,6935,15.508777618408203
146,Muscle_airway,7,14,1,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x5037y12629,5037,12629,15.655134201049805
146,Muscle_airway,7,15,1,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x5329y10877,5329,10877,15.69688606262207
146,Muscle_airway,7,16,1,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x11753y10293,11753,10293,15.745732307434082
146,Muscle_airway,7,17,1,7,4245-BS1,TCGA-05-4245-01A-01-BS1_x9709y8103,9709,8103,15.814187049865723
146,Muscle_airway,7,18,1,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x4599y13797,4599,13797,15.833236694335938
146,Muscle_airway,7,19,1,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x6643y6935,6643,6935,15.844498634338379
146,Muscle_airway,7,20,2,0,4245-BS1,TCGA-05-4245-01A-01-BS1_x7081y8833,7081,8833,16.030029296875
146,Muscle_airway,7,21,2,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x18177y7957,18177,7957,16.105655670166016
146,Muscle_airway,7,22,2,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x8541y13943,8541,13943,16.190977096557617
146,Muscle_airway,7,23,2,3,4245-TS1,TCGA-05-4245-01A-01-TS1_x3285y4745,3285,4745,16.264455795288086
146,Muscle_airway,7,24,2,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x11169y10439,11169,10439,16.378604888916016
146,Muscle_airway,7,25,2,5,4245-BS1,TCGA-05-4245-01A-01-BS1_x3431y11753,3431,11753,16.49510383605957
146,Muscle_airway,7,26,2,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x9855y6205,9855,6205,16.508195877075195
146,Muscle_airway,7,27,2,7,4245-BS1,TCGA-05-4245-01A-01-BS1_x11315y8249,11315,8249,16.60321617126465
146,Muscle_airway,7,28,2,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x9563y7373,9563,7373,16.649370193481445
146,Muscle_airway,7,29,2,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x9709y7957,9709,7957,16.68114471435547
146,Muscle_airway,7,30,3,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x15695y7811,15695,7811,16.728200912475586
146,Muscle_airway,7,31,3,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x18469y9417,18469,9417,16.747617721557617
146,Muscle_airway,7,32,3,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x7811y7227,7811,7227,17.002696990966797
146,Muscle_airway,7,33,3,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x7227y7227,7227,7227,17.01510238647461
146,Muscle_airway,7,34,3,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x6643y5913,6643,5913,17.04154396057129
146,Muscle_airway,7,35,3,5,4245-BS1,TCGA-05-4245-01A-01-BS1_x6497y4599,6497,4599,17.091197967529297
146,Muscle_airway,7,36,3,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x11753y9855,11753,9855,17.109458923339844
146,Muscle_airway,7,37,3,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x16133y6205,16133,6205,17.121042251586914
146,Muscle_airway,7,38,3,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x9125y6205,9125,6205,17.17667007446289
146,Muscle_airway,7,39,3,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x6935y8541,6935,8541,17.181543350219727
146,Muscle_airway,7,40,4,0,4245-BS1,TCGA-05-4245-01A-01-BS1_x10001y11315,10001,11315,17.242748260498047
146,Muscle_airway,7,41,4,1,4245-BS1,TCGA-05-4245-01A-01-BS1_x6351y3869,6351,3869,17.28778076171875
146,Muscle_airway,7,42,4,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x2263y10585,2263,10585,17.357513427734375
146,Muscle_airway,7,43,4,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x8979y8833,8979,8833,17.382226943969727
146,Muscle_airway,7,44,4,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x15549y7957,15549,7957,17.427148818969727
146,Muscle_airway,7,45,4,5,4245-BS1,TCGA-05-4245-01A-01-BS1_x10001y10585,10001,10585,17.453052520751953
146,Muscle_airway,7,46,4,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x5913y12921,5913,12921,17.54948616027832
146,Muscle_airway,7,47,4,7,4245-BS1,TCGA-05-4245-01A-01-BS1_x2117y10877,2117,10877,17.618106842041016
146,Muscle_airway,7,48,4,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x7373y7811,7373,7811,17.622486114501953
146,Muscle_airway,7,49,4,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x4891y7081,4891,7081,17.858322143554688
146,Muscle_airway,7,50,5,0,4245-BS1,TCGA-05-4245-01A-01-BS1_x7373y10439,7373,10439,18.107654571533203
146,Muscle_airway,7,51,5,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x25331y11315,25331,11315,18.167118072509766
146,Muscle_airway,7,52,5,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x8395y8833,8395,8833,18.199312210083008
146,Muscle_airway,7,53,5,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x6789y8541,6789,8541,18.20426368713379
146,Muscle_airway,7,54,5,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x10147y8833,10147,8833,18.23702621459961
146,Muscle_airway,7,55,5,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x11899y4745,11899,4745,18.600717544555664
146,Muscle_airway,7,56,5,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x7227y7081,7227,7081,18.608177185058594
146,Muscle_airway,7,57,5,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x11315y3431,11315,3431,18.64308738708496
146,Muscle_airway,7,58,5,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x5913y7373,5913,7373,18.648521423339844
146,Muscle_airway,7,59,5,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x15841y5037,15841,5037,18.898738861083984
146,Muscle_airway,7,60,6,0,4245-BS1,TCGA-05-4245-01A-01-BS1_x10147y7519,10147,7519,19.106014251708984
146,Muscle_airway,7,61,6,1,4245-BS1,TCGA-05-4245-01A-01-BS1_x6789y6059,6789,6059,19.16180992126465
146,Muscle_airway,7,62,6,2,4245-TS1,TCGA-05-4245-01A-01-TS1_x7957y5913,7957,5913,19.166440963745117
146,Muscle_airway,7,63,6,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x7811y14965,7811,14965,19.51415252685547
146,Muscle_airway,7,64,6,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x9563y11315,9563,11315,19.54250717163086
146,Muscle_airway,7,65,6,5,4245-BS1,TCGA-05-4245-01A-01-BS1_x7665y8249,7665,8249,19.630699157714844
146,Muscle_airway,7,66,6,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x4599y7373,4599,7373,19.636098861694336
146,Muscle_airway,7,67,6,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x15841y18323,15841,18323,19.687702178955078
146,Muscle_airway,7,68,6,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x5183y7373,5183,7373,19.77422523498535
146,Muscle_airway,7,69,6,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x6643y6059,6643,6059,19.94477653503418
146,Muscle_airway,7,70,7,0,4245-BS1,TCGA-05-4245-01A-01-BS1_x8103y13651,8103,13651,20.00310707092285
146,Muscle_airway,7,71,7,1,4390-BS1,TCGA-05-4390-01A-01-BS1_x8979y8395,8979,8395,20.019947052001953
146,Muscle_airway,7,72,7,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x10001y11169,10001,11169,20.25557518005371
146,Muscle_airway,7,73,7,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x11607y11023,11607,11023,20.372081756591797
146,Muscle_airway,7,74,7,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x3869y13067,3869,13067,20.385412216186523
146,Muscle_airway,7,75,7,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x16571y6205,16571,6205,20.45113754272461
146,Muscle_airway,7,76,7,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x6497y6643,6497,6643,20.65318489074707
146,Muscle_airway,7,77,7,7,4390-BS1,TCGA-05-4390-01A-01-BS1_x18907y11753,18907,11753,20.839296340942383
146,Muscle_airway,7,78,7,8,4245-BS1,TCGA-05-4245-01A-01-BS1_x8249y14089,8249,14089,20.851207733154297
146,Muscle_airway,7,79,7,9,4390-BS1,TCGA-05-4390-01A-01-BS1_x11023y4453,11023,4453,20.868000030517578
146,Muscle_airway,7,80,8,0,4245-BS1,TCGA-05-4245-01A-01-BS1_x9855y9855,9855,9855,20.928930282592773
146,Muscle_airway,7,81,8,1,4245-BS1,TCGA-05-4245-01A-01-BS1_x7665y6935,7665,6935,21.082347869873047
146,Muscle_airway,7,82,8,2,4390-BS1,TCGA-05-4390-01A-01-BS1_x8979y8833,8979,8833,21.53203010559082
146,Muscle_airway,7,83,8,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x7957y4161,7957,4161,21.57784080505371
146,Muscle_airway,7,84,8,4,4390-BS1,TCGA-05-4390-01A-01-BS1_x6059y10585,6059,10585,21.842012405395508
146,Muscle_airway,7,85,8,5,4390-BS1,TCGA-05-4390-01A-01-BS1_x8979y8687,8979,8687,21.932680130004883
146,Muscle_airway,7,86,8,6,4245-BS1,TCGA-05-4245-01A-01-BS1_x1679y11023,1679,11023,22.018218994140625
146,Muscle_airway,7,87,8,7,4245-BS1,TCGA-05-4245-01A-01-BS1_x8687y10293,8687,10293,22.393470764160156
146,Muscle_airway,7,88,8,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x19053y13651,19053,13651,22.420684814453125
146,Muscle_airway,7,89,8,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x6059y8979,6059,8979,22.57109832763672
146,Muscle_airway,7,90,9,0,4390-BS1,TCGA-05-4390-01A-01-BS1_x18469y8833,18469,8833,22.88617706298828
146,Muscle_airway,7,91,9,1,4245-BS1,TCGA-05-4245-01A-01-BS1_x4453y13943,4453,13943,22.99220848083496
146,Muscle_airway,7,92,9,2,4245-BS1,TCGA-05-4245-01A-01-BS1_x9709y8979,9709,8979,23.17798614501953
146,Muscle_airway,7,93,9,3,4245-BS1,TCGA-05-4245-01A-01-BS1_x7227y6935,7227,6935,23.597270965576172
146,Muscle_airway,7,94,9,4,4245-BS1,TCGA-05-4245-01A-01-BS1_x12921y9125,12921,9125,23.61318588256836
146,Muscle_airway,7,95,9,5,4245-BS1,TCGA-05-4245-01A-01-BS1_x10001y11023,10001,11023,24.05946922302246
146,Muscle_airway,7,96,9,6,4245-TS1,TCGA-05-4245-01A-01-TS1_x8541y5037,8541,5037,24.308744430541992
146,Muscle_airway,7,97,9,7,4245-BS1,TCGA-05-4245-01A-01-BS1_x6789y4453,6789,4453,24.381837844848633
146,Muscle_airway,7,98,9,8,4390-BS1,TCGA-05-4390-01A-01-BS1_x18177y11169,18177,11169,24.503755569458008
146,Muscle_airway,7,99,9,9,4245-BS1,TCGA-05-4245-01A-01-BS1_x4599y13943,4599,13943,24.804540634155273
