representation,purity,chance_uniform,chance_weighted,excess_over_weighted
prediction_log1p,0.7752094019868839,0.3333333333333333,0.5286407502793501,0.5231013326961595
features_fused,0.9472761508992924,0.3333333333333333,0.5286407502793501,0.88814508438743
features_resnet,0.8134536718394909,0.3333333333333333,0.5286407502793501,0.6042374722230117
features_dinov2,0.908252710862931,0.3333333333333333,0.5286407502793501,0.8053559165510323
