A,B,R
AT1,AT1,0.33913248188775397
AT1,AT2,0.3175648299391435
AT1,B_memory,0.2677152680540421
AT1,B_naive,0.3532561639591265
AT1,B_plasma_IgA,0.11007545622231792
AT1,B_plasma_IgG,-0.21323698525636503
AT1,B_plasmablast,-0.025096483689026592
AT1,Basal,0.2591749783199428
AT1,CD4_EM_Effector,0.3549609856856187
AT1,CD4_TRM,0.365079773810763
AT1,CD4_naive_CM,0.10018575800384218
AT1,CD8_EM,0.3564437427037171
AT1,CD8_EM_EMRA,0.28486964152005706
AT1,CD8_TRM_EM,0.3476600150055739
AT1,CD8_TRM,0.36461742876163106
AT1,Chondrocyte,-0.283885043155486
AT1,Ciliated,0.2938461440123637
AT1,DC_1,0.2735511990534744
AT1,DC_2,0.325113149707889
AT1,DC_activated,0.3188303666980213
AT1,DC_plasmacytoid,0.36076421528873515
AT1,Deuterosomal,0.2807426538231429
AT1,Dividing_AT2,0.34071938013700237
AT1,Dividing_Basal,0.31597180792774515
AT1,Endothelia_Lymphatic,-0.0815052017591937
AT1,Endothelia_vascular_Cap_a,0.33933846594784506
AT1,Endothelia_vascular_Cap_g,0.3335162036382506
AT1,Endothelia_vascular_arterial_pulmonary,0.2671834666199197
AT1,Endothelia_vascular_arterial_systemic,0.1577818143900391
AT1,Endothelia_vascular_venous_pulmonary,0.21555413896004838
AT1,Endothelia_vascular_venous_systemic,0.04370882098702544
AT1,Erythrocyte,0.28134208868808513
AT1,Fibro_adventitial,-0.121854064296516
AT1,Fibro_alveolar,0.3063147682986032
AT1,Fibro_immune_recruiting,0.05652271745478884
AT1,Fibro_myofibroblast,-0.09559030069631837
AT1,Fibro_peribronchial,0.20269045812194583
AT1,Fibro_perichondrial,0.16982508674834193
AT1,ILC,0.3512094065417075
AT1,Ionocyte_n_Brush,0.29128625733818386
AT1,MAIT,0.32202701098524944
AT1,Macro_CHIT1,0.2075781781056353
AT1,Macro_interstitial,0.2707710267070424
AT1,Macro_AW_CX3CR1,0.3283640873681433
AT1,Macro_alveolar_metallothioneins,0.21654460444707202
AT1,Macro_alv,0.2238340528347037
AT1,Macro_dividing,0.24476558599356124
AT1,Macro_int,0.15506662783471795
AT1,Macro_CCL,0.2795678980881684
AT1,Mast_cell,0.2978397212199277
AT1,Megakaryocyte,0.3515163671185452
AT1,Mesothelia,0.013642356524192047
AT1,Macrophage_intermediate,0.2648791389624302
AT1,Monocyte_CD14,0.21415295159486822
AT1,Monocyte_CD16,0.26211176598927965
AT1,Muscle_airway,-0.07401402671930475
AT1,Muscle_pericyte_airway,-0.10322776525965661
AT1,Muscle_pericyte_parenchyma,0.31515305416799405
AT1,Muscle_perivascular_immune_recruiting,0.1079998302200355
AT1,Muscle_smooth_pulmonary,-0.04750136029036736
AT1,Muscle_smooth_syst_arterial,-0.029597252513628967
AT1,Myoepithelial,0.15618525507794476
AT1,NAF_endoneurial,0.07448931797598957
AT1,NAF_perineurial,0.039214376786374246
AT1,NK_CD16hi,0.35285019186891237
AT1,NKT,0.29904490734965
AT1,NK_CD11d,0.3668857162935781
AT1,NK_CD56bright,0.3678553758212528
AT1,Neuroendocrine,0.2919666948991492
AT1,SMG_Basal,0.3681114761476221
AT1,SMG_Duct,0.17506538648187275
AT1,SMG_Mucous,0.2669331370001196
AT1,SMG_Serous,0.1117351186869567
AT1,Schwann_Myelinating,0.2505954301790157
AT1,Schwann_nonmyelinating,0.17529057214823404
AT1,Secretory_Club,0.2721735127999873
AT1,Secretory_Goblet,0.30063113349117104
AT1,Suprabasal,0.26341379919831837
AT1,T_reg,0.35359386962900796
AT1,gdT,0.3401033720090308
AT2,AT2,0.29969305739270286
AT2,B_memory,0.251091831616238
AT2,B_naive,0.32187599320888155
AT2,B_plasma_IgA,0.1112228764826057
AT2,B_plasma_IgG,-0.1805685123110338
AT2,B_plasmablast,0.001981455272191694
AT2,Basal,0.21541884759793264
AT2,CD4_EM_Effector,0.3248233646689664
AT2,CD4_TRM,0.3319352923876384
AT2,CD4_naive_CM,0.1034865204018492
AT2,CD8_EM,0.3261924333209758
AT2,CD8_EM_EMRA,0.26973409187790226
AT2,CD8_TRM_EM,0.3188234576295149
AT2,CD8_TRM,0.32613695507418566
AT2,Chondrocyte,-0.2427966454391399
AT2,Ciliated,0.24564872683668373
AT2,DC_1,0.2505131688179886
AT2,DC_2,0.2966851719230284
AT2,DC_activated,0.2917610839493581
AT2,DC_plasmacytoid,0.32665577042231186
AT2,Deuterosomal,0.2358199880428068
AT2,Dividing_AT2,0.30954397270758766
AT2,Dividing_Basal,0.2861592595647875
AT2,Endothelia_Lymphatic,-0.05492618758281092
AT2,Endothelia_vascular_Cap_a,0.31605655405234445
AT2,Endothelia_vascular_Cap_g,0.31191549337584856
AT2,Endothelia_vascular_arterial_pulmonary,0.2229868754372998
AT2,Endothelia_vascular_arterial_systemic,0.11545610445106097
AT2,Endothelia_vascular_venous_pulmonary,0.19678609184644205
AT2,Endothelia_vascular_venous_systemic,0.031050736890133726
AT2,Erythrocyte,0.25724503510378394
AT2,Fibro_adventitial,-0.08224981779235137
AT2,Fibro_alveolar,0.2883724687303301
AT2,Fibro_immune_recruiting,0.0782888591023165
AT2,Fibro_myofibroblast,-0.05448908162457205
AT2,Fibro_peribronchial,0.18784152194990536
AT2,Fibro_perichondrial,0.1489780289292162
AT2,ILC,0.32297653173809543
AT2,Ionocyte_n_Brush,0.24363220944819938
AT2,MAIT,0.2997473714158336
AT2,Macro_CHIT1,0.19088068138731415
AT2,Macro_interstitial,0.25557547398990527
AT2,Macro_AW_CX3CR1,0.30795979345062646
AT2,Macro_alveolar_metallothioneins,0.21404174175258928
AT2,Macro_alv,0.1960932709662332
AT2,Macro_dividing,0.22337135061615646
AT2,Macro_int,0.1600068715629947
AT2,Macro_CCL,0.2639954607770744
AT2,Mast_cell,0.27458329543227383
AT2,Megakaryocyte,0.3082285529056707
AT2,Mesothelia,0.042691251240879004
AT2,Macrophage_intermediate,0.2563225421744141
AT2,Monocyte_CD14,0.2087692724882015
AT2,Monocyte_CD16,0.25320016581041677
AT2,Muscle_airway,-0.09540411537415139
AT2,Muscle_pericyte_airway,-0.0734645515861393
AT2,Muscle_pericyte_parenchyma,0.30006125453356547
AT2,Muscle_perivascular_immune_recruiting,0.11439320601376801
AT2,Muscle_smooth_pulmonary,-0.07159286742674467
AT2,Muscle_smooth_syst_arterial,-0.05787930164011935
AT2,Myoepithelial,0.15144715380252113
AT2,NAF_endoneurial,0.039326519535735134
AT2,NAF_perineurial,0.0051855531889663554
AT2,NK_CD16hi,0.3257879588639895
AT2,NKT,0.28314861511778744
AT2,NK_CD11d,0.33433559873919005
AT2,NK_CD56bright,0.33064438809803226
