cell_type,mean,median,max,fraction_nonzero
CD8_EM,0.0979214459657669,0.09025470912456512,0.3835523724555969,0.9998536888693808
Mast_cell,0.09221725910902023,0.08668170124292374,0.3207310140132904,0.9992684443469037
B_plasma_IgG,0.09203289449214935,0.04935433715581894,1.1693447828292847,0.8147335308533596
NK_CD16hi,0.09090866148471832,0.08082551509141922,0.3770112991333008,0.9994513332601778
T_reg,0.090240478515625,0.08301881700754166,0.3565957546234131,0.9998536888693808
gdT,0.08992312103509903,0.08355271816253662,0.3270060122013092,0.9996342221734519
B_naive,0.08907567709684372,0.0827324241399765,0.3662413954734802,0.9999634222173451
NK_CD56bright,0.08898467570543289,0.07793210446834564,0.5356150269508362,0.9999268444346904
CD4_TRM,0.08554118871688843,0.07736514508724213,0.3434571325778961,0.9999634222173451
NK_CD11d,0.08429332077503204,0.07273611426353455,0.4124818444252014,0.9997073777387615
B_plasma_IgA,0.07979634404182434,0.0,1.4822731018066406,0.38856578514210466
Macro_interstitial,0.07770434021949768,0.0734243094921112,0.3150354325771332,0.9599839057756319
DC_activated,0.07768044620752335,0.07357943803071976,0.3325030207633972,0.9949522659936355
Endothelia_vascular_arterial_pulmonary,0.07222212105989456,0.06414397805929184,0.4596872329711914,0.9694941292658839
ILC,0.07137337327003479,0.06585995852947235,0.2653672397136688,0.9997439555214163
Chondrocyte,0.0709204375743866,0.04280883073806763,0.8930013179779053,0.7563188119536194
NAF_perineurial,0.06808841228485107,0.042821820825338364,0.856198787689209,0.7985661509199312
Myoepithelial,0.06516550481319427,0.03814121335744858,0.6618648171424866,0.9534364826804199
Monocyte_CD16,0.06077171489596367,0.05771723762154579,0.2331477701663971,0.9940743992099199
DC_2,0.060007594525814056,0.05610783025622368,0.324552446603775,0.9726032407915433
DC_1,0.05989557504653931,0.05851517617702484,0.20484739542007446,0.985917553677896
Ionocyte_n_Brush,0.05638252571225166,0.019533691927790642,1.4923179149627686,0.8924978967774974
Endothelia_vascular_arterial_systemic,0.05050640180706978,0.025350145995616913,1.338011384010315,0.6696294670617067
Muscle_pericyte_airway,0.045546095818281174,0.03263550624251366,0.3481977880001068,0.9814184864113538
Endothelia_vascular_venous_pulmonary,0.04513160511851311,0.038983117789030075,0.2196134626865387,0.9935623102527524
Macro_CCL,0.04311878979206085,0.04073861986398697,0.17036019265651703,0.9876732872453272
SMG_Basal,0.04162115976214409,0.027691444382071495,0.4943602383136749,0.79286001682578
Schwann_nonmyelinating,0.04138979688286781,0.01735323667526245,0.6710202693939209,0.6275284392260141
Muscle_perivascular_immune_recruiting,0.03967484459280968,0.02603871375322342,0.2526353597640991,0.9819305753685211
Endothelia_Lymphatic,0.03914805129170418,0.03171267360448837,0.267029732465744,0.9910384432495702
DC_plasmacytoid,0.036639608442783356,0.033088892698287964,0.166087806224823,0.9997439555214163
Fibro_perichondrial,0.0356907993555069,0.031940706074237823,0.22177733480930328,0.8421668678444713
Macro_alveolar_metallothioneins,0.03505588695406914,0.03354436531662941,0.13978174328804016,0.9779070192764915
NAF_endoneurial,0.034766145050525665,0.025030896067619324,0.3844398856163025,0.8964117195215626
Deuterosomal,0.03256632387638092,0.0023899839725345373,1.2917449474334717,0.5228062474852775
Fibro_immune_recruiting,0.030590111389756203,0.017458446323871613,0.22136910259723663,0.9867588426789567
Fibro_peribronchial,0.030198633670806885,0.024885404855012894,0.20287050306797028,0.9881487984198398
Schwann_Myelinating,0.02829444408416748,0.011953724548220634,0.34371981024742126,0.7634149017886536
Secretory_Club,0.026554733514785767,0.007862338796257973,1.2683919668197632,0.6783715571162077
Macrophage_intermediate,0.024966897442936897,0.023587247356772423,0.09923951327800751,0.9927210212516917
Dividing_AT2,0.02286774292588234,0.01916145719587803,0.1933639645576477,0.9532535937671458
Mesothelia,0.02198219858109951,0.015037714503705502,0.16556820273399353,0.9395003474889352
Dividing_Basal,0.02140248566865921,0.0,0.6012673377990723,0.35604813636197374
Macro_AW_CX3CR1,0.020920582115650177,0.018294356763362885,0.10952194035053253,0.9932696879915139
Neuroendocrine,0.017481038346886635,0.013227235525846481,0.1164148598909378,0.9975127107794726
Megakaryocyte,0.013003213331103325,0.009725945070385933,0.09648667275905609,0.9108233658875599
